xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdmxyzinterpolation,xyzdcxyzsurvname,xyzdmxyzcomparability,xyzdmxyzcomparable_spell,xyzdpxyzsi_pov_gini,xyzdpxyzsi_pov_theil,xyzdcxyzpppyear
AGO,2000,CONS,N,FALSE,HBS,0,2000,.5194515,.545873,2017
AGO,2008,CONS,N,FALSE,IBEP-MICS,1,2008,.4271551,.3330803,2017
AGO,2018,CONS,N,FALSE,IDREA,2,2018,.5126429,.6139762,2017
ALB,2016,INC,N,FALSE,SILC-C,4,2016-2018,.3856557,.2499297,2017
ALB,2017,INC,N,FALSE,SILC-C,4,2016-2018,.3709513,.2306323,2017
ALB,2018,INC,N,FALSE,SILC-C,4,2016-2018,.3598875,.2158758,2017
ARE,2013,INC,N,FALSE,HIES,0,2013-2018,.3251042,,2017
ARE,2018,INC,N,FALSE,HIES,0,2013-2018,.26399,,2017
ARG,1980,INC,U,FALSE,EPH,0,1980-1991,.4083086,,2017
ARG,1986,INC,U,FALSE,EPH,0,1980-1991,.4279751,.3371578,2017
ARG,1987,INC,U,FALSE,EPH,0,1980-1991,.4526729,.3861666,2017
ARG,1991,INC,U,FALSE,EPH,0,1980-1991,.4675427,.4564747,2017
ARG,1992,INC,U,FALSE,EPH,1,1992-1997,.4545484,.3778514,2017
ARG,1993,INC,U,FALSE,EPH,1,1992-1997,.448431,.3660994,2017
ARG,1994,INC,U,FALSE,EPH,1,1992-1997,.4589804,.3884526,2017
ARG,1995,INC,U,FALSE,EPH,1,1992-1997,.488781,.444402,2017
ARG,1996,INC,U,FALSE,EPH,1,1992-1997,.4949052,.4594506,2017
ARG,1997,INC,U,FALSE,EPH,1,1992-1997,.4908524,.4359007,2017
ARG,1998,INC,U,FALSE,EPH,2,1998-2002,.507127,.482431,2017
ARG,1999,INC,U,FALSE,EPH,2,1998-2002,.4976562,.455436,2017
ARG,2000,INC,U,FALSE,EPH,2,1998-2002,.5103796,.4756848,2017
ARG,2001,INC,U,FALSE,EPH,2,1998-2002,.5329304,.5190596,2017
ARG,2002,INC,U,FALSE,EPH,2,1998-2002,.5375955,.5399969,2017
ARG,2003,INC,U,FALSE,EPHC-S2,3,2003-2024,.5099446,.5259646,2017
ARG,2004,INC,U,FALSE,EPHC-S2,3,2003-2024,.4848353,.4244748,2017
ARG,2005,INC,U,FALSE,EPHC-S2,3,2003-2024,.4781029,.4197132,2017
ARG,2006,INC,U,FALSE,EPHC-S2,3,2003-2024,.464445,.4086979,2017
ARG,2007,INC,U,FALSE,EPHC-S2,3,2003-2024,.4628259,.398568,2017
ARG,2008,INC,U,FALSE,EPHC-S2,3,2003-2024,.4498676,.3666852,2017
ARG,2009,INC,U,FALSE,EPHC-S2,3,2003-2024,.4375894,.3347161,2017
ARG,2010,INC,U,FALSE,EPHC-S2,3,2003-2024,.4367656,.3370926,2017
ARG,2011,INC,U,FALSE,EPHC-S2,3,2003-2024,.4273792,.3184621,2017
ARG,2012,INC,U,FALSE,EPHC-S2,3,2003-2024,.4143736,.2954642,2017
ARG,2013,INC,U,FALSE,EPHC-S2,3,2003-2024,.4108646,.2902102,2017
ARG,2014,INC,U,FALSE,EPHC-S2,3,2003-2024,.4182248,.3037223,2017
ARG,2016,INC,U,FALSE,EPHC-S2,3,2003-2024,.4234501,.3157226,2017
ARG,2017,INC,U,FALSE,EPHC-S2,3,2003-2024,.414348,.2954971,2017
ARG,2018,INC,U,FALSE,EPHC-S2,3,2003-2024,.4171897,.3010364,2017
ARG,2019,INC,U,FALSE,EPHC-S2,3,2003-2024,.4331414,.3313826,2017
ARG,2020,INC,U,FALSE,EPHC-S2,3,2003-2024,.4274369,.3144661,2017
ARG,2021,INC,U,FALSE,EPHC-S2,3,2003-2024,.4244556,.335645,2017
ARG,2022,INC,U,FALSE,EPHC-S2,3,2003-2024,.4073646,.2857514,2017
ARG,2023,INC,U,FALSE,EPHC-S2,3,2003-2024,.4239098,.3141899,2017
ARG,2024,INC,U,FALSE,EPHC-S2,3,2003-2024,.4235332,.3113988,2017
ARM,1999,CONS,N,FALSE,ILCS,1,1999-2018,.3621973,.2618624,2017
ARM,2001,CONS,N,FALSE,ILCS,1,1999-2018,.3536436,.2361618,2017
ARM,2002,CONS,N,FALSE,ILCS,1,1999-2018,.3477967,.2379276,2017
ARM,2003,CONS,N,FALSE,ILCS,1,1999-2018,.3302809,.2322956,2017
ARM,2004,CONS,N,FALSE,ILCS,1,1999-2018,.3750563,.3136523,2017
ARM,2005,CONS,N,FALSE,ILCS,1,1999-2018,.3599235,.2842595,2017
ARM,2006,CONS,N,FALSE,ILCS,1,1999-2018,.2970999,.1623417,2017
ARM,2007,CONS,N,FALSE,ILCS,1,1999-2018,.3122606,.1725216,2017
ARM,2008,CONS,N,FALSE,ILCS,1,1999-2018,.2918814,.1542256,2017
ARM,2009,CONS,N,FALSE,ILCS,1,1999-2018,.2801588,.1376237,2017
ARM,2010,CONS,N,FALSE,ILCS,1,1999-2018,.2999258,.1783033,2017
ARM,2011,CONS,N,FALSE,ILCS,1,1999-2018,.2935295,.1574659,2017
ARM,2012,CONS,N,FALSE,ILCS,1,1999-2018,.2960226,.1643002,2017
ARM,2013,CONS,N,FALSE,ILCS,1,1999-2018,.3057966,.1794897,2017
ARM,2014,CONS,N,FALSE,ILCS,1,1999-2018,.3148329,.1873002,2017
ARM,2015,CONS,N,FALSE,ILCS,1,1999-2018,.3235677,.2036405,2017
ARM,2016,CONS,N,FALSE,ILCS,1,1999-2018,.3254795,.2179179,2017
ARM,2017,CONS,N,FALSE,ILCS,1,1999-2018,.3362184,.2486422,2017
ARM,2018,CONS,N,FALSE,ILCS,1,1999-2018,.344335,.2499934,2017
ARM,2019,CONS,N,FALSE,ILCS,2,2019-2024,.3003121,.1830496,2017
ARM,2020,CONS,N,FALSE,ILCS,2,2019-2024,.251316,.113075,2017
ARM,2021,CONS,N,FALSE,ILCS,2,2019-2024,.2794013,.1475941,2017
ARM,2022,CONS,N,FALSE,ILCS,3,2022-2023,.2794529,.1402678,2017
ARM,2023,CONS,N,FALSE,ILCS,3,2022-2023,.2715465,.1350162,2017
ARM,2024,CONS,N,FALSE,ILCS,2,2019-2024,.2744481,.1439364,2017
AUS,1981,INC,N,FALSE,IHS-LIS,0,1981,.3132488,.1630637,2017
AUS,1985,INC,N,FALSE,IDS-LIS,1,1985,.3249747,.1794495,2017
AUS,1989,INC,N,FALSE,SIHCA-LIS,2,1989,.3315313,.1890366,2017
AUS,1995,INC,N,FALSE,SIH-LIS,3,1995-2020,.3257934,.1827286,2017
AUS,2001,INC,N,FALSE,SIH-LIS,3,1995-2020,.3346266,.1927097,2017
AUS,2003,INC,N,FALSE,SIH-LIS,3,1995-2020,.3349779,.1949522,2017
AUS,2004,INC,N,FALSE,SIH-HES-LIS,3,1995-2020,.3305648,.1909956,2017
AUS,2008,INC,N,FALSE,SIH-LIS,3,1995-2020,.3543021,.2315021,2017
AUS,2010,INC,N,FALSE,SIH-HES-LIS,3,1995-2020,.3465798,.2133737,2017
AUS,2014,INC,N,FALSE,SIH-LIS,3,1995-2020,.3440047,.2289244,2017
AUS,2016,INC,N,FALSE,SIH-HES-LIS,3,1995-2020,.3368617,.2047086,2017
AUS,2018,INC,N,FALSE,SIH-LIS,3,1995-2020,.3433474,.2253024,2017
AUS,2020,INC,N,FALSE,SIH-LIS,3,1995-2020,.3383005,.205138,2017
AUT,1994,INC,N,FALSE,ECHP-LIS,1,1994-2000,.3082915,.1675078,2017
AUT,1995,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2991552,.1567059,2017
AUT,1996,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2931878,.1501444,2017
AUT,1997,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2906607,.1439568,2017
AUT,1998,INC,N,FALSE,ECHP-LIS,1,1994-2000,.3134273,.1887686,2017
AUT,1999,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2967112,.1544543,2017
AUT,2000,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2896522,.142859,2017
AUT,2003,INC,N,FALSE,EU-SILC,2,2003-2023,.2946563,.1579175,2017
AUT,2004,INC,N,FALSE,EU-SILC,2,2003-2023,.2978885,.157561,2017
AUT,2005,INC,N,FALSE,EU-SILC,2,2003-2023,.2871521,.1416053,2017
AUT,2006,INC,N,FALSE,EU-SILC,2,2003-2023,.2958756,.1587717,2017
AUT,2007,INC,N,FALSE,EU-SILC,2,2003-2023,.3057945,.1659607,2017
AUT,2008,INC,N,FALSE,EU-SILC,2,2003-2023,.3043709,.1678931,2017
AUT,2009,INC,N,FALSE,EU-SILC,2,2003-2023,.3149491,.1815271,2017
AUT,2010,INC,N,FALSE,EU-SILC,2,2003-2023,.3025166,.1608864,2017
AUT,2011,INC,N,FALSE,EU-SILC,2,2003-2023,.3080106,.1707873,2017
AUT,2012,INC,N,FALSE,EU-SILC,2,2003-2023,.3047562,.1631831,2017
AUT,2013,INC,N,FALSE,EU-SILC,2,2003-2023,.3075291,.178525,2017
AUT,2014,INC,N,FALSE,EU-SILC,2,2003-2023,.3053537,.1742973,2017
AUT,2015,INC,N,FALSE,EU-SILC,2,2003-2023,.3053083,.177928,2017
AUT,2016,INC,N,FALSE,EU-SILC,2,2003-2023,.3079514,.171378,2017
AUT,2017,INC,N,FALSE,EU-SILC,2,2003-2023,.2973693,.1545346,2017
AUT,2018,INC,N,FALSE,EU-SILC,2,2003-2023,.3084742,.1726145,2017
AUT,2019,INC,N,FALSE,EU-SILC,2,2003-2023,.3021052,.1604892,2017
AUT,2020,INC,N,FALSE,EU-SILC,2,2003-2023,.298007,.1573125,2017
AUT,2021,INC,N,FALSE,EU-SILC,2,2003-2023,.3070168,.1772717,2017
AUT,2022,INC,N,FALSE,EU-SILC,2,2003-2023,.3089293,.2056131,2017
AUT,2023,INC,N,FALSE,EU-SILC,2,2003-2023,.3120468,.2090793,2017
AZE,1995,CONS,N,FALSE,SLC,0,1995,.3464882,.2104559,2017
AZE,2001,CONS,N,FALSE,HBS,1,2001-2005,.3645494,.2507486,2017
AZE,2002,CONS,N,FALSE,HBS,1,2001-2005,.2527767,.1280367,2017
AZE,2003,CONS,N,FALSE,HBS,1,2001-2005,.2683288,.1382024,2017
AZE,2004,CONS,N,FALSE,HBS,1,2001-2005,.2662159,.1474769,2017
AZE,2005,CONS,N,FALSE,HBS,1,2001-2005,.2655491,.1437015,2017
BDI,1992,CONS,N,FALSE,EDCM,0,1992,.3333381,,2017
BDI,1998,CONS,N,FALSE,EP,1,1998-2006,.4205814,.3471644,2017
BDI,2006,CONS,N,FALSE,QUIBB,1,1998-2006,.3335986,.2085476,2017
BDI,2013,CONS,N,FALSE,ECVMB,2,2013,.3862398,.2833872,2017
BDI,2020,CONS,N,FALSE,EICVMB,3,2020,.3745609,.2634732,2017
BEL,1985,INC,N,FALSE,SEP-LIS,0,1985-1997,.2520347,.108008,2017
BEL,1988,INC,N,FALSE,SEP-LIS,0,1985-1997,.2571237,.119698,2017
BEL,1992,INC,N,FALSE,SEP-LIS,0,1985-1997,.2494633,.1067681,2017
BEL,1995,INC,N,FALSE,PSBH-ECHP-LIS,1,1995-2000,.2841133,.1486766,2017
BEL,1997,INC,N,FALSE,SEP-LIS,0,1985-1997,.2683253,.1241984,2017
BEL,2000,INC,N,FALSE,PSBH-ECHP-LIS,1,1995-2000,.331481,.3705537,2017
BEL,2003,INC,N,FALSE,EU-SILC,2,2003-2018,.2814334,.1404938,2017
BEL,2004,INC,N,FALSE,EU-SILC,2,2003-2018,.3054143,.305141,2017
BEL,2005,INC,N,FALSE,EU-SILC,2,2003-2018,.2933692,.2218892,2017
BEL,2006,INC,N,FALSE,EU-SILC,2,2003-2018,.2805405,.1398015,2017
BEL,2007,INC,N,FALSE,EU-SILC,2,2003-2018,.2923768,.1734005,2017
BEL,2008,INC,N,FALSE,EU-SILC,2,2003-2018,.2837373,.1540892,2017
BEL,2009,INC,N,FALSE,EU-SILC,2,2003-2018,.2855119,.1531408,2017
BEL,2010,INC,N,FALSE,EU-SILC,2,2003-2018,.2837483,.163893,2017
BEL,2011,INC,N,FALSE,EU-SILC,2,2003-2018,.2806044,.1446795,2017
BEL,2012,INC,N,FALSE,EU-SILC,2,2003-2018,.274905,.1367775,2017
BEL,2013,INC,N,FALSE,EU-SILC,2,2003-2018,.2766885,.134424,2017
BEL,2014,INC,N,FALSE,EU-SILC,2,2003-2018,.2813401,.1486832,2017
BEL,2015,INC,N,FALSE,EU-SILC,2,2003-2018,.2772931,.1439547,2017
BEL,2016,INC,N,FALSE,EU-SILC,2,2003-2018,.2758074,.1409499,2017
BEL,2017,INC,N,FALSE,EU-SILC,2,2003-2018,.2738765,.1359582,2017
BEL,2018,INC,N,FALSE,EU-SILC,2,2003-2018,.272142,.143417,2017
BEL,2019,INC,N,FALSE,EU-SILC,3,2019,.2721955,.1445151,2017
BEL,2020,INC,N,FALSE,EU-SILC,4,2020,.2595828,.1281429,2017
BEL,2021,INC,N,FALSE,EU-SILC,5,2021-2023,.2657763,.1324839,2017
BEL,2022,INC,N,FALSE,EU-SILC,5,2021-2023,.2637556,.1392986,2017
BEL,2023,INC,N,FALSE,EU-SILC,5,2021-2023,.268231,.1408651,2017
BEN,2003,CONS,N,FALSE,QUIBB,0,2003,.3857747,.2911587,2017
BEN,2011,CONS,N,FALSE,EMICOV,1,2011-2015,.4343928,.351433,2017
BEN,2015,CONS,N,FALSE,EMICOV,1,2011-2015,.4760386,.4365848,2017
BEN,2018,CONS,N,FALSE,EHCVM,2,2018-2021,.3794864,.2692107,2017
BEN,2021,CONS,N,FALSE,EHCVM,2,2018-2021,.3439581,.215637,2017
BFA,1994,CONS,N,FALSE,EP-I,0,1994,.4801756,.4811844,2017
BFA,1998,CONS,N,FALSE,EP-II,1,1998-2003,.4986853,.6015259,2017
BFA,2003,CONS,N,FALSE,ECVM,1,1998-2003,.4325115,.364267,2017
BFA,2009,CONS,N,FALSE,ECVM,2,2009,.397607,.3146471,2017
BFA,2014,CONS,N,FALSE,EMC,3,2014,.3530123,.2424356,2017
BFA,2018,CONS,N,FALSE,EHCVM,4,2018-2021,.4301673,.3656669,2017
BFA,2021,CONS,N,FALSE,EHCVM,4,2018-2021,.3739129,.2639373,2017
BGD,1983,CONS,N,FALSE,HHES,0,1983-1988,.2587649,,2017
BGD,1985,CONS,N,FALSE,HHES,0,1983-1988,.269175,,2017
BGD,1988,CONS,N,FALSE,HHES,0,1983-1988,.2884655,,2017
BGD,1991,CONS,N,FALSE,HHES,1,1991-1995,.275708,.138252,2017
BGD,1995,CONS,N,FALSE,HHES,1,1991-1995,.3294298,.215424,2017
BGD,2000,CONS,N,FALSE,HIES,2,2000-2016,.3340653,.2183324,2017
BGD,2005,CONS,N,FALSE,HIES,2,2000-2016,.3320129,.2147358,2017
BGD,2010,CONS,N,FALSE,HIES,2,2000-2016,.3213032,.1994138,2017
BGD,2016,CONS,N,FALSE,HIES,2,2000-2016,.3238527,.206537,2017
BGD,2022,CONS,N,FALSE,HIES,3,2022,.3093025,.1732997,2017
BGR,2006,INC,N,FALSE,EU-SILC,5,2006-2014,.3568883,.2390052,2017
BGR,2007,INC,N,FALSE,EU-SILC,5,2006-2014,.3609588,.2345203,2017
BGR,2008,INC,N,FALSE,EU-SILC,5,2006-2014,.3357257,.1963042,2017
BGR,2009,INC,N,FALSE,EU-SILC,5,2006-2014,.3382308,.2060079,2017
BGR,2010,INC,N,FALSE,EU-SILC,5,2006-2014,.3565347,.2351892,2017
BGR,2011,INC,N,FALSE,EU-SILC,5,2006-2014,.3427498,.2158051,2017
BGR,2012,INC,N,FALSE,EU-SILC,5,2006-2014,.3601097,.2414148,2017
BGR,2013,INC,N,FALSE,EU-SILC,5,2006-2014,.3657089,.2438459,2017
BGR,2014,INC,N,FALSE,EU-SILC,5,2006-2014,.3741585,.2613115,2017
BGR,2015,INC,N,FALSE,EU-SILC,6,2015-2023,.3856438,.2753195,2017
BGR,2016,INC,N,FALSE,EU-SILC,6,2015-2023,.4058968,.3313502,2017
BGR,2017,INC,N,FALSE,EU-SILC,6,2015-2023,.4037896,.3528487,2017
BGR,2018,INC,N,FALSE,EU-SILC,6,2015-2023,.4128408,.3668416,2017
BGR,2019,INC,N,FALSE,EU-SILC,6,2015-2023,.4027112,.311767,2017
BGR,2020,INC,N,FALSE,EU-SILC,6,2015-2023,.4052315,.3543538,2017
BGR,2021,INC,N,FALSE,EU-SILC,6,2015-2023,.3900545,.2839862,2017
BGR,2022,INC,N,FALSE,EU-SILC,6,2015-2023,.382015,.2906925,2017
BGR,2023,INC,N,FALSE,EU-SILC,6,2015-2023,.3947054,.3192531,2017
BIH,2001,CONS,N,FALSE,LSMS,0,2001-2004,.2996642,.1969492,2017
BIH,2004,CONS,N,FALSE,LSMS,0,2001-2004,.3403749,.1998314,2017
BIH,2007,CONS,N,FALSE,HBS,1,2007-2021,.3425678,.1970524,2017
BIH,2011,CONS,N,FALSE,HBS,1,2007-2021,.333218,.1890385,2017
BIH,2015,CONS,N,FALSE,HBS,1,2007-2021,.3293428,.1851727,2017
BIH,2021,CONS,N,FALSE,HBS,1,2007-2021,.303101,.1565761,2017
BLR,1998,CONS,N,FALSE,HHS,1,1998-2020,.3201835,.1833698,2017
BLR,1999,CONS,N,FALSE,HHS,1,1998-2020,.3173815,.1703601,2017
BLR,2000,CONS,N,FALSE,HHS,1,1998-2020,.3116748,.1672684,2017
BLR,2001,CONS,N,FALSE,HHS,1,1998-2020,.3057672,.1658815,2017
BLR,2002,CONS,N,FALSE,HHS,1,1998-2020,.3033624,.1663696,2017
BLR,2003,CONS,N,FALSE,HHS,1,1998-2020,.2882101,.1412185,2017
BLR,2004,CONS,N,FALSE,HHS,1,1998-2020,.2647988,.116589,2017
BLR,2005,CONS,N,FALSE,HHS,1,1998-2020,.2755341,.1270593,2017
BLR,2006,CONS,N,FALSE,HHS,1,1998-2020,.2827544,.1392342,2017
BLR,2007,CONS,N,FALSE,HHS,1,1998-2020,.2961238,.1582496,2017
BLR,2008,CONS,N,FALSE,HHS,1,1998-2020,.2782604,.1365975,2017
BLR,2009,CONS,N,FALSE,HHS,1,1998-2020,.276893,.1347734,2017
BLR,2010,CONS,N,FALSE,HHS,1,1998-2020,.285666,.1369792,2017
BLR,2011,CONS,N,FALSE,HHS,1,1998-2020,.2715255,.1249552,2017
BLR,2012,CONS,N,FALSE,HHS,1,1998-2020,.265262,.1226051,2017
BLR,2013,CONS,N,FALSE,HHS,1,1998-2020,.2657505,.1327335,2017
BLR,2014,CONS,N,FALSE,HHS,1,1998-2020,.2717667,.1324196,2017
BLR,2015,CONS,N,FALSE,HHS,1,1998-2020,.2563322,.1108896,2017
BLR,2016,CONS,N,FALSE,HHS,1,1998-2020,.2530662,.1098435,2017
BLR,2017,CONS,N,FALSE,HHS,1,1998-2020,.2544457,.111526,2017
BLR,2018,CONS,N,FALSE,HHS,1,1998-2020,.2524053,.1112794,2017
BLR,2019,CONS,N,FALSE,HHS,1,1998-2020,.2527785,.1099357,2017
BLR,2020,CONS,N,FALSE,HHS,1,1998-2020,.2438336,.103225,2017
BLZ,1993,INC,N,FALSE,LFS,0,1993-1999,.6023164,,2017
BLZ,1994,INC,N,FALSE,LFS,0,1993-1999,.6087281,,2017
BLZ,1996,INC,N,FALSE,SLC,2,1996,.5655413,.7833469,2017
BLZ,1997,INC,N,FALSE,LFS,0,1993-1999,.6036245,,2017
BLZ,1998,INC,N,FALSE,LFS,0,1993-1999,.5487126,.6330093,2017
BLZ,1999,INC,N,FALSE,LFS,0,1993-1999,.5323522,.5714398,2017
BLZ,2018,CONS,N,FALSE,HBS,3,2018,.3994958,.2791458,2017
BOL,1990,INC,U,FALSE,EPF,0,1990-1992,.4203572,,2017
BOL,1992,INC,U,FALSE,EIH,0,1990-1992,.490724,.48114,2017
BOL,1997,INC,N,FALSE,ENE,1,1997,.5814171,.7008529,2017
BOL,1999,INC,N,FALSE,ECH,2,1999,.58036,.6444556,2017
BOL,2000,INC,N,FALSE,ECH,3,2000-2002,.6156524,.7707061,2017
BOL,2001,INC,N,FALSE,EH,3,2000-2002,.5736684,.6614177,2017
BOL,2002,INC,N,FALSE,EH,3,2000-2002,.5927492,.7115913,2017
BOL,2004,INC,N,FALSE,ECH,4,2004,.5500035,.6273141,2017
BOL,2005,INC,N,FALSE,EH,5,2005-2024,.5851856,.6929039,2017
BOL,2006,INC,N,FALSE,EH,5,2005-2024,.5666029,.6357098,2017
BOL,2007,INC,N,FALSE,EH,5,2005-2024,.545325,.573078,2017
BOL,2008,INC,N,FALSE,EH,5,2005-2024,.5081494,.4993671,2017
BOL,2009,INC,N,FALSE,EH,5,2005-2024,.4922029,.4818874,2017
BOL,2011,INC,N,FALSE,EH,5,2005-2024,.4608036,.3814332,2017
BOL,2012,INC,N,FALSE,EH,5,2005-2024,.4657997,.3897459,2017
BOL,2013,INC,N,FALSE,EH,5,2005-2024,.4758858,.4221027,2017
BOL,2014,INC,N,FALSE,EH,5,2005-2024,.4782917,.4623234,2017
BOL,2015,INC,N,FALSE,EH,5,2005-2024,.4673164,.4251865,2017
BOL,2016,INC,N,FALSE,EH,5,2005-2024,.4524082,.3628266,2017
BOL,2017,INC,N,FALSE,EH,5,2005-2024,.446178,.351365,2017
BOL,2018,INC,N,FALSE,EH,5,2005-2024,.4257909,.3169231,2017
BOL,2019,INC,N,FALSE,EH,5,2005-2024,.4164416,.3088668,2017
BOL,2020,INC,N,FALSE,EH,5,2005-2024,.4364292,.3502242,2017
BOL,2021,INC,N,FALSE,EH,5,2005-2024,.4091338,.2939514,2017
BOL,2022,INC,N,FALSE,EH,5,2005-2024,.4120838,.2987257,2017
BOL,2023,INC,N,FALSE,EH,5,2005-2024,.4205011,.3187745,2017
BOL,2024,INC,N,FALSE,EH,5,2005-2024,.4086832,.3201735,2017
BRA,1981,INC,N,FALSE,PNAD,0,1981-2011,.5786405,.6666725,2017
BRA,1982,INC,N,FALSE,PNAD,0,1981-2011,.5835609,.6828805,2017
BRA,1983,INC,N,FALSE,PNAD,0,1981-2011,.5890397,.6999538,2017
BRA,1984,INC,N,FALSE,PNAD,0,1981-2011,.5829912,.6784529,2017
BRA,1985,INC,N,FALSE,PNAD,0,1981-2011,.5552642,.574929,2017
BRA,1986,INC,N,FALSE,PNAD,0,1981-2011,.584329,.7063474,2017
BRA,1987,INC,N,FALSE,PNAD,0,1981-2011,.5964315,.7291856,2017
BRA,1988,INC,N,FALSE,PNAD,0,1981-2011,.613723,.7698772,2017
BRA,1989,INC,N,FALSE,PNAD,0,1981-2011,.6324579,.879751,2017
BRA,1990,INC,N,FALSE,PNAD,0,1981-2011,.6045088,.7479802,2017
BRA,1992,INC,N,FALSE,PNAD,0,1981-2011,.5310342,.5244921,2017
BRA,1993,INC,N,FALSE,PNAD,0,1981-2011,.600669,.7640111,2017
BRA,1995,INC,N,FALSE,PNAD,0,1981-2011,.5953119,.7192721,2017
BRA,1996,INC,N,FALSE,PNAD,0,1981-2011,.5983838,.7221724,2017
BRA,1997,INC,N,FALSE,PNAD,0,1981-2011,.5975472,.7257532,2017
BRA,1998,INC,N,FALSE,PNAD,0,1981-2011,.5956625,.7233981,2017
BRA,1999,INC,N,FALSE,PNAD,0,1981-2011,.5895122,.7032107,2017
BRA,2001,INC,N,FALSE,PNAD,0,1981-2011,.5840288,.6826064,2017
BRA,2002,INC,N,FALSE,PNAD,0,1981-2011,.5810567,.6779493,2017
BRA,2003,INC,N,FALSE,PNAD,0,1981-2011,.5755339,.6582163,2017
BRA,2004,INC,N,FALSE,PNAD,0,1981-2011,.5647182,.6367691,2017
BRA,2005,INC,N,FALSE,PNAD,0,1981-2011,.5631013,.6368078,2017
BRA,2006,INC,N,FALSE,PNAD,0,1981-2011,.5564221,.6189685,2017
BRA,2007,INC,N,FALSE,PNAD,0,1981-2011,.5491917,.600007,2017
BRA,2008,INC,N,FALSE,PNAD,0,1981-2011,.5403759,.581094,2017
BRA,2009,INC,N,FALSE,PNAD,0,1981-2011,.53682,.5733665,2017
BRA,2011,INC,N,FALSE,PNAD,0,1981-2011,.5294177,.5594279,2017
BRA,2012,INC,N,FALSE,PNADC-E1,1,2012-2024,.5344598,.5697203,2017
BRA,2013,INC,N,FALSE,PNADC-E1,1,2012-2024,.5271087,.5460893,2017
BRA,2014,INC,N,FALSE,PNADC-E1,1,2012-2024,.5205163,.5289281,2017
BRA,2015,INC,N,FALSE,PNADC-E1,1,2012-2024,.5193667,.5273273,2017
BRA,2016,INC,N,FALSE,PNADC-E1,1,2012-2024,.533623,.560208,2017
BRA,2017,INC,N,FALSE,PNADC-E1,1,2012-2024,.5328666,.5633468,2017
BRA,2018,INC,N,FALSE,PNADC-E1,1,2012-2024,.538905,.5799502,2017
BRA,2019,INC,N,FALSE,PNADC-E1,1,2012-2024,.5347585,.5706594,2017
BRA,2020,INC,N,FALSE,PNADC-E5,1,2012-2024,.4882206,.4830338,2017
BRA,2021,INC,N,FALSE,PNADC-E5,1,2012-2024,.5285088,.5497973,2017
BRA,2022,INC,N,FALSE,PNADC-E1,1,2012-2024,.5189444,.535913,2017
BRA,2023,INC,N,FALSE,PNADC-E1,1,2012-2024,.5148624,.5237532,2017
BRA,2024,INC,N,FALSE,PNADC-E1,1,2012-2024,.5025812,.4932501,2017
BRB,2016,CONS,N,FALSE,BSLC,0,2016,.3406804,.2006133,2017
BTN,2003,CONS,N,FALSE,BLSS,0,2003,.40898,.3091448,2017
BTN,2007,CONS,N,FALSE,BLSS,1,2007-2017,.3809077,.2575909,2017
BTN,2012,CONS,N,FALSE,BLSS,1,2007-2017,.3880933,.2851664,2017
BTN,2017,CONS,N,FALSE,BLSS,1,2007-2017,.3744141,.2462918,2017
BTN,2022,CONS,N,FALSE,BLSS,2,2022,.2845352,.1400062,2017
BWA,1985,CONS,N,FALSE,HIES,0,1985-1993,.5421201,,2017
BWA,1993,CONS,N,FALSE,HIES,0,1985-1993,.6014759,,2017
BWA,2002,CONS,N,FALSE,HIES,1,2002-2015,.6153865,.7918338,2017
BWA,2009,CONS,N,FALSE,CWIS,1,2002-2015,.5693109,.7225053,2017
BWA,2015,CONS,N,FALSE,BMTHS,1,2002-2015,.5490736,.6359675,2017
CAF,1992,CONS,N,FALSE,EPCM,0,1992,.5968511,,2017
CAF,2008,CONS,N,FALSE,ECASEB,1,2008,.5619515,.7624433,2017
CAF,2021,CONS,N,FALSE,EHCVM,2,2021,.4303446,.3457447,2017
CAN,1971,INC,N,FALSE,SCF-LIS,0,1971-1995,.3724759,.2388027,2017
CAN,1973,INC,N,FALSE,SCF-LIS,0,1971-1995,.3490258,.2086956,2017
CAN,1975,INC,N,FALSE,SCF-LIS,0,1971-1995,.3408793,.1979824,2017
CAN,1977,INC,N,FALSE,SCF-LIS,0,1971-1995,.3372954,.1918045,2017
CAN,1979,INC,N,FALSE,SCF-LIS,0,1971-1995,.3346965,.1894086,2017
CAN,1981,INC,N,FALSE,SCF-LIS,0,1971-1995,.3296372,.183529,2017
CAN,1982,INC,N,FALSE,SCF-LIS,0,1971-1995,.3293041,.1831063,2017
CAN,1984,INC,N,FALSE,SCF-LIS,0,1971-1995,.3351816,.1925762,2017
CAN,1985,INC,N,FALSE,SCF-LIS,0,1971-1995,.3317563,.1924282,2017
CAN,1986,INC,N,FALSE,SCF-LIS,0,1971-1995,.3167602,.1702514,2017
CAN,1987,INC,N,FALSE,SCF-LIS,0,1971-1995,.3165366,.1704258,2017
CAN,1988,INC,N,FALSE,SCF-LIS,0,1971-1995,.3119854,.1656319,2017
CAN,1989,INC,N,FALSE,SCF-LIS,0,1971-1995,.3101255,.1639007,2017
