xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdmxyzinterpolation,xyzdcxyzsurvname,xyzdmxyzcomparability,xyzdmxyzcomparable_spell,xyzdpxyzsi_pov_gini,xyzdpxyzsi_pov_theil,xyzdcxyzpppyear
UKR,2017,CONS,N,FALSE,HLCS,4,2002-2020,.2604905,.1171163,2017
UKR,2018,CONS,N,FALSE,HLCS,4,2002-2020,.2607149,.1189624,2017
UKR,2019,CONS,N,FALSE,HLCS,4,2002-2020,.2661947,.1231826,2017
UKR,2020,CONS,N,FALSE,HLCS,4,2002-2020,.2562736,.1150426,2017
URY,1981,INC,U,FALSE,ENH,0,1981,.4364543,,2017
URY,1989,INC,U,FALSE,ENH,1,1989,.4236907,.3544076,2017
URY,1992,INC,U,FALSE,ECH,2,1992-2005,.4146804,.3137958,2017
URY,1995,INC,U,FALSE,ECH,2,1992-2005,.4092634,.2959007,2017
URY,1996,INC,U,FALSE,ECH,2,1992-2005,.4075122,.2907872,2017
URY,1997,INC,U,FALSE,ECH,2,1992-2005,.4145671,.3051763,2017
URY,1998,INC,U,FALSE,ECH,2,1992-2005,.4248224,.3205905,2017
URY,2000,INC,U,FALSE,ECH,2,1992-2005,.4336662,.3340666,2017
URY,2001,INC,U,FALSE,ECH,2,1992-2005,.4500767,.3651962,2017
URY,2002,INC,U,FALSE,ECH,2,1992-2005,.4554421,.3757194,2017
URY,2003,INC,U,FALSE,ECH,2,1992-2005,.4503369,.371517,2017
URY,2004,INC,U,FALSE,ECH,2,1992-2005,.4588095,.3877209,2017
URY,2005,INC,U,FALSE,ECH,2,1992-2005,.4472757,.3617473,2017
URY,2006,INC,N,FALSE,ECH,3,2006-2019,.4594138,.3885047,2017
URY,2007,INC,N,FALSE,ECH,3,2006-2019,.4640477,.4044515,2017
URY,2008,INC,N,FALSE,ECH,3,2006-2019,.4508153,.3784767,2017
URY,2009,INC,N,FALSE,ECH,3,2006-2019,.4554152,.3912659,2017
URY,2010,INC,N,FALSE,ECH,3,2006-2019,.4447481,.3639682,2017
URY,2011,INC,N,FALSE,ECH,3,2006-2019,.4217515,.3197862,2017
URY,2012,INC,N,FALSE,ECH,3,2006-2019,.3990043,.272646,2017
URY,2013,INC,N,FALSE,ECH,3,2006-2019,.4045079,.2886085,2017
URY,2014,INC,N,FALSE,ECH,3,2006-2019,.4011094,.2832456,2017
URY,2015,INC,N,FALSE,ECH,3,2006-2019,.401286,.2891716,2017
URY,2016,INC,N,FALSE,ECH,3,2006-2019,.3969536,.2785811,2017
URY,2017,INC,N,FALSE,ECH,3,2006-2019,.3946439,.2782789,2017
URY,2018,INC,N,FALSE,ECH,3,2006-2019,.3968712,.2793988,2017
URY,2019,INC,N,FALSE,ECH,3,2006-2019,.3967631,.2767865,2017
URY,2020,INC,N,FALSE,ECH,4,2020,.4015563,.2835299,2017
URY,2021,INC,N,FALSE,ECH-S2,5,2021,.4077686,.3036034,2017
URY,2022,INC,N,FALSE,ECH,6,2022-2024,.405517,.2929132,2017
URY,2023,INC,N,FALSE,ECH,6,2022-2024,.4086754,.3048076,2017
URY,2024,INC,N,FALSE,ECH,6,2022-2024,.3998415,.2854492,2017
USA,1963,INC,N,FALSE,CPS-LIS,0,1963-2001,.3672647,.2342295,2017
USA,1964,INC,N,FALSE,CPS-LIS,0,1963-2001,.3737529,.2463849,2017
USA,1965,INC,N,FALSE,CPS-LIS,0,1963-2001,.368254,.2343397,2017
USA,1966,INC,N,FALSE,CPS-LIS,0,1963-2001,.3709733,.2364429,2017
USA,1967,INC,N,FALSE,CPS-LIS,0,1963-2001,.3687474,.2328254,2017
USA,1968,INC,N,FALSE,CPS-LIS,0,1963-2001,.3632267,.225843,2017
USA,1969,INC,N,FALSE,CPS-LIS,0,1963-2001,.3600743,.2214694,2017
USA,1970,INC,N,FALSE,CPS-LIS,0,1963-2001,.3659283,.2292825,2017
USA,1971,INC,N,FALSE,CPS-LIS,0,1963-2001,.3691261,.2342126,2017
USA,1972,INC,N,FALSE,CPS-LIS,0,1963-2001,.366573,.2296473,2017
USA,1973,INC,N,FALSE,CPS-LIS,0,1963-2001,.3610886,.2226199,2017
USA,1974,INC,N,FALSE,CPS-LIS,0,1963-2001,.354753,.2133843,2017
USA,1975,INC,N,FALSE,CPS-LIS,0,1963-2001,.3565053,.2166153,2017
USA,1976,INC,N,FALSE,CPS-LIS,0,1963-2001,.3556193,.2149602,2017
USA,1977,INC,N,FALSE,CPS-LIS,0,1963-2001,.3549837,.2187739,2017
USA,1978,INC,N,FALSE,CPS-LIS,0,1963-2001,.3478135,.2052576,2017
USA,1979,INC,N,FALSE,CPS-LIS,0,1963-2001,.3475941,.2057313,2017
USA,1980,INC,N,FALSE,CPS-LIS,0,1963-2001,.3471797,.2046197,2017
USA,1981,INC,N,FALSE,CPS-LIS,0,1963-2001,.3548829,.2129101,2017
USA,1982,INC,N,FALSE,CPS-LIS,0,1963-2001,.3666103,.228445,2017
USA,1983,INC,N,FALSE,CPS-LIS,0,1963-2001,.3729273,.2349982,2017
USA,1984,INC,N,FALSE,CPS-LIS,0,1963-2001,.3734533,.2365827,2017
USA,1985,INC,N,FALSE,CPS-LIS,0,1963-2001,.3764151,.2412886,2017
USA,1986,INC,N,FALSE,CPS-LIS,0,1963-2001,.3755713,.2398988,2017
USA,1987,INC,N,FALSE,CPS-LIS,0,1963-2001,.371971,.2357603,2017
USA,1988,INC,N,FALSE,CPS-LIS,0,1963-2001,.37706,.2443053,2017
USA,1989,INC,N,FALSE,CPS-LIS,0,1963-2001,.3823886,.2542568,2017
USA,1990,INC,N,FALSE,CPS-LIS,0,1963-2001,.3826335,.2539109,2017
USA,1991,INC,N,FALSE,CPS-LIS,0,1963-2001,.3804577,.2492649,2017
USA,1992,INC,N,FALSE,CPS-LIS,0,1963-2001,.3837381,.2542332,2017
USA,1993,INC,N,FALSE,CPS-LIS,0,1963-2001,.4036549,.3074285,2017
USA,1994,INC,N,FALSE,CPS-LIS,0,1963-2001,.3998779,.3023393,2017
USA,1995,INC,N,FALSE,CPS-LIS,0,1963-2001,.3985599,.3022602,2017
USA,1996,INC,N,FALSE,CPS-LIS,0,1963-2001,.403109,.3193107,2017
USA,1997,INC,N,FALSE,CPS-LIS,0,1963-2001,.4053068,.3207767,2017
USA,1998,INC,N,FALSE,CPS-LIS,0,1963-2001,.3995416,.3065098,2017
USA,1999,INC,N,FALSE,CPS-LIS,0,1963-2001,.399863,.305261,2017
USA,2000,INC,N,FALSE,CPS-LIS,0,1963-2001,.4014141,.3180593,2017
USA,2001,INC,N,FALSE,CPS-LIS,0,1963-2001,.4059711,.3288739,2017
USA,2002,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4035445,.3120577,2017
USA,2003,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4077184,.3126102,2017
USA,2004,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.405478,.3169529,2017
USA,2005,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4126227,.3278602,2017
USA,2006,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4169579,.3395108,2017
USA,2007,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4109093,.3194145,2017
USA,2008,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4109445,.3182352,2017
USA,2009,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4085214,.3177429,2017
USA,2010,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4024299,.2915685,2017
USA,2011,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4116495,.3099194,2017
USA,2012,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4115744,.3110296,2017
USA,2013,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4087272,.3014305,2017
USA,2014,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4173864,.3122482,2017
USA,2015,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4145744,.3098121,2017
USA,2016,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4133145,.3083999,2017
USA,2017,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4138739,.3090509,2017
USA,2018,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4178423,.320112,2017
USA,2019,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.41903,.3178291,2017
USA,2020,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4000266,.2882103,2017
USA,2021,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.3971272,.2886367,2017
USA,2022,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4170035,.3152734,2017
USA,2023,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4182046,.3169043,2017
USA,2024,INC,N,FALSE,CPS-ASEC-LIS,1,2002-2024,.4176253,.3157023,2017
UZB,1998,CONS,N,FALSE,HBS,0,1998-2003,.4407966,.3540871,2017
UZB,2000,CONS,N,FALSE,HBS,0,1998-2003,.3592906,.2451581,2017
UZB,2002,CONS,N,FALSE,HBS,0,1998-2003,.3302518,.2077509,2017
UZB,2003,CONS,N,FALSE,HBS,0,1998-2003,.3522146,.2322931,2017
UZB,2021,INC,N,FALSE,HBS,1,2021-2025,.3289114,.1812022,2017
UZB,2022,INC,N,FALSE,HBS,1,2021-2025,.3118483,.1611619,2017
UZB,2023,INC,N,FALSE,HBS,1,2021-2025,.3453877,.19842,2017
UZB,2024,INC,N,FALSE,HBS,1,2021-2025,.3456342,.198441,2017
UZB,2025,INC,N,FALSE,HBS,1,2021-2025,.3265699,.1772169,2017
VEN,1981,INC,N,FALSE,EHM,0,1981-1987,.5560985,,2017
VEN,1987,INC,N,FALSE,EHM,0,1981-1987,.5344797,,2017
VEN,1989,INC,N,FALSE,EHM,1,1989-1999,.4377551,.3562939,2017
VEN,1992,INC,N,FALSE,EHM,1,1989-1999,.4206128,.3200372,2017
VEN,1995,INC,N,FALSE,EHM,1,1989-1999,.4716661,.4222866,2017
VEN,1998,INC,N,FALSE,EHM,1,1989-1999,.4799874,.4297425,2017
VEN,1999,INC,N,FALSE,EHM,1,1989-1999,.4769841,.4277321,2017
VEN,2001,INC,N,FALSE,EHM,2,2001-2006,.4717048,.4131215,2017
VEN,2002,INC,N,FALSE,EHM,2,2001-2006,.4887785,.4441893,2017
VEN,2003,INC,N,FALSE,EHM,2,2001-2006,.4790619,.4245087,2017
VEN,2004,INC,N,FALSE,EHM,2,2001-2006,.4731649,.4091848,2017
VEN,2005,INC,N,FALSE,EHM,2,2001-2006,.4931652,.4844676,2017
VEN,2006,INC,N,FALSE,EHM,2,2001-2006,.4469836,.3692456,2017
VNM,1992,CONS,N,FALSE,VLSS,0,1992-1997,.3565419,.2316041,2017
VNM,1997,CONS,N,FALSE,VLSS,0,1992-1997,.3544221,.233198,2017
VNM,2002,CONS,N,FALSE,VHLSS,1,2002-2008,.3702962,.2488028,2017
VNM,2004,CONS,N,FALSE,VHLSS,1,2002-2008,.3678583,.2384081,2017
VNM,2006,CONS,N,FALSE,VHLSS,1,2002-2008,.3578862,.2266656,2017
VNM,2008,CONS,N,FALSE,VHLSS,1,2002-2008,.3557031,.2270587,2017
VNM,2010,CONS,N,FALSE,VHLSS,2,2010-2022,.3925273,.2935199,2017
VNM,2012,CONS,N,FALSE,VHLSS,2,2010-2022,.3564589,.2290707,2017
VNM,2014,CONS,N,FALSE,VHLSS,2,2010-2022,.3475538,.2164045,2017
VNM,2016,CONS,N,FALSE,VHLSS,2,2010-2022,.3526674,.2228395,2017
VNM,2018,CONS,N,FALSE,VHLSS,2,2010-2022,.3571555,.2259765,2017
VNM,2020,CONS,N,FALSE,VHLSS,2,2010-2022,.3679017,.2462575,2017
VNM,2022,CONS,N,FALSE,VHLSS,2,2010-2022,.36093,.2660981,2017
VUT,2010,CONS,N,FALSE,HIES,0,2010,.373513,.2613908,2017
VUT,2019,CONS,N,FALSE,NSDP,1,2019,.3231758,.1805218,2017
WSM,2002,CONS,N,FALSE,HIES,0,2002-2013,.4073552,.314188,2017
WSM,2008,CONS,N,FALSE,HIES,0,2002-2013,.4204655,.3435619,2017
WSM,2013,CONS,N,FALSE,HIES,0,2002-2013,.3874345,.2893106,2017
XKX,2017,INC,N,FALSE,SILC-C,2,2017-2022,.4419405,.3589416,2017
XKX,2018,INC,N,FALSE,SILC-C,2,2017-2022,.4459293,.3524957,2017
XKX,2019,INC,N,FALSE,SILC-C,2,2017-2022,.402054,.2973754,2017
XKX,2020,INC,N,FALSE,SILC-C,2,2017-2022,.5741403,.8104026,2017
XKX,2021,INC,N,FALSE,SILC-C,2,2017-2022,.4938462,.4215334,2017
XKX,2022,INC,N,FALSE,SILC-C,2,2017-2022,.3830567,.2453578,2017
YEM,1998,CONS,N,FALSE,HBS,0,1998,.3499779,.2153419,2017
YEM,2005,CONS,N,FALSE,HBS,1,2005-2014,.3473233,.243091,2017
YEM,2014,CONS,N,FALSE,HBS,1,2005-2014,.3670709,.2546958,2017
ZAF,1993,CONS,N,FALSE,KIDS,0,1993,.5933394,,2017
ZAF,2000,CONS,N,FALSE,HIES,2,2000,.5776966,,2017
ZAF,2005,CONS,N,FALSE,IES,3,2005-2022,.6500103,.8784778,2017
ZAF,2008,CONS,N,FALSE,LCS,3,2005-2022,.6251803,.7625953,2017
ZAF,2010,CONS,N,FALSE,IES,3,2005-2022,.6087314,.7083643,2017
ZAF,2014,CONS,N,FALSE,LCS,3,2005-2022,.5963908,.675719,2017
ZAF,2022,CONS,N,FALSE,IES,3,2005-2022,.5405394,.5425505,2017
ZMB,1991,CONS,N,FALSE,HBS,0,1991,.5942023,.6504764,2017
ZMB,1993,CONS,N,FALSE,HBS,1,1993,.5255384,,2017
ZMB,1996,CONS,N,FALSE,LCMS-I,2,1996,.4832856,.4546494,2017
ZMB,1998,CONS,N,FALSE,LCMS-II,3,1998-2006,.4912264,.4770211,2017
ZMB,2002,CONS,N,FALSE,LCMS-III,3,1998-2006,.4205873,.3710589,2017
ZMB,2004,CONS,N,FALSE,LCMS-IV,3,1998-2006,.5426552,.6108194,2017
ZMB,2006,CONS,N,FALSE,LCMS-V,3,1998-2006,.5457134,.5915102,2017
ZMB,2010,CONS,N,FALSE,LCMS-VI,4,2010-2022,.520122,.520687,2017
ZMB,2015,CONS,N,FALSE,LCMS-VII,4,2010-2022,.5584075,.6194259,2017
ZMB,2022,CONS,N,FALSE,LCMS-VIII,4,2010-2022,.5148495,.5071258,2017
ZWE,2011,CONS,N,FALSE,ICES,0,2011-2019,.4315358,,2017
ZWE,2017,CONS,N,FALSE,PICES,0,2011-2019,.4433708,.3792188,2017
ZWE,2019,CONS,N,FALSE,PICES,0,2011-2019,.5025645,.4550769,2017
AGO,2000,CONS,N,FALSE,HBS,0,2000,.5194472,.5458842,2021
AGO,2008,CONS,N,FALSE,IBEP-MICS,1,2008,.4271551,.3330803,2021
AGO,2018,CONS,N,FALSE,IDREA,2,2018,.5126399,.6139835,2021
ALB,2016,INC,N,FALSE,SILC-C,4,2016-2018,.385656,.2499291,2021
ALB,2017,INC,N,FALSE,SILC-C,4,2016-2018,.3709513,.2306323,2021
ALB,2018,INC,N,FALSE,SILC-C,4,2016-2018,.3598875,.2158758,2021
ARE,2013,INC,N,FALSE,HIES,0,2013-2018,.3251042,,2021
ARE,2018,INC,N,FALSE,HIES,0,2013-2018,.26399,,2021
ARG,1980,INC,U,FALSE,EPH,0,1980-1991,.4083086,,2021
ARG,1986,INC,U,FALSE,EPH,0,1980-1991,.4279778,.3371475,2021
ARG,1987,INC,U,FALSE,EPH,0,1980-1991,.4526751,.3861586,2021
ARG,1991,INC,U,FALSE,EPH,0,1980-1991,.4675446,.4564685,2021
ARG,1992,INC,U,FALSE,EPH,1,1992-1997,.4545517,.3778405,2021
ARG,1993,INC,U,FALSE,EPH,1,1992-1997,.4484342,.3660885,2021
ARG,1994,INC,U,FALSE,EPH,1,1992-1997,.458985,.3884371,2021
ARG,1995,INC,U,FALSE,EPH,1,1992-1997,.4887874,.4443806,2021
ARG,1996,INC,U,FALSE,EPH,1,1992-1997,.4949141,.4594212,2021
ARG,1997,INC,U,FALSE,EPH,1,1992-1997,.4908586,.4358801,2021
ARG,1998,INC,U,FALSE,EPH,2,1998-2002,.5071322,.482414,2021
ARG,1999,INC,U,FALSE,EPH,2,1998-2002,.497663,.4554139,2021
ARG,2000,INC,U,FALSE,EPH,2,1998-2002,.5103861,.4756637,2021
ARG,2001,INC,U,FALSE,EPH,2,1998-2002,.5329431,.5190191,2021
ARG,2002,INC,U,FALSE,EPH,2,1998-2002,.5376044,.5399708,2021
ARG,2003,INC,U,FALSE,EPHC-S2,3,2003-2024,.5099472,.5259563,2021
ARG,2004,INC,U,FALSE,EPHC-S2,3,2003-2024,.4848365,.4244709,2021
ARG,2005,INC,U,FALSE,EPHC-S2,3,2003-2024,.4781039,.4197098,2021
ARG,2006,INC,U,FALSE,EPHC-S2,3,2003-2024,.4644456,.4086958,2021
ARG,2007,INC,U,FALSE,EPHC-S2,3,2003-2024,.4628268,.3985648,2021
ARG,2008,INC,U,FALSE,EPHC-S2,3,2003-2024,.4498683,.3666829,2021
ARG,2009,INC,U,FALSE,EPHC-S2,3,2003-2024,.43759,.334714,2021
ARG,2010,INC,U,FALSE,EPHC-S2,3,2003-2024,.436766,.3370911,2021
ARG,2011,INC,U,FALSE,EPHC-S2,3,2003-2024,.4273796,.3184608,2021
ARG,2012,INC,U,FALSE,EPHC-S2,3,2003-2024,.4143739,.2954631,2021
ARG,2013,INC,U,FALSE,EPHC-S2,3,2003-2024,.4108651,.2902085,2021
ARG,2014,INC,U,FALSE,EPHC-S2,3,2003-2024,.4182253,.3037207,2021
ARG,2016,INC,U,FALSE,EPHC-S2,3,2003-2024,.4234505,.3157212,2021
ARG,2017,INC,U,FALSE,EPHC-S2,3,2003-2024,.4143484,.2954957,2021
ARG,2018,INC,U,FALSE,EPHC-S2,3,2003-2024,.4171901,.301035,2021
ARG,2019,INC,U,FALSE,EPHC-S2,3,2003-2024,.4331418,.3313811,2021
ARG,2020,INC,U,FALSE,EPHC-S2,3,2003-2024,.4274376,.3144636,2021
ARG,2021,INC,U,FALSE,EPHC-S2,3,2003-2024,.4244559,.3356439,2021
ARG,2022,INC,U,FALSE,EPHC-S2,3,2003-2024,.4073649,.2857503,2021
ARG,2023,INC,U,FALSE,EPHC-S2,3,2003-2024,.4239104,.3141876,2021
ARG,2024,INC,U,FALSE,EPHC-S2,3,2003-2024,.4235336,.3113972,2021
ARM,1999,CONS,N,FALSE,ILCS,1,1999-2018,.3621973,.2618624,2021
ARM,2001,CONS,N,FALSE,ILCS,1,1999-2018,.3536436,.2361618,2021
ARM,2002,CONS,N,FALSE,ILCS,1,1999-2018,.3477967,.2379276,2021
ARM,2003,CONS,N,FALSE,ILCS,1,1999-2018,.3302809,.2322956,2021
ARM,2004,CONS,N,FALSE,ILCS,1,1999-2018,.3750563,.3136523,2021
ARM,2005,CONS,N,FALSE,ILCS,1,1999-2018,.3599235,.2842595,2021
ARM,2006,CONS,N,FALSE,ILCS,1,1999-2018,.2970999,.1623417,2021
ARM,2007,CONS,N,FALSE,ILCS,1,1999-2018,.3122606,.1725216,2021
ARM,2008,CONS,N,FALSE,ILCS,1,1999-2018,.2918814,.1542256,2021
ARM,2009,CONS,N,FALSE,ILCS,1,1999-2018,.2801588,.1376237,2021
ARM,2010,CONS,N,FALSE,ILCS,1,1999-2018,.2999258,.1783033,2021
ARM,2011,CONS,N,FALSE,ILCS,1,1999-2018,.2935295,.1574659,2021
ARM,2012,CONS,N,FALSE,ILCS,1,1999-2018,.2960226,.1643002,2021
ARM,2013,CONS,N,FALSE,ILCS,1,1999-2018,.3057966,.1794897,2021
ARM,2014,CONS,N,FALSE,ILCS,1,1999-2018,.3148329,.1873002,2021
ARM,2015,CONS,N,FALSE,ILCS,1,1999-2018,.3235677,.2036405,2021
ARM,2016,CONS,N,FALSE,ILCS,1,1999-2018,.3254795,.2179179,2021
ARM,2017,CONS,N,FALSE,ILCS,1,1999-2018,.3362184,.2486422,2021
ARM,2018,CONS,N,FALSE,ILCS,1,1999-2018,.344335,.2499934,2021
ARM,2019,CONS,N,FALSE,ILCS,2,2019-2024,.3003121,.1830496,2021
ARM,2020,CONS,N,FALSE,ILCS,2,2019-2024,.251316,.113075,2021
ARM,2021,CONS,N,FALSE,ILCS,2,2019-2024,.2794013,.1475941,2021
ARM,2022,CONS,N,FALSE,ILCS,3,2022-2023,.2794529,.1402678,2021
ARM,2023,CONS,N,FALSE,ILCS,3,2022-2023,.2715465,.1350162,2021
ARM,2024,CONS,N,FALSE,ILCS,2,2019-2024,.2744481,.1439364,2021
AUS,1981,INC,N,FALSE,IHS-LIS,0,1981,.3132493,.1630617,2021
AUS,1985,INC,N,FALSE,IDS-LIS,1,1985,.3249752,.1794476,2021
AUS,1989,INC,N,FALSE,SIHCA-LIS,2,1989,.3315318,.1890347,2021
AUS,1995,INC,N,FALSE,SIH-LIS,3,1995-2020,.3257944,.1827245,2021
AUS,2001,INC,N,FALSE,SIH-LIS,3,1995-2020,.3346276,.1927061,2021
AUS,2003,INC,N,FALSE,SIH-LIS,3,1995-2020,.3349792,.1949469,2021
AUS,2004,INC,N,FALSE,SIH-HES-LIS,3,1995-2020,.3305656,.1909923,2021
AUS,2008,INC,N,FALSE,SIH-LIS,3,1995-2020,.3543024,.2315008,2021
AUS,2010,INC,N,FALSE,SIH-HES-LIS,3,1995-2020,.3465801,.2133723,2021
AUS,2014,INC,N,FALSE,SIH-LIS,3,1995-2020,.3440052,.2289224,2021
AUS,2016,INC,N,FALSE,SIH-HES-LIS,3,1995-2020,.336862,.2047073,2021
AUS,2018,INC,N,FALSE,SIH-LIS,3,1995-2020,.3433478,.2253004,2021
AUS,2020,INC,N,FALSE,SIH-LIS,3,1995-2020,.3383012,.2051349,2021
AUT,1994,INC,N,FALSE,ECHP-LIS,1,1994-2000,.3082915,.1675078,2021
AUT,1995,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2991552,.1567059,2021
AUT,1996,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2931878,.1501444,2021
AUT,1997,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2906607,.1439568,2021
AUT,1998,INC,N,FALSE,ECHP-LIS,1,1994-2000,.3134273,.1887686,2021
AUT,1999,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2967112,.1544543,2021
AUT,2000,INC,N,FALSE,ECHP-LIS,1,1994-2000,.2896522,.142859,2021
AUT,2003,INC,N,FALSE,EU-SILC,2,2003-2023,.2946558,.1579197,2021
AUT,2004,INC,N,FALSE,EU-SILC,2,2003-2023,.2978882,.1575618,2021
AUT,2005,INC,N,FALSE,EU-SILC,2,2003-2023,.2871518,.1416062,2021
AUT,2006,INC,N,FALSE,EU-SILC,2,2003-2023,.2958756,.1587719,2021
AUT,2007,INC,N,FALSE,EU-SILC,2,2003-2023,.3057939,.1659636,2021
AUT,2008,INC,N,FALSE,EU-SILC,2,2003-2023,.3043706,.1678943,2021
AUT,2009,INC,N,FALSE,EU-SILC,2,2003-2023,.314948,.1815316,2021
AUT,2010,INC,N,FALSE,EU-SILC,2,2003-2023,.3025161,.1608887,2021
AUT,2011,INC,N,FALSE,EU-SILC,2,2003-2023,.30801,.1707897,2021
AUT,2012,INC,N,FALSE,EU-SILC,2,2003-2023,.3047553,.1631867,2021
AUT,2013,INC,N,FALSE,EU-SILC,2,2003-2023,.3075289,.1785258,2021
AUT,2014,INC,N,FALSE,EU-SILC,2,2003-2023,.3053535,.1742984,2021
AUT,2015,INC,N,FALSE,EU-SILC,2,2003-2023,.3053069,.1779344,2021
AUT,2016,INC,N,FALSE,EU-SILC,2,2003-2023,.3079501,.1713838,2021
AUT,2017,INC,N,FALSE,EU-SILC,2,2003-2023,.2973688,.1545368,2021
AUT,2018,INC,N,FALSE,EU-SILC,2,2003-2023,.3084731,.1726196,2021
AUT,2019,INC,N,FALSE,EU-SILC,2,2003-2023,.3021043,.1604931,2021
AUT,2020,INC,N,FALSE,EU-SILC,2,2003-2023,.2980061,.1573167,2021
AUT,2021,INC,N,FALSE,EU-SILC,2,2003-2023,.307016,.1772752,2021
AUT,2022,INC,N,FALSE,EU-SILC,2,2003-2023,.3089293,.2056131,2021
AUT,2023,INC,N,FALSE,EU-SILC,2,2003-2023,.3120464,.2090809,2021
AZE,1995,CONS,N,FALSE,SLC,0,1995,.3464838,.2104667,2021
AZE,2001,CONS,N,FALSE,HBS,1,2001-2005,.3645494,.2507486,2021
AZE,2002,CONS,N,FALSE,HBS,1,2001-2005,.2527767,.1280367,2021
AZE,2003,CONS,N,FALSE,HBS,1,2001-2005,.2683288,.1382024,2021
AZE,2004,CONS,N,FALSE,HBS,1,2001-2005,.2662159,.1474769,2021
AZE,2005,CONS,N,FALSE,HBS,1,2001-2005,.2655491,.1437015,2021
BDI,1992,CONS,N,FALSE,EDCM,0,1992,.3333381,,2021
BDI,1998,CONS,N,FALSE,EP,1,1998-2006,.4205956,.3471414,2021
BDI,2006,CONS,N,FALSE,QUIBB,1,1998-2006,.3335986,.2085476,2021
BDI,2013,CONS,N,FALSE,ECVMB,2,2013,.3862399,.283387,2021
BDI,2020,CONS,N,FALSE,EICVMB,3,2020,.3745609,.2634731,2021
BEL,1985,INC,N,FALSE,SEP-LIS,0,1985-1997,.2520344,.1080093,2021
BEL,1988,INC,N,FALSE,SEP-LIS,0,1985-1997,.2571225,.1197029,2021
BEL,1992,INC,N,FALSE,SEP-LIS,0,1985-1997,.2494611,.1067773,2021
BEL,1995,INC,N,FALSE,PSBH-ECHP-LIS,1,1995-2000,.2841126,.1486796,2021
BEL,1997,INC,N,FALSE,SEP-LIS,0,1985-1997,.2683249,.1242004,2021
BEL,2000,INC,N,FALSE,PSBH-ECHP-LIS,1,1995-2000,.3314804,.3705564,2021
BEL,2003,INC,N,FALSE,EU-SILC,2,2003-2018,.2814332,.1404949,2021
BEL,2004,INC,N,FALSE,EU-SILC,2,2003-2018,.3054143,.3051412,2021
BEL,2005,INC,N,FALSE,EU-SILC,2,2003-2018,.293369,.22189,2021
BEL,2006,INC,N,FALSE,EU-SILC,2,2003-2018,.2805403,.1398022,2021
BEL,2007,INC,N,FALSE,EU-SILC,2,2003-2018,.2923767,.173401,2021
BEL,2008,INC,N,FALSE,EU-SILC,2,2003-2018,.2837372,.1540897,2021
BEL,2009,INC,N,FALSE,EU-SILC,2,2003-2018,.2855119,.153141,2021
BEL,2010,INC,N,FALSE,EU-SILC,2,2003-2018,.2837481,.1638936,2021
BEL,2011,INC,N,FALSE,EU-SILC,2,2003-2018,.2806043,.1446799,2021
BEL,2012,INC,N,FALSE,EU-SILC,2,2003-2018,.2749048,.1367784,2021
BEL,2013,INC,N,FALSE,EU-SILC,2,2003-2018,.2766884,.1344246,2021
BEL,2014,INC,N,FALSE,EU-SILC,2,2003-2018,.2813401,.1486834,2021
BEL,2015,INC,N,FALSE,EU-SILC,2,2003-2018,.277293,.1439549,2021
BEL,2016,INC,N,FALSE,EU-SILC,2,2003-2018,.2758073,.1409504,2021
BEL,2017,INC,N,FALSE,EU-SILC,2,2003-2018,.2738764,.1359587,2021
BEL,2018,INC,N,FALSE,EU-SILC,2,2003-2018,.2721419,.1434174,2021
BEL,2019,INC,N,FALSE,EU-SILC,3,2019,.2721955,.1445155,2021
BEL,2020,INC,N,FALSE,EU-SILC,4,2020,.2595828,.1281429,2021
BEL,2021,INC,N,FALSE,EU-SILC,5,2021-2023,.2657763,.1324841,2021
