xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdcxyzgender,xyzdcxyzagegroup,xyzdcxyzeducation,xyzdcxyzdistribution,xyzdpxyzsi_pov_share_all,xyzdcxyzpppyear
CRI,2009,FALSE,INC,,Female,,,T60,.5920052,2017
CRI,2009,FALSE,INC,,Male,,,B40,.3917779,2017
CRI,2009,FALSE,INC,,Male,,,T60,.6082221,2017
CRI,2009,FALSE,INC,R,,,,B40,.5095953,2017
CRI,2009,FALSE,INC,R,,,,T60,.4904047,2017
CRI,2009,FALSE,INC,U,,,,B40,.321479,2017
CRI,2009,FALSE,INC,U,,,,T60,.678521,2017
CRI,2010,FALSE,INC,,,,No education,B40,.571879,2017
CRI,2010,FALSE,INC,,,,No education,T60,.428121,2017
CRI,2010,FALSE,INC,,,,Primary education,B40,.4917149,2017
CRI,2010,FALSE,INC,,,,Primary education,T60,.5082851,2017
CRI,2010,FALSE,INC,,,,Secondary education,B40,.3223619,2017
CRI,2010,FALSE,INC,,,,Secondary education,T60,.6776381,2017
CRI,2010,FALSE,INC,,,,Tertiary education,B40,.0601998,2017
CRI,2010,FALSE,INC,,,,Tertiary education,T60,.9398002,2017
CRI,2010,FALSE,INC,,,0-14,,B40,.5660024,2017
CRI,2010,FALSE,INC,,,0-14,,T60,.4339977,2017
CRI,2010,FALSE,INC,,,15-64,,B40,.3569701,2017
CRI,2010,FALSE,INC,,,15-64,,T60,.6430299,2017
CRI,2010,FALSE,INC,,,>65,,B40,.2769278,2017
CRI,2010,FALSE,INC,,,>65,,T60,.7230722,2017
CRI,2010,FALSE,INC,,Female,,,B40,.398405,2017
CRI,2010,FALSE,INC,,Female,,,T60,.601595,2017
CRI,2010,FALSE,INC,,Male,,,B40,.4016557,2017
CRI,2010,FALSE,INC,,Male,,,T60,.5983443,2017
CRI,2010,FALSE,INC,R,,,,B40,.5610314,2017
CRI,2010,FALSE,INC,R,,,,T60,.4389686,2017
CRI,2010,FALSE,INC,U,,,,B40,.3397138,2017
CRI,2010,FALSE,INC,U,,,,T60,.6602862,2017
CRI,2011,FALSE,INC,,,,No education,B40,.5717644,2017
CRI,2011,FALSE,INC,,,,No education,T60,.4282356,2017
CRI,2011,FALSE,INC,,,,Primary education,B40,.5001326,2017
CRI,2011,FALSE,INC,,,,Primary education,T60,.4998674,2017
CRI,2011,FALSE,INC,,,,Secondary education,B40,.3164033,2017
CRI,2011,FALSE,INC,,,,Secondary education,T60,.6835967,2017
CRI,2011,FALSE,INC,,,,Tertiary education,B40,.0642863,2017
CRI,2011,FALSE,INC,,,,Tertiary education,T60,.9357136,2017
CRI,2011,FALSE,INC,,,0-14,,B40,.5771645,2017
CRI,2011,FALSE,INC,,,0-14,,T60,.4228355,2017
CRI,2011,FALSE,INC,,,15-64,,B40,.3557942,2017
CRI,2011,FALSE,INC,,,15-64,,T60,.6442058,2017
CRI,2011,FALSE,INC,,,>65,,B40,.2769819,2017
CRI,2011,FALSE,INC,,,>65,,T60,.7230181,2017
CRI,2011,FALSE,INC,,Female,,,B40,.4013821,2017
CRI,2011,FALSE,INC,,Female,,,T60,.5986179,2017
CRI,2011,FALSE,INC,,Male,,,B40,.3985183,2017
CRI,2011,FALSE,INC,,Male,,,T60,.6014817,2017
CRI,2011,FALSE,INC,R,,,,B40,.5679774,2017
CRI,2011,FALSE,INC,R,,,,T60,.4320226,2017
CRI,2011,FALSE,INC,U,,,,B40,.3370904,2017
CRI,2011,FALSE,INC,U,,,,T60,.6629096,2017
CRI,2012,FALSE,INC,,,,No education,B40,.5740206,2017
CRI,2012,FALSE,INC,,,,No education,T60,.4259794,2017
CRI,2012,FALSE,INC,,,,Primary education,B40,.4963709,2017
CRI,2012,FALSE,INC,,,,Primary education,T60,.5036291,2017
CRI,2012,FALSE,INC,,,,Secondary education,B40,.3310286,2017
CRI,2012,FALSE,INC,,,,Secondary education,T60,.6689714,2017
CRI,2012,FALSE,INC,,,,Tertiary education,B40,.0703839,2017
CRI,2012,FALSE,INC,,,,Tertiary education,T60,.9296161,2017
CRI,2012,FALSE,INC,,,0-14,,B40,.5809985,2017
CRI,2012,FALSE,INC,,,0-14,,T60,.4190015,2017
CRI,2012,FALSE,INC,,,15-64,,B40,.358621,2017
CRI,2012,FALSE,INC,,,15-64,,T60,.641379,2017
CRI,2012,FALSE,INC,,,>65,,B40,.2738349,2017
CRI,2012,FALSE,INC,,,>65,,T60,.7261651,2017
CRI,2012,FALSE,INC,,Female,,,B40,.4024842,2017
CRI,2012,FALSE,INC,,Female,,,T60,.5975158,2017
CRI,2012,FALSE,INC,,Male,,,B40,.3973646,2017
CRI,2012,FALSE,INC,,Male,,,T60,.6026354,2017
CRI,2012,FALSE,INC,R,,,,B40,.5777165,2017
CRI,2012,FALSE,INC,R,,,,T60,.4222835,2017
CRI,2012,FALSE,INC,U,,,,B40,.3333772,2017
CRI,2012,FALSE,INC,U,,,,T60,.6666228,2017
CRI,2013,FALSE,INC,,,,No education,B40,.5991959,2017
CRI,2013,FALSE,INC,,,,No education,T60,.4008041,2017
CRI,2013,FALSE,INC,,,,Primary education,B40,.5061446,2017
CRI,2013,FALSE,INC,,,,Primary education,T60,.4938554,2017
CRI,2013,FALSE,INC,,,,Secondary education,B40,.3320293,2017
CRI,2013,FALSE,INC,,,,Secondary education,T60,.6679707,2017
CRI,2013,FALSE,INC,,,,Tertiary education,B40,.070314,2017
CRI,2013,FALSE,INC,,,,Tertiary education,T60,.929686,2017
CRI,2013,FALSE,INC,,,0-14,,B40,.586458,2017
CRI,2013,FALSE,INC,,,0-14,,T60,.413542,2017
CRI,2013,FALSE,INC,,,15-64,,B40,.3600237,2017
CRI,2013,FALSE,INC,,,15-64,,T60,.6399763,2017
CRI,2013,FALSE,INC,,,>65,,B40,.2703575,2017
CRI,2013,FALSE,INC,,,>65,,T60,.7296425,2017
CRI,2013,FALSE,INC,,Female,,,B40,.4036412,2017
CRI,2013,FALSE,INC,,Female,,,T60,.5963588,2017
CRI,2013,FALSE,INC,,Male,,,B40,.3960962,2017
CRI,2013,FALSE,INC,,Male,,,T60,.6039038,2017
CRI,2013,FALSE,INC,R,,,,B40,.572226,2017
CRI,2013,FALSE,INC,R,,,,T60,.427774,2017
CRI,2013,FALSE,INC,U,,,,B40,.335323,2017
CRI,2013,FALSE,INC,U,,,,T60,.664677,2017
CRI,2014,FALSE,INC,,,,No education,B40,.6249784,2017
CRI,2014,FALSE,INC,,,,No education,T60,.3750215,2017
CRI,2014,FALSE,INC,,,,Primary education,B40,.4896282,2017
CRI,2014,FALSE,INC,,,,Primary education,T60,.5103718,2017
CRI,2014,FALSE,INC,,,,Secondary education,B40,.3467183,2017
CRI,2014,FALSE,INC,,,,Secondary education,T60,.6532817,2017
CRI,2014,FALSE,INC,,,,Tertiary education,B40,.0768164,2017
CRI,2014,FALSE,INC,,,,Tertiary education,T60,.9231836,2017
CRI,2014,FALSE,INC,,,0-14,,B40,.5876523,2017
CRI,2014,FALSE,INC,,,0-14,,T60,.4123477,2017
CRI,2014,FALSE,INC,,,15-64,,B40,.3599862,2017
CRI,2014,FALSE,INC,,,15-64,,T60,.6400138,2017
CRI,2014,FALSE,INC,,,>65,,B40,.2786126,2017
CRI,2014,FALSE,INC,,,>65,,T60,.7213874,2017
CRI,2014,FALSE,INC,,Female,,,B40,.4065258,2017
CRI,2014,FALSE,INC,,Female,,,T60,.5934742,2017
CRI,2014,FALSE,INC,,Male,,,B40,.3930773,2017
CRI,2014,FALSE,INC,,Male,,,T60,.6069227,2017
CRI,2014,FALSE,INC,R,,,,B40,.5700637,2017
CRI,2014,FALSE,INC,R,,,,T60,.4299363,2017
CRI,2014,FALSE,INC,U,,,,B40,.3360242,2017
CRI,2014,FALSE,INC,U,,,,T60,.6639758,2017
CRI,2015,FALSE,INC,,,,No education,B40,.5572488,2017
CRI,2015,FALSE,INC,,,,No education,T60,.4427512,2017
CRI,2015,FALSE,INC,,,,Primary education,B40,.4900051,2017
CRI,2015,FALSE,INC,,,,Primary education,T60,.5099949,2017
CRI,2015,FALSE,INC,,,,Secondary education,B40,.3465047,2017
CRI,2015,FALSE,INC,,,,Secondary education,T60,.6534953,2017
CRI,2015,FALSE,INC,,,,Tertiary education,B40,.0655368,2017
CRI,2015,FALSE,INC,,,,Tertiary education,T60,.9344632,2017
CRI,2015,FALSE,INC,,,0-14,,B40,.5732881,2017
CRI,2015,FALSE,INC,,,0-14,,T60,.4267119,2017
CRI,2015,FALSE,INC,,,15-64,,B40,.3597929,2017
CRI,2015,FALSE,INC,,,15-64,,T60,.6402072,2017
CRI,2015,FALSE,INC,,,>65,,B40,.2858829,2017
CRI,2015,FALSE,INC,,,>65,,T60,.7141171,2017
CRI,2015,FALSE,INC,,Female,,,B40,.4056206,2017
CRI,2015,FALSE,INC,,Female,,,T60,.5943794,2017
CRI,2015,FALSE,INC,,Male,,,B40,.3940667,2017
CRI,2015,FALSE,INC,,Male,,,T60,.6059333,2017
CRI,2015,FALSE,INC,R,,,,B40,.5508547,2017
CRI,2015,FALSE,INC,R,,,,T60,.4491453,2017
CRI,2015,FALSE,INC,U,,,,B40,.3431616,2017
CRI,2015,FALSE,INC,U,,,,T60,.6568384,2017
CRI,2016,FALSE,INC,,,,No education,B40,.5724176,2017
CRI,2016,FALSE,INC,,,,No education,T60,.4275824,2017
CRI,2016,FALSE,INC,,,,Primary education,B40,.4813862,2017
CRI,2016,FALSE,INC,,,,Primary education,T60,.5186138,2017
CRI,2016,FALSE,INC,,,,Secondary education,B40,.342823,2017
CRI,2016,FALSE,INC,,,,Secondary education,T60,.657177,2017
CRI,2016,FALSE,INC,,,,Tertiary education,B40,.0682527,2017
CRI,2016,FALSE,INC,,,,Tertiary education,T60,.9317473,2017
CRI,2016,FALSE,INC,,,0-14,,B40,.58649,2017
CRI,2016,FALSE,INC,,,0-14,,T60,.4135101,2017
CRI,2016,FALSE,INC,,,15-64,,B40,.3591853,2017
CRI,2016,FALSE,INC,,,15-64,,T60,.6408147,2017
CRI,2016,FALSE,INC,,,>65,,B40,.2731408,2017
CRI,2016,FALSE,INC,,,>65,,T60,.7268592,2017
CRI,2016,FALSE,INC,,Female,,,B40,.4039507,2017
CRI,2016,FALSE,INC,,Female,,,T60,.5960494,2017
CRI,2016,FALSE,INC,,Male,,,B40,.3958068,2017
CRI,2016,FALSE,INC,,Male,,,T60,.6041932,2017
CRI,2016,FALSE,INC,R,,,,B40,.5592515,2017
CRI,2016,FALSE,INC,R,,,,T60,.4407485,2017
CRI,2016,FALSE,INC,U,,,,B40,.3400005,2017
CRI,2016,FALSE,INC,U,,,,T60,.6599995,2017
CRI,2017,FALSE,INC,,,,No education,B40,.5972154,2017
CRI,2017,FALSE,INC,,,,No education,T60,.4027846,2017
CRI,2017,FALSE,INC,,,,Primary education,B40,.476871,2017
CRI,2017,FALSE,INC,,,,Primary education,T60,.523129,2017
CRI,2017,FALSE,INC,,,,Secondary education,B40,.3500972,2017
CRI,2017,FALSE,INC,,,,Secondary education,T60,.6499028,2017
CRI,2017,FALSE,INC,,,,Tertiary education,B40,.075507,2017
CRI,2017,FALSE,INC,,,,Tertiary education,T60,.924493,2017
CRI,2017,FALSE,INC,,,0-14,,B40,.5841937,2017
CRI,2017,FALSE,INC,,,0-14,,T60,.4158063,2017
CRI,2017,FALSE,INC,,,15-64,,B40,.3631926,2017
CRI,2017,FALSE,INC,,,15-64,,T60,.6368074,2017
CRI,2017,FALSE,INC,,,>65,,B40,.2696149,2017
CRI,2017,FALSE,INC,,,>65,,T60,.7303851,2017
CRI,2017,FALSE,INC,,Female,,,B40,.4053496,2017
CRI,2017,FALSE,INC,,Female,,,T60,.5946503,2017
CRI,2017,FALSE,INC,,Male,,,B40,.3943363,2017
CRI,2017,FALSE,INC,,Male,,,T60,.6056638,2017
CRI,2017,FALSE,INC,R,,,,B40,.5335855,2017
CRI,2017,FALSE,INC,R,,,,T60,.4664145,2017
CRI,2017,FALSE,INC,U,,,,B40,.3495175,2017
CRI,2017,FALSE,INC,U,,,,T60,.6504825,2017
CRI,2018,FALSE,INC,,,,No education,B40,.5797879,2017
CRI,2018,FALSE,INC,,,,No education,T60,.4202121,2017
CRI,2018,FALSE,INC,,,,Primary education,B40,.47877,2017
CRI,2018,FALSE,INC,,,,Primary education,T60,.5212299,2017
CRI,2018,FALSE,INC,,,,Secondary education,B40,.3494998,2017
CRI,2018,FALSE,INC,,,,Secondary education,T60,.6505002,2017
CRI,2018,FALSE,INC,,,,Tertiary education,B40,.0797962,2017
CRI,2018,FALSE,INC,,,,Tertiary education,T60,.9202039,2017
CRI,2018,FALSE,INC,,,0-14,,B40,.5946198,2017
CRI,2018,FALSE,INC,,,0-14,,T60,.4053802,2017
CRI,2018,FALSE,INC,,,15-64,,B40,.3601416,2017
CRI,2018,FALSE,INC,,,15-64,,T60,.6398584,2017
CRI,2018,FALSE,INC,,,>65,,B40,.2755234,2017
CRI,2018,FALSE,INC,,,>65,,T60,.7244766,2017
CRI,2018,FALSE,INC,,Female,,,B40,.4067479,2017
CRI,2018,FALSE,INC,,Female,,,T60,.5932521,2017
CRI,2018,FALSE,INC,,Male,,,B40,.392829,2017
CRI,2018,FALSE,INC,,Male,,,T60,.6071711,2017
CRI,2018,FALSE,INC,R,,,,B40,.5503474,2017
CRI,2018,FALSE,INC,R,,,,T60,.4496526,2017
CRI,2018,FALSE,INC,U,,,,B40,.3429723,2017
CRI,2018,FALSE,INC,U,,,,T60,.6570277,2017
CRI,2019,FALSE,INC,,,,No education,B40,.6066675,2017
CRI,2019,FALSE,INC,,,,No education,T60,.3933326,2017
CRI,2019,FALSE,INC,,,,Primary education,B40,.464212,2017
CRI,2019,FALSE,INC,,,,Primary education,T60,.5357879,2017
CRI,2019,FALSE,INC,,,,Secondary education,B40,.3629942,2017
CRI,2019,FALSE,INC,,,,Secondary education,T60,.6370058,2017
CRI,2019,FALSE,INC,,,,Tertiary education,B40,.0783229,2017
CRI,2019,FALSE,INC,,,,Tertiary education,T60,.9216771,2017
CRI,2019,FALSE,INC,,,0-14,,B40,.6029547,2017
CRI,2019,FALSE,INC,,,0-14,,T60,.3970453,2017
CRI,2019,FALSE,INC,,,15-64,,B40,.3612911,2017
CRI,2019,FALSE,INC,,,15-64,,T60,.6387088,2017
CRI,2019,FALSE,INC,,,>65,,B40,.2689103,2017
CRI,2019,FALSE,INC,,,>65,,T60,.7310897,2017
CRI,2019,FALSE,INC,,Female,,,B40,.408298,2017
CRI,2019,FALSE,INC,,Female,,,T60,.591702,2017
CRI,2019,FALSE,INC,,Male,,,B40,.3911559,2017
CRI,2019,FALSE,INC,,Male,,,T60,.608844,2017
CRI,2019,FALSE,INC,R,,,,B40,.525641,2017
CRI,2019,FALSE,INC,R,,,,T60,.474359,2017
CRI,2019,FALSE,INC,U,,,,B40,.3523457,2017
CRI,2019,FALSE,INC,U,,,,T60,.6476543,2017
CRI,2020,FALSE,INC,,,,No education,B40,.557312,2017
CRI,2020,FALSE,INC,,,,No education,T60,.442688,2017
CRI,2020,FALSE,INC,,,,Primary education,B40,.4453356,2017
CRI,2020,FALSE,INC,,,,Primary education,T60,.5546644,2017
CRI,2020,FALSE,INC,,,,Secondary education,B40,.3850002,2017
CRI,2020,FALSE,INC,,,,Secondary education,T60,.6149998,2017
CRI,2020,FALSE,INC,,,,Tertiary education,B40,.097941,2017
CRI,2020,FALSE,INC,,,,Tertiary education,T60,.902059,2017
CRI,2020,FALSE,INC,,,0-14,,B40,.591653,2017
CRI,2020,FALSE,INC,,,0-14,,T60,.408347,2017
CRI,2020,FALSE,INC,,,15-64,,B40,.3752886,2017
CRI,2020,FALSE,INC,,,15-64,,T60,.6247114,2017
CRI,2020,FALSE,INC,,,>65,,B40,.233181,2017
CRI,2020,FALSE,INC,,,>65,,T60,.766819,2017
CRI,2020,FALSE,INC,,Female,,,B40,.4033226,2017
CRI,2020,FALSE,INC,,Female,,,T60,.5966774,2017
CRI,2020,FALSE,INC,,Male,,,B40,.3964761,2017
CRI,2020,FALSE,INC,,Male,,,T60,.6035239,2017
CRI,2020,FALSE,INC,R,,,,B40,.4981156,2017
CRI,2020,FALSE,INC,R,,,,T60,.5018843,2017
CRI,2020,FALSE,INC,U,,,,B40,.3627648,2017
CRI,2020,FALSE,INC,U,,,,T60,.6372352,2017
CRI,2021,FALSE,INC,,,,No education,B40,.6272974,2017
CRI,2021,FALSE,INC,,,,No education,T60,.3727026,2017
CRI,2021,FALSE,INC,,,,Primary education,B40,.4672635,2017
CRI,2021,FALSE,INC,,,,Primary education,T60,.5327365,2017
CRI,2021,FALSE,INC,,,,Secondary education,B40,.3758825,2017
CRI,2021,FALSE,INC,,,,Secondary education,T60,.6241175,2017
CRI,2021,FALSE,INC,,,,Tertiary education,B40,.0866084,2017
CRI,2021,FALSE,INC,,,,Tertiary education,T60,.9133916,2017
CRI,2021,FALSE,INC,,,0-14,,B40,.6078291,2017
CRI,2021,FALSE,INC,,,0-14,,T60,.3921709,2017
CRI,2021,FALSE,INC,,,15-64,,B40,.3680272,2017
CRI,2021,FALSE,INC,,,15-64,,T60,.6319728,2017
CRI,2021,FALSE,INC,,,>65,,B40,.2669685,2017
CRI,2021,FALSE,INC,,,>65,,T60,.7330315,2017
CRI,2021,FALSE,INC,,Female,,,B40,.4101216,2017
CRI,2021,FALSE,INC,,Female,,,T60,.5898784,2017
CRI,2021,FALSE,INC,,Male,,,B40,.3890749,2017
CRI,2021,FALSE,INC,,Male,,,T60,.6109251,2017
CRI,2021,FALSE,INC,R,,,,B40,.5255374,2017
CRI,2021,FALSE,INC,R,,,,T60,.4744626,2017
CRI,2021,FALSE,INC,U,,,,B40,.3522714,2017
CRI,2021,FALSE,INC,U,,,,T60,.6477286,2017
CRI,2022,FALSE,INC,,,,No education,B40,.6304163,2017
CRI,2022,FALSE,INC,,,,No education,T60,.3695837,2017
CRI,2022,FALSE,INC,,,,Primary education,B40,.4697577,2017
CRI,2022,FALSE,INC,,,,Primary education,T60,.5302423,2017
CRI,2022,FALSE,INC,,,,Secondary education,B40,.371985,2017
CRI,2022,FALSE,INC,,,,Secondary education,T60,.628015,2017
CRI,2022,FALSE,INC,,,,Tertiary education,B40,.0863121,2017
CRI,2022,FALSE,INC,,,,Tertiary education,T60,.9136879,2017
CRI,2022,FALSE,INC,,,0-14,,B40,.6116532,2017
CRI,2022,FALSE,INC,,,0-14,,T60,.3883468,2017
CRI,2022,FALSE,INC,,,15-64,,B40,.3659117,2017
CRI,2022,FALSE,INC,,,15-64,,T60,.6340883,2017
CRI,2022,FALSE,INC,,,>65,,B40,.2854485,2017
CRI,2022,FALSE,INC,,,>65,,T60,.7145515,2017
CRI,2022,FALSE,INC,,Female,,,B40,.4028608,2017
CRI,2022,FALSE,INC,,Female,,,T60,.5971392,2017
CRI,2022,FALSE,INC,,Male,,,B40,.3968274,2017
CRI,2022,FALSE,INC,,Male,,,T60,.6031726,2017
CRI,2022,FALSE,INC,R,,,,B40,.5426222,2017
CRI,2022,FALSE,INC,R,,,,T60,.4573778,2017
CRI,2022,FALSE,INC,U,,,,B40,.3456804,2017
CRI,2022,FALSE,INC,U,,,,T60,.6543196,2017
CRI,2023,FALSE,INC,,,,No education,B40,.6195291,2017
CRI,2023,FALSE,INC,,,,No education,T60,.3804709,2017
CRI,2023,FALSE,INC,,,,Primary education,B40,.4730612,2017
CRI,2023,FALSE,INC,,,,Primary education,T60,.5269388,2017
CRI,2023,FALSE,INC,,,,Secondary education,B40,.3686535,2017
CRI,2023,FALSE,INC,,,,Secondary education,T60,.6313465,2017
CRI,2023,FALSE,INC,,,,Tertiary education,B40,.0867036,2017
CRI,2023,FALSE,INC,,,,Tertiary education,T60,.9132963,2017
CRI,2023,FALSE,INC,,,0-14,,B40,.6264029,2017
CRI,2023,FALSE,INC,,,0-14,,T60,.3735971,2017
CRI,2023,FALSE,INC,,,15-64,,B40,.3621799,2017
CRI,2023,FALSE,INC,,,15-64,,T60,.6378201,2017
CRI,2023,FALSE,INC,,,>65,,B40,.2963135,2017
CRI,2023,FALSE,INC,,,>65,,T60,.7036865,2017
CRI,2023,FALSE,INC,,Female,,,B40,.4090005,2017
CRI,2023,FALSE,INC,,Female,,,T60,.5909995,2017
CRI,2023,FALSE,INC,,Male,,,B40,.3900268,2017
CRI,2023,FALSE,INC,,Male,,,T60,.6099732,2017
CRI,2023,FALSE,INC,R,,,,B40,.5428348,2017
CRI,2023,FALSE,INC,R,,,,T60,.4571652,2017
CRI,2023,FALSE,INC,U,,,,B40,.3455183,2017
CRI,2023,FALSE,INC,U,,,,T60,.6544817,2017
CRI,2024,FALSE,INC,,,,No education,B40,.6296119,2017
CRI,2024,FALSE,INC,,,,No education,T60,.3703881,2017
CRI,2024,FALSE,INC,,,,Primary education,B40,.4682187,2017
CRI,2024,FALSE,INC,,,,Primary education,T60,.5317813,2017
CRI,2024,FALSE,INC,,,,Secondary education,B40,.3735203,2017
CRI,2024,FALSE,INC,,,,Secondary education,T60,.6264797,2017
CRI,2024,FALSE,INC,,,,Tertiary education,B40,.0898463,2017
CRI,2024,FALSE,INC,,,,Tertiary education,T60,.9101537,2017
CRI,2024,FALSE,INC,,,0-14,,B40,.6370339,2017
CRI,2024,FALSE,INC,,,0-14,,T60,.3629661,2017
CRI,2024,FALSE,INC,,,15-64,,B40,.3643497,2017
CRI,2024,FALSE,INC,,,15-64,,T60,.6356503,2017
CRI,2024,FALSE,INC,,,>65,,B40,.2885642,2017
CRI,2024,FALSE,INC,,,>65,,T60,.7114358,2017
CRI,2024,FALSE,INC,,Female,,,B40,.4075439,2017
CRI,2024,FALSE,INC,,Female,,,T60,.5924561,2017
CRI,2024,FALSE,INC,,Male,,,B40,.3916897,2017
CRI,2024,FALSE,INC,,Male,,,T60,.6083103,2017
CRI,2024,FALSE,INC,R,,,,B40,.5398029,2017
CRI,2024,FALSE,INC,R,,,,T60,.4601971,2017
CRI,2024,FALSE,INC,U,,,,B40,.3465919,2017
CRI,2024,FALSE,INC,U,,,,T60,.6534081,2017
CYP,2004,FALSE,INC,,,,No education,B40,.6408183,2017
CYP,2004,FALSE,INC,,,,No education,T60,.3591817,2017
CYP,2004,FALSE,INC,,,,Primary education,B40,.5136384,2017
CYP,2004,FALSE,INC,,,,Primary education,T60,.4863616,2017
CYP,2004,FALSE,INC,,,,Secondary education,B40,.3725269,2017
CYP,2004,FALSE,INC,,,,Secondary education,T60,.6274731,2017
CYP,2004,FALSE,INC,,,,Tertiary education,B40,.1707695,2017
CYP,2004,FALSE,INC,,,,Tertiary education,T60,.8292305,2017
CYP,2004,FALSE,INC,,,0-14,,B40,.5067573,2017
CYP,2004,FALSE,INC,,,0-14,,T60,.4932427,2017
CYP,2004,FALSE,INC,,,15-64,,B40,.3355213,2017
CYP,2004,FALSE,INC,,,15-64,,T60,.6644787,2017
CYP,2004,FALSE,INC,,,>65,,B40,.5988619,2017
CYP,2004,FALSE,INC,,,>65,,T60,.4011382,2017
CYP,2004,FALSE,INC,,Female,,,B40,.4072238,2017
CYP,2004,FALSE,INC,,Female,,,T60,.5927762,2017
CYP,2004,FALSE,INC,,Male,,,B40,.3925191,2017
CYP,2004,FALSE,INC,,Male,,,T60,.6074809,2017
CYP,2004,FALSE,INC,R,,,,B40,.4638932,2017
CYP,2004,FALSE,INC,R,,,,T60,.5361068,2017
CYP,2004,FALSE,INC,U,,,,B40,.3720153,2017
CYP,2004,FALSE,INC,U,,,,T60,.6279847,2017
CYP,2005,FALSE,INC,,,,No education,B40,.6440923,2017
CYP,2005,FALSE,INC,,,,No education,T60,.3559077,2017
CYP,2005,FALSE,INC,,,,Primary education,B40,.5002341,2017
CYP,2005,FALSE,INC,,,,Primary education,T60,.4997659,2017
CYP,2005,FALSE,INC,,,,Secondary education,B40,.3862254,2017
CYP,2005,FALSE,INC,,,,Secondary education,T60,.6137746,2017
CYP,2005,FALSE,INC,,,,Tertiary education,B40,.1728737,2017
CYP,2005,FALSE,INC,,,,Tertiary education,T60,.8271263,2017
CYP,2005,FALSE,INC,,,0-14,,B40,.5094716,2017
CYP,2005,FALSE,INC,,,0-14,,T60,.4905284,2017
CYP,2005,FALSE,INC,,,15-64,,B40,.3412845,2017
CYP,2005,FALSE,INC,,,15-64,,T60,.6587155,2017
CYP,2005,FALSE,INC,,,>65,,B40,.5766003,2017
CYP,2005,FALSE,INC,,,>65,,T60,.4233997,2017
CYP,2005,FALSE,INC,,Female,,,B40,.4150127,2017
CYP,2005,FALSE,INC,,Female,,,T60,.5849873,2017
CYP,2005,FALSE,INC,,Male,,,B40,.3843084,2017
CYP,2005,FALSE,INC,,Male,,,T60,.6156916,2017
CYP,2005,FALSE,INC,R,,,,B40,.4564316,2017
CYP,2005,FALSE,INC,R,,,,T60,.5435684,2017
CYP,2005,FALSE,INC,U,,,,B40,.3761912,2017
CYP,2005,FALSE,INC,U,,,,T60,.6238088,2017
CYP,2006,FALSE,INC,,,,No education,B40,.6602243,2017
CYP,2006,FALSE,INC,,,,No education,T60,.3397757,2017
CYP,2006,FALSE,INC,,,,Primary education,B40,.5065135,2017
CYP,2006,FALSE,INC,,,,Primary education,T60,.4934865,2017
CYP,2006,FALSE,INC,,,,Secondary education,B40,.3925388,2017
CYP,2006,FALSE,INC,,,,Secondary education,T60,.6074612,2017
CYP,2006,FALSE,INC,,,,Tertiary education,B40,.1692515,2017
CYP,2006,FALSE,INC,,,,Tertiary education,T60,.8307486,2017
CYP,2006,FALSE,INC,,,0-14,,B40,.505327,2017
CYP,2006,FALSE,INC,,,0-14,,T60,.4946729,2017
CYP,2006,FALSE,INC,,,15-64,,B40,.342478,2017
CYP,2006,FALSE,INC,,,15-64,,T60,.657522,2017
CYP,2006,FALSE,INC,,,>65,,B40,.5810434,2017
CYP,2006,FALSE,INC,,,>65,,T60,.4189565,2017
CYP,2006,FALSE,INC,,Female,,,B40,.4108621,2017
CYP,2006,FALSE,INC,,Female,,,T60,.5891379,2017
CYP,2006,FALSE,INC,,Male,,,B40,.38872,2017
CYP,2006,FALSE,INC,,Male,,,T60,.61128,2017
CYP,2006,FALSE,INC,R,,,,B40,.4596107,2017
CYP,2006,FALSE,INC,R,,,,T60,.5403893,2017
CYP,2006,FALSE,INC,U,,,,B40,.3745072,2017
CYP,2006,FALSE,INC,U,,,,T60,.6254928,2017
CYP,2007,FALSE,INC,,,,No education,B40,.6015413,2017
CYP,2007,FALSE,INC,,,,No education,T60,.3984587,2017
CYP,2007,FALSE,INC,,,,Primary education,B40,.4893858,2017
CYP,2007,FALSE,INC,,,,Primary education,T60,.5106142,2017
CYP,2007,FALSE,INC,,,,Secondary education,B40,.4059419,2017
CYP,2007,FALSE,INC,,,,Secondary education,T60,.5940581,2017
CYP,2007,FALSE,INC,,,,Tertiary education,B40,.1498434,2017
CYP,2007,FALSE,INC,,,,Tertiary education,T60,.8501566,2017
CYP,2007,FALSE,INC,,,0-14,,B40,.5150643,2017
CYP,2007,FALSE,INC,,,0-14,,T60,.4849357,2017
CYP,2007,FALSE,INC,,,15-64,,B40,.3437768,2017
CYP,2007,FALSE,INC,,,15-64,,T60,.6562232,2017
CYP,2007,FALSE,INC,,,>65,,B40,.5481704,2017
CYP,2007,FALSE,INC,,,>65,,T60,.4518296,2017
CYP,2007,FALSE,INC,,Female,,,B40,.4105058,2017
CYP,2007,FALSE,INC,,Female,,,T60,.5894942,2017
CYP,2007,FALSE,INC,,Male,,,B40,.3888824,2017
CYP,2007,FALSE,INC,,Male,,,T60,.6111176,2017
CYP,2007,FALSE,INC,R,,,,B40,.4982134,2017
CYP,2007,FALSE,INC,R,,,,T60,.5017866,2017
