xyzdmxyzcountry,xyzdmxyzrequestyear,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzcoverage,xyzdcxyzgender,xyzdcxyzagegroup,xyzdcxyzeducation,xyzdcxyzdistribution,xyzdpxyzsi_pov_share_all,xyzdcxyzpppyear
DOM,2006,FALSE,INC,,Female,,,B40,.4107335,2021
DOM,2006,FALSE,INC,,Female,,,T60,.5892665,2021
DOM,2006,FALSE,INC,R,,,,B40,.5065559,2021
DOM,2006,FALSE,INC,R,,,,T60,.4934442,2021
DOM,2006,FALSE,INC,U,,,,B40,.3515737,2021
DOM,2006,FALSE,INC,U,,,,T60,.6484263,2021
DOM,2007,FALSE,INC,,,0-14,,B40,.5232153,2021
DOM,2007,FALSE,INC,,,0-14,,T60,.4767847,2021
DOM,2007,FALSE,INC,,,15-64,,B40,.3420085,2021
DOM,2007,FALSE,INC,,,15-64,,T60,.6579915,2021
DOM,2007,FALSE,INC,,,>65,,B40,.3810061,2021
DOM,2007,FALSE,INC,,,>65,,T60,.6189939,2021
DOM,2007,FALSE,INC,,,,Primary education,B40,.4357187,2021
DOM,2007,FALSE,INC,,,,Primary education,T60,.5642813,2021
DOM,2007,FALSE,INC,,,,Tertiary education,B40,.1187778,2021
DOM,2007,FALSE,INC,,,,Tertiary education,T60,.8812221,2021
DOM,2007,FALSE,INC,,,,Secondary education,B40,.3202685,2021
DOM,2007,FALSE,INC,,,,Secondary education,T60,.6797315,2021
DOM,2007,FALSE,INC,,,,No education,B40,.5451061,2021
DOM,2007,FALSE,INC,,,,No education,T60,.4548939,2021
DOM,2007,FALSE,INC,,Male,,,B40,.3863654,2021
DOM,2007,FALSE,INC,,Male,,,T60,.6136346,2021
DOM,2007,FALSE,INC,,Female,,,B40,.4136377,2021
DOM,2007,FALSE,INC,,Female,,,T60,.5863623,2021
DOM,2007,FALSE,INC,R,,,,B40,.4820801,2021
DOM,2007,FALSE,INC,R,,,,T60,.5179199,2021
DOM,2007,FALSE,INC,U,,,,B40,.3649544,2021
DOM,2007,FALSE,INC,U,,,,T60,.6350455,2021
DOM,2008,FALSE,INC,,,0-14,,B40,.5331786,2021
DOM,2008,FALSE,INC,,,0-14,,T60,.4668214,2021
DOM,2008,FALSE,INC,,,15-64,,B40,.3418135,2021
DOM,2008,FALSE,INC,,,15-64,,T60,.6581865,2021
DOM,2008,FALSE,INC,,,>65,,B40,.3512719,2021
DOM,2008,FALSE,INC,,,>65,,T60,.6487281,2021
DOM,2008,FALSE,INC,,,,Primary education,B40,.4363025,2021
DOM,2008,FALSE,INC,,,,Primary education,T60,.5636975,2021
DOM,2008,FALSE,INC,,,,Tertiary education,B40,.1108082,2021
DOM,2008,FALSE,INC,,,,Tertiary education,T60,.8891917,2021
DOM,2008,FALSE,INC,,,,Secondary education,B40,.3197874,2021
DOM,2008,FALSE,INC,,,,Secondary education,T60,.6802126,2021
DOM,2008,FALSE,INC,,,,No education,B40,.5267614,2021
DOM,2008,FALSE,INC,,,,No education,T60,.4732386,2021
DOM,2008,FALSE,INC,,Male,,,B40,.3937616,2021
DOM,2008,FALSE,INC,,Male,,,T60,.6062384,2021
DOM,2008,FALSE,INC,,Female,,,B40,.4060297,2021
DOM,2008,FALSE,INC,,Female,,,T60,.5939703,2021
DOM,2008,FALSE,INC,R,,,,B40,.5060692,2021
DOM,2008,FALSE,INC,R,,,,T60,.4939308,2021
DOM,2008,FALSE,INC,U,,,,B40,.3574309,2021
DOM,2008,FALSE,INC,U,,,,T60,.6425691,2021
DOM,2009,FALSE,INC,,,0-14,,B40,.5323719,2021
DOM,2009,FALSE,INC,,,0-14,,T60,.4676282,2021
DOM,2009,FALSE,INC,,,15-64,,B40,.3449944,2021
DOM,2009,FALSE,INC,,,15-64,,T60,.6550056,2021
DOM,2009,FALSE,INC,,,>65,,B40,.3421182,2021
DOM,2009,FALSE,INC,,,>65,,T60,.6578818,2021
DOM,2009,FALSE,INC,,,,Primary education,B40,.4286517,2021
DOM,2009,FALSE,INC,,,,Primary education,T60,.5713483,2021
DOM,2009,FALSE,INC,,,,Tertiary education,B40,.1129008,2021
DOM,2009,FALSE,INC,,,,Tertiary education,T60,.8870991,2021
DOM,2009,FALSE,INC,,,,Secondary education,B40,.3350117,2021
DOM,2009,FALSE,INC,,,,Secondary education,T60,.6649883,2021
DOM,2009,FALSE,INC,,,,No education,B40,.5108263,2021
DOM,2009,FALSE,INC,,,,No education,T60,.4891737,2021
DOM,2009,FALSE,INC,,Male,,,B40,.3895431,2021
DOM,2009,FALSE,INC,,Male,,,T60,.6104569,2021
DOM,2009,FALSE,INC,,Female,,,B40,.4101255,2021
DOM,2009,FALSE,INC,,Female,,,T60,.5898744,2021
DOM,2009,FALSE,INC,R,,,,B40,.4748856,2021
DOM,2009,FALSE,INC,R,,,,T60,.5251144,2021
DOM,2009,FALSE,INC,U,,,,B40,.3718436,2021
DOM,2009,FALSE,INC,U,,,,T60,.6281564,2021
DOM,2010,FALSE,INC,,,0-14,,B40,.532609,2021
DOM,2010,FALSE,INC,,,0-14,,T60,.467391,2021
DOM,2010,FALSE,INC,,,15-64,,B40,.3451858,2021
DOM,2010,FALSE,INC,,,15-64,,T60,.6548142,2021
DOM,2010,FALSE,INC,,,>65,,B40,.3510385,2021
DOM,2010,FALSE,INC,,,>65,,T60,.6489615,2021
DOM,2010,FALSE,INC,,,,Primary education,B40,.4336511,2021
DOM,2010,FALSE,INC,,,,Primary education,T60,.5663489,2021
DOM,2010,FALSE,INC,,,,Tertiary education,B40,.1197393,2021
DOM,2010,FALSE,INC,,,,Tertiary education,T60,.8802606,2021
DOM,2010,FALSE,INC,,,,Secondary education,B40,.3343759,2021
DOM,2010,FALSE,INC,,,,Secondary education,T60,.6656241,2021
DOM,2010,FALSE,INC,,,,No education,B40,.5211297,2021
DOM,2010,FALSE,INC,,,,No education,T60,.4788703,2021
DOM,2010,FALSE,INC,,Male,,,B40,.3863893,2021
DOM,2010,FALSE,INC,,Male,,,T60,.6136107,2021
DOM,2010,FALSE,INC,,Female,,,B40,.4132974,2021
DOM,2010,FALSE,INC,,Female,,,T60,.5867026,2021
DOM,2010,FALSE,INC,R,,,,B40,.4727845,2021
DOM,2010,FALSE,INC,R,,,,T60,.5272155,2021
DOM,2010,FALSE,INC,U,,,,B40,.3744496,2021
DOM,2010,FALSE,INC,U,,,,T60,.6255504,2021
DOM,2011,FALSE,INC,,,0-14,,B40,.5389314,2021
DOM,2011,FALSE,INC,,,0-14,,T60,.4610686,2021
DOM,2011,FALSE,INC,,,15-64,,B40,.3484385,2021
DOM,2011,FALSE,INC,,,15-64,,T60,.6515615,2021
DOM,2011,FALSE,INC,,,>65,,B40,.3149531,2021
DOM,2011,FALSE,INC,,,>65,,T60,.6850469,2021
DOM,2011,FALSE,INC,,,,Primary education,B40,.4224876,2021
DOM,2011,FALSE,INC,,,,Primary education,T60,.5775124,2021
DOM,2011,FALSE,INC,,,,Tertiary education,B40,.1446411,2021
DOM,2011,FALSE,INC,,,,Tertiary education,T60,.8553588,2021
DOM,2011,FALSE,INC,,,,Secondary education,B40,.3350982,2021
DOM,2011,FALSE,INC,,,,Secondary education,T60,.6649018,2021
DOM,2011,FALSE,INC,,,,No education,B40,.5050825,2021
DOM,2011,FALSE,INC,,,,No education,T60,.4949174,2021
DOM,2011,FALSE,INC,,Male,,,B40,.3854373,2021
DOM,2011,FALSE,INC,,Male,,,T60,.6145627,2021
DOM,2011,FALSE,INC,,Female,,,B40,.414297,2021
DOM,2011,FALSE,INC,,Female,,,T60,.585703,2021
DOM,2011,FALSE,INC,R,,,,B40,.4566371,2021
DOM,2011,FALSE,INC,R,,,,T60,.5433629,2021
DOM,2011,FALSE,INC,U,,,,B40,.3811314,2021
DOM,2011,FALSE,INC,U,,,,T60,.6188686,2021
DOM,2012,FALSE,INC,,,0-14,,B40,.5383127,2021
DOM,2012,FALSE,INC,,,0-14,,T60,.4616872,2021
DOM,2012,FALSE,INC,,,15-64,,B40,.3482146,2021
DOM,2012,FALSE,INC,,,15-64,,T60,.6517854,2021
DOM,2012,FALSE,INC,,,>65,,B40,.3026315,2021
DOM,2012,FALSE,INC,,,>65,,T60,.6973685,2021
DOM,2012,FALSE,INC,,,,Primary education,B40,.4112788,2021
DOM,2012,FALSE,INC,,,,Primary education,T60,.5887212,2021
DOM,2012,FALSE,INC,,,,Tertiary education,B40,.1394073,2021
DOM,2012,FALSE,INC,,,,Tertiary education,T60,.8605927,2021
DOM,2012,FALSE,INC,,,,Secondary education,B40,.3537755,2021
DOM,2012,FALSE,INC,,,,Secondary education,T60,.6462245,2021
DOM,2012,FALSE,INC,,,,No education,B40,.4598376,2021
DOM,2012,FALSE,INC,,,,No education,T60,.5401624,2021
DOM,2012,FALSE,INC,,Male,,,B40,.3846874,2021
DOM,2012,FALSE,INC,,Male,,,T60,.6153126,2021
DOM,2012,FALSE,INC,,Female,,,B40,.4151036,2021
DOM,2012,FALSE,INC,,Female,,,T60,.5848964,2021
DOM,2012,FALSE,INC,R,,,,B40,.471222,2021
DOM,2012,FALSE,INC,R,,,,T60,.528778,2021
DOM,2012,FALSE,INC,U,,,,B40,.3775735,2021
DOM,2012,FALSE,INC,U,,,,T60,.6224265,2021
DOM,2013,FALSE,INC,,,0-14,,B40,.5350289,2021
DOM,2013,FALSE,INC,,,0-14,,T60,.4649711,2021
DOM,2013,FALSE,INC,,,15-64,,B40,.3524745,2021
DOM,2013,FALSE,INC,,,15-64,,T60,.6475255,2021
DOM,2013,FALSE,INC,,,>65,,B40,.2956035,2021
DOM,2013,FALSE,INC,,,>65,,T60,.7043965,2021
DOM,2013,FALSE,INC,,,,Primary education,B40,.4204972,2021
DOM,2013,FALSE,INC,,,,Primary education,T60,.5795028,2021
DOM,2013,FALSE,INC,,,,Tertiary education,B40,.1246827,2021
DOM,2013,FALSE,INC,,,,Tertiary education,T60,.8753173,2021
DOM,2013,FALSE,INC,,,,Secondary education,B40,.3624586,2021
DOM,2013,FALSE,INC,,,,Secondary education,T60,.6375414,2021
DOM,2013,FALSE,INC,,,,No education,B40,.5157042,2021
DOM,2013,FALSE,INC,,,,No education,T60,.4842958,2021
DOM,2013,FALSE,INC,,Male,,,B40,.3850615,2021
DOM,2013,FALSE,INC,,Male,,,T60,.6149386,2021
DOM,2013,FALSE,INC,,Female,,,B40,.414715,2021
DOM,2013,FALSE,INC,,Female,,,T60,.585285,2021
DOM,2013,FALSE,INC,R,,,,B40,.4851371,2021
DOM,2013,FALSE,INC,R,,,,T60,.5148629,2021
DOM,2013,FALSE,INC,U,,,,B40,.374713,2021
DOM,2013,FALSE,INC,U,,,,T60,.625287,2021
DOM,2014,FALSE,INC,,,0-14,,B40,.5286639,2021
DOM,2014,FALSE,INC,,,0-14,,T60,.4713361,2021
DOM,2014,FALSE,INC,,,15-64,,B40,.3561895,2021
DOM,2014,FALSE,INC,,,15-64,,T60,.6438105,2021
DOM,2014,FALSE,INC,,,>65,,B40,.3280237,2021
DOM,2014,FALSE,INC,,,>65,,T60,.6719763,2021
DOM,2014,FALSE,INC,,,,Primary education,B40,.4287182,2021
DOM,2014,FALSE,INC,,,,Primary education,T60,.5712818,2021
DOM,2014,FALSE,INC,,,,Tertiary education,B40,.1509202,2021
DOM,2014,FALSE,INC,,,,Tertiary education,T60,.8490798,2021
DOM,2014,FALSE,INC,,,,Secondary education,B40,.3594167,2021
DOM,2014,FALSE,INC,,,,Secondary education,T60,.6405833,2021
DOM,2014,FALSE,INC,,,,No education,B40,.5371984,2021
DOM,2014,FALSE,INC,,,,No education,T60,.4628017,2021
DOM,2014,FALSE,INC,,Male,,,B40,.3849928,2021
DOM,2014,FALSE,INC,,Male,,,T60,.6150072,2021
DOM,2014,FALSE,INC,,Female,,,B40,.4146332,2021
DOM,2014,FALSE,INC,,Female,,,T60,.5853668,2021
DOM,2014,FALSE,INC,R,,,,B40,.514183,2021
DOM,2014,FALSE,INC,R,,,,T60,.485817,2021
DOM,2014,FALSE,INC,U,,,,B40,.3677926,2021
DOM,2014,FALSE,INC,U,,,,T60,.6322073,2021
DOM,2015,FALSE,INC,,,0-14,,B40,.5676102,2021
DOM,2015,FALSE,INC,,,0-14,,T60,.4323898,2021
DOM,2015,FALSE,INC,,,15-64,,B40,.3443778,2021
DOM,2015,FALSE,INC,,,15-64,,T60,.6556222,2021
DOM,2015,FALSE,INC,,,>65,,B40,.3192178,2021
DOM,2015,FALSE,INC,,,>65,,T60,.6807822,2021
DOM,2015,FALSE,INC,,,,Primary education,B40,.409972,2021
DOM,2015,FALSE,INC,,,,Primary education,T60,.590028,2021
DOM,2015,FALSE,INC,,,,Tertiary education,B40,.1377081,2021
DOM,2015,FALSE,INC,,,,Tertiary education,T60,.8622919,2021
DOM,2015,FALSE,INC,,,,Secondary education,B40,.3580547,2021
DOM,2015,FALSE,INC,,,,Secondary education,T60,.6419453,2021
DOM,2015,FALSE,INC,,,,No education,B40,.5242992,2021
DOM,2015,FALSE,INC,,,,No education,T60,.4757008,2021
DOM,2015,FALSE,INC,,Male,,,B40,.3844907,2021
DOM,2015,FALSE,INC,,Male,,,T60,.6155093,2021
DOM,2015,FALSE,INC,,Female,,,B40,.4152816,2021
DOM,2015,FALSE,INC,,Female,,,T60,.5847184,2021
DOM,2015,FALSE,INC,R,,,,B40,.492322,2021
DOM,2015,FALSE,INC,R,,,,T60,.507678,2021
DOM,2015,FALSE,INC,U,,,,B40,.3752954,2021
DOM,2015,FALSE,INC,U,,,,T60,.6247046,2021
DOM,2016,FALSE,INC,,,0-14,,B40,.5541418,2021
DOM,2016,FALSE,INC,,,0-14,,T60,.4458582,2021
DOM,2016,FALSE,INC,,,15-64,,B40,.3465905,2021
DOM,2016,FALSE,INC,,,15-64,,T60,.6534095,2021
DOM,2016,FALSE,INC,,,>65,,B40,.3340457,2021
DOM,2016,FALSE,INC,,,>65,,T60,.6659543,2021
DOM,2016,FALSE,INC,,,,Primary education,B40,.4115618,2021
DOM,2016,FALSE,INC,,,,Primary education,T60,.5884382,2021
DOM,2016,FALSE,INC,,,,Tertiary education,B40,.1457187,2021
DOM,2016,FALSE,INC,,,,Tertiary education,T60,.8542813,2021
DOM,2016,FALSE,INC,,,,Secondary education,B40,.362413,2021
DOM,2016,FALSE,INC,,,,Secondary education,T60,.637587,2021
DOM,2016,FALSE,INC,,,,No education,B40,.5278581,2021
DOM,2016,FALSE,INC,,,,No education,T60,.4721419,2021
DOM,2016,FALSE,INC,,Male,,,B40,.3816708,2021
DOM,2016,FALSE,INC,,Male,,,T60,.6183292,2021
DOM,2016,FALSE,INC,,Female,,,B40,.4177405,2021
DOM,2016,FALSE,INC,,Female,,,T60,.5822595,2021
DOM,2016,FALSE,INC,R,,,,B40,.4844823,2021
DOM,2016,FALSE,INC,R,,,,T60,.5155177,2021
DOM,2016,FALSE,INC,U,,,,B40,.3784226,2021
DOM,2016,FALSE,INC,U,,,,T60,.6215774,2021
DOM,2017,FALSE,INC,,,0-14,,B40,.5582386,2021
DOM,2017,FALSE,INC,,,0-14,,T60,.4417614,2021
DOM,2017,FALSE,INC,,,15-64,,B40,.3544836,2021
DOM,2017,FALSE,INC,,,15-64,,T60,.6455165,2021
DOM,2017,FALSE,INC,,,>65,,B40,.2537375,2021
DOM,2017,FALSE,INC,,,>65,,T60,.7462624,2021
DOM,2017,FALSE,INC,,,,Primary education,B40,.383034,2021
DOM,2017,FALSE,INC,,,,Primary education,T60,.616966,2021
DOM,2017,FALSE,INC,,,,Tertiary education,B40,.1833767,2021
DOM,2017,FALSE,INC,,,,Tertiary education,T60,.8166233,2021
DOM,2017,FALSE,INC,,,,Secondary education,B40,.3666891,2021
DOM,2017,FALSE,INC,,,,Secondary education,T60,.6333109,2021
DOM,2017,FALSE,INC,,,,No education,B40,.4486087,2021
DOM,2017,FALSE,INC,,,,No education,T60,.5513913,2021
DOM,2017,FALSE,INC,,Male,,,B40,.3852892,2021
DOM,2017,FALSE,INC,,Male,,,T60,.6147108,2021
DOM,2017,FALSE,INC,,Female,,,B40,.414211,2021
DOM,2017,FALSE,INC,,Female,,,T60,.585789,2021
DOM,2017,FALSE,INC,R,,,,B40,.4393535,2021
DOM,2017,FALSE,INC,R,,,,T60,.5606465,2021
DOM,2017,FALSE,INC,U,,,,B40,.390372,2021
DOM,2017,FALSE,INC,U,,,,T60,.609628,2021
DOM,2018,FALSE,INC,,,0-14,,B40,.5691687,2021
DOM,2018,FALSE,INC,,,0-14,,T60,.4308313,2021
DOM,2018,FALSE,INC,,,15-64,,B40,.3485459,2021
DOM,2018,FALSE,INC,,,15-64,,T60,.6514541,2021
DOM,2018,FALSE,INC,,,>65,,B40,.2834045,2021
DOM,2018,FALSE,INC,,,>65,,T60,.7165955,2021
DOM,2018,FALSE,INC,,,,Primary education,B40,.3784538,2021
DOM,2018,FALSE,INC,,,,Primary education,T60,.6215462,2021
DOM,2018,FALSE,INC,,,,Tertiary education,B40,.1682007,2021
DOM,2018,FALSE,INC,,,,Tertiary education,T60,.8317993,2021
DOM,2018,FALSE,INC,,,,Secondary education,B40,.3781053,2021
DOM,2018,FALSE,INC,,,,Secondary education,T60,.6218947,2021
DOM,2018,FALSE,INC,,,,No education,B40,.4756232,2021
DOM,2018,FALSE,INC,,,,No education,T60,.5243768,2021
DOM,2018,FALSE,INC,,Male,,,B40,.3801371,2021
DOM,2018,FALSE,INC,,Male,,,T60,.6198629,2021
DOM,2018,FALSE,INC,,Female,,,B40,.4192268,2021
DOM,2018,FALSE,INC,,Female,,,T60,.5807732,2021
DOM,2018,FALSE,INC,R,,,,B40,.4324882,2021
DOM,2018,FALSE,INC,R,,,,T60,.5675118,2021
DOM,2018,FALSE,INC,U,,,,B40,.3924098,2021
DOM,2018,FALSE,INC,U,,,,T60,.6075903,2021
DOM,2019,FALSE,INC,,,0-14,,B40,.5805056,2021
DOM,2019,FALSE,INC,,,0-14,,T60,.4194944,2021
DOM,2019,FALSE,INC,,,15-64,,B40,.348954,2021
DOM,2019,FALSE,INC,,,15-64,,T60,.651046,2021
DOM,2019,FALSE,INC,,,>65,,B40,.2427038,2021
DOM,2019,FALSE,INC,,,>65,,T60,.7572962,2021
DOM,2019,FALSE,INC,,,,Primary education,B40,.3712351,2021
DOM,2019,FALSE,INC,,,,Primary education,T60,.6287649,2021
DOM,2019,FALSE,INC,,,,Tertiary education,B40,.1758557,2021
DOM,2019,FALSE,INC,,,,Tertiary education,T60,.8241443,2021
DOM,2019,FALSE,INC,,,,Secondary education,B40,.3707888,2021
DOM,2019,FALSE,INC,,,,Secondary education,T60,.6292112,2021
DOM,2019,FALSE,INC,,,,No education,B40,.4330761,2021
DOM,2019,FALSE,INC,,,,No education,T60,.5669239,2021
DOM,2019,FALSE,INC,,Male,,,B40,.3765191,2021
DOM,2019,FALSE,INC,,Male,,,T60,.6234809,2021
DOM,2019,FALSE,INC,,Female,,,B40,.4226135,2021
DOM,2019,FALSE,INC,,Female,,,T60,.5773864,2021
DOM,2019,FALSE,INC,R,,,,B40,.4516174,2021
DOM,2019,FALSE,INC,R,,,,T60,.5483826,2021
DOM,2019,FALSE,INC,U,,,,B40,.3884162,2021
DOM,2019,FALSE,INC,U,,,,T60,.6115838,2021
DOM,2020,FALSE,INC,,,0-14,,B40,.5965395,2021
DOM,2020,FALSE,INC,,,0-14,,T60,.4034605,2021
DOM,2020,FALSE,INC,,,15-64,,B40,.352487,2021
DOM,2020,FALSE,INC,,,15-64,,T60,.647513,2021
DOM,2020,FALSE,INC,,,>65,,B40,.192534,2021
DOM,2020,FALSE,INC,,,>65,,T60,.807466,2021
DOM,2020,FALSE,INC,,,,Primary education,B40,.3386339,2021
DOM,2020,FALSE,INC,,,,Primary education,T60,.6613661,2021
DOM,2020,FALSE,INC,,,,Tertiary education,B40,.2112902,2021
DOM,2020,FALSE,INC,,,,Tertiary education,T60,.7887098,2021
DOM,2020,FALSE,INC,,,,Secondary education,B40,.3728143,2021
DOM,2020,FALSE,INC,,,,Secondary education,T60,.6271858,2021
DOM,2020,FALSE,INC,,,,No education,B40,.375288,2021
DOM,2020,FALSE,INC,,,,No education,T60,.624712,2021
DOM,2020,FALSE,INC,,Male,,,B40,.380044,2021
DOM,2020,FALSE,INC,,Male,,,T60,.619956,2021
DOM,2020,FALSE,INC,,Female,,,B40,.4188527,2021
DOM,2020,FALSE,INC,,Female,,,T60,.5811473,2021
DOM,2020,FALSE,INC,R,,,,B40,.3930283,2021
DOM,2020,FALSE,INC,R,,,,T60,.6069717,2021
DOM,2020,FALSE,INC,U,,,,B40,.401488,2021
DOM,2020,FALSE,INC,U,,,,T60,.598512,2021
DOM,2021,FALSE,INC,,,0-14,,B40,.5867433,2021
DOM,2021,FALSE,INC,,,0-14,,T60,.4132567,2021
DOM,2021,FALSE,INC,,,15-64,,B40,.3495193,2021
DOM,2021,FALSE,INC,,,15-64,,T60,.6504807,2021
DOM,2021,FALSE,INC,,,>65,,B40,.2426199,2021
DOM,2021,FALSE,INC,,,>65,,T60,.7573801,2021
DOM,2021,FALSE,INC,,,,Primary education,B40,.3457656,2021
DOM,2021,FALSE,INC,,,,Primary education,T60,.6542344,2021
DOM,2021,FALSE,INC,,,,Tertiary education,B40,.179975,2021
DOM,2021,FALSE,INC,,,,Tertiary education,T60,.820025,2021
DOM,2021,FALSE,INC,,,,Secondary education,B40,.3896503,2021
DOM,2021,FALSE,INC,,,,Secondary education,T60,.6103497,2021
DOM,2021,FALSE,INC,,,,No education,B40,.4280555,2021
DOM,2021,FALSE,INC,,,,No education,T60,.5719445,2021
DOM,2021,FALSE,INC,,Male,,,B40,.3733287,2021
DOM,2021,FALSE,INC,,Male,,,T60,.6266713,2021
DOM,2021,FALSE,INC,,Female,,,B40,.4250809,2021
DOM,2021,FALSE,INC,,Female,,,T60,.574919,2021
DOM,2021,FALSE,INC,R,,,,B40,.398806,2021
DOM,2021,FALSE,INC,R,,,,T60,.601194,2021
DOM,2021,FALSE,INC,U,,,,B40,.4002003,2021
DOM,2021,FALSE,INC,U,,,,T60,.5997997,2021
DOM,2022,FALSE,INC,,,0-14,,B40,.5861213,2021
DOM,2022,FALSE,INC,,,0-14,,T60,.4138786,2021
DOM,2022,FALSE,INC,,,15-64,,B40,.3476293,2021
DOM,2022,FALSE,INC,,,15-64,,T60,.6523708,2021
DOM,2022,FALSE,INC,,,>65,,B40,.248942,2021
DOM,2022,FALSE,INC,,,>65,,T60,.751058,2021
DOM,2022,FALSE,INC,,,,Primary education,B40,.3515081,2021
DOM,2022,FALSE,INC,,,,Primary education,T60,.6484919,2021
DOM,2022,FALSE,INC,,,,Tertiary education,B40,.1798999,2021
DOM,2022,FALSE,INC,,,,Tertiary education,T60,.8201001,2021
DOM,2022,FALSE,INC,,,,Secondary education,B40,.3787143,2021
DOM,2022,FALSE,INC,,,,Secondary education,T60,.6212857,2021
DOM,2022,FALSE,INC,,,,No education,B40,.4188381,2021
DOM,2022,FALSE,INC,,,,No education,T60,.5811619,2021
DOM,2022,FALSE,INC,,Male,,,B40,.3754796,2021
DOM,2022,FALSE,INC,,Male,,,T60,.6245204,2021
DOM,2022,FALSE,INC,,Female,,,B40,.4228233,2021
DOM,2022,FALSE,INC,,Female,,,T60,.5771767,2021
DOM,2022,FALSE,INC,R,,,,B40,.4075155,2021
DOM,2022,FALSE,INC,R,,,,T60,.5924845,2021
DOM,2022,FALSE,INC,U,,,,B40,.398475,2021
DOM,2022,FALSE,INC,U,,,,T60,.6015249,2021
DOM,2023,FALSE,INC,,,0-14,,B40,.5946932,2021
DOM,2023,FALSE,INC,,,0-14,,T60,.4053068,2021
DOM,2023,FALSE,INC,,,15-64,,B40,.3456909,2021
DOM,2023,FALSE,INC,,,15-64,,T60,.6543091,2021
DOM,2023,FALSE,INC,,,>65,,B40,.2646205,2021
DOM,2023,FALSE,INC,,,>65,,T60,.7353795,2021
DOM,2023,FALSE,INC,,,,Primary education,B40,.3642759,2021
DOM,2023,FALSE,INC,,,,Primary education,T60,.6357241,2021
DOM,2023,FALSE,INC,,,,Tertiary education,B40,.1897295,2021
DOM,2023,FALSE,INC,,,,Tertiary education,T60,.8102705,2021
DOM,2023,FALSE,INC,,,,Secondary education,B40,.367528,2021
DOM,2023,FALSE,INC,,,,Secondary education,T60,.632472,2021
DOM,2023,FALSE,INC,,,,No education,B40,.4588858,2021
DOM,2023,FALSE,INC,,,,No education,T60,.5411142,2021
DOM,2023,FALSE,INC,,Male,,,B40,.3817012,2021
DOM,2023,FALSE,INC,,Male,,,T60,.6182988,2021
DOM,2023,FALSE,INC,,Female,,,B40,.4170824,2021
DOM,2023,FALSE,INC,,Female,,,T60,.5829176,2021
DOM,2023,FALSE,INC,R,,,,B40,.3708394,2021
DOM,2023,FALSE,INC,R,,,,T60,.6291606,2021
DOM,2023,FALSE,INC,U,,,,B40,.405566,2021
DOM,2023,FALSE,INC,U,,,,T60,.594434,2021
ECU,2003,FALSE,INC,,,0-14,,B40,.5132409,2021
ECU,2003,FALSE,INC,,,0-14,,T60,.4867591,2021
ECU,2003,FALSE,INC,,,15-64,,B40,.3404522,2021
ECU,2003,FALSE,INC,,,15-64,,T60,.6595478,2021
ECU,2003,FALSE,INC,,,>65,,B40,.3579959,2021
ECU,2003,FALSE,INC,,,>65,,T60,.6420041,2021
ECU,2003,FALSE,INC,,,,Primary education,B40,.4499266,2021
ECU,2003,FALSE,INC,,,,Primary education,T60,.5500733,2021
ECU,2003,FALSE,INC,,,,Tertiary education,B40,.0976634,2021
ECU,2003,FALSE,INC,,,,Tertiary education,T60,.9023367,2021
ECU,2003,FALSE,INC,,,,Secondary education,B40,.2825141,2021
ECU,2003,FALSE,INC,,,,Secondary education,T60,.7174859,2021
ECU,2003,FALSE,INC,,,,No education,B40,.5569069,2021
ECU,2003,FALSE,INC,,,,No education,T60,.4430931,2021
ECU,2003,FALSE,INC,,Male,,,B40,.3948815,2021
ECU,2003,FALSE,INC,,Male,,,T60,.6051186,2021
ECU,2003,FALSE,INC,,Female,,,B40,.4051282,2021
ECU,2003,FALSE,INC,,Female,,,T60,.5948718,2021
ECU,2003,FALSE,INC,R,,,,B40,.5810762,2021
ECU,2003,FALSE,INC,R,,,,T60,.4189238,2021
ECU,2003,FALSE,INC,U,,,,B40,.3060913,2021
ECU,2003,FALSE,INC,U,,,,T60,.6939087,2021
ECU,2004,FALSE,INC,,,0-14,,B40,.5081384,2021
ECU,2004,FALSE,INC,,,0-14,,T60,.4918616,2021
ECU,2004,FALSE,INC,,,15-64,,B40,.3422089,2021
ECU,2004,FALSE,INC,,,15-64,,T60,.6577911,2021
ECU,2004,FALSE,INC,,,>65,,B40,.3904492,2021
ECU,2004,FALSE,INC,,,>65,,T60,.6095508,2021
ECU,2004,FALSE,INC,,,,Primary education,B40,.4627388,2021
ECU,2004,FALSE,INC,,,,Primary education,T60,.5372612,2021
ECU,2004,FALSE,INC,,,,Tertiary education,B40,.1005731,2021
ECU,2004,FALSE,INC,,,,Tertiary education,T60,.8994269,2021
ECU,2004,FALSE,INC,,,,Secondary education,B40,.2818156,2021
ECU,2004,FALSE,INC,,,,Secondary education,T60,.7181844,2021
ECU,2004,FALSE,INC,,,,No education,B40,.5983893,2021
ECU,2004,FALSE,INC,,,,No education,T60,.4016107,2021
ECU,2004,FALSE,INC,,Male,,,B40,.3949706,2021
ECU,2004,FALSE,INC,,Male,,,T60,.6050293,2021
ECU,2004,FALSE,INC,,Female,,,B40,.4049861,2021
ECU,2004,FALSE,INC,,Female,,,T60,.5950139,2021
ECU,2004,FALSE,INC,R,,,,B40,.5976372,2021
ECU,2004,FALSE,INC,R,,,,T60,.4023627,2021
ECU,2004,FALSE,INC,U,,,,B40,.3006315,2021
