xyzDMxyzCountry,xyzDMxyzYearRange,xyzDMxyzInterpolation,xyzDCxyzWelfareType,xyzDCxyzDistribution,xyzDPxyzSI_SPR_PCAP_ZG,xyzDCxyzPPPYear,xyzDMxyzCoverage
GBR,2012-2017,FALSE,INC,premium,-.0085993,2017,N
GBR,2015-2020,FALSE,INC,b40,.8396861,2017,N
GBR,2015-2020,FALSE,INC,tot,.569946,2017,N
GBR,2015-2020,FALSE,INC,m50,.8368323,2017,N
GBR,2015-2020,FALSE,INC,premium,.2697401,2017,N
GBR,2016-2021,FALSE,INC,b40,.8487838,2017,N
GBR,2016-2021,FALSE,INC,tot,.5557366,2017,N
GBR,2016-2021,FALSE,INC,m50,.7220396,2017,N
GBR,2016-2021,FALSE,INC,premium,.2930472,2017,N
GEO,2007-2012,FALSE,CONS,b40,2.787142,2017,N
GEO,2007-2012,FALSE,CONS,tot,3.445418,2017,N
GEO,2007-2012,FALSE,CONS,m50,3.417941,2017,N
GEO,2007-2012,FALSE,CONS,premium,-.6582766,2017,N
GEO,2008-2013,FALSE,CONS,b40,3.700769,2017,N
GEO,2008-2013,FALSE,CONS,tot,3.767016,2017,N
GEO,2008-2013,FALSE,CONS,m50,3.495968,2017,N
GEO,2008-2013,FALSE,CONS,premium,-.0662467,2017,N
GEO,2009-2014,FALSE,CONS,b40,5.307448,2017,N
GEO,2009-2014,FALSE,CONS,tot,4.860195,2017,N
GEO,2009-2014,FALSE,CONS,m50,5.123577,2017,N
GEO,2009-2014,FALSE,CONS,premium,.4472528,2017,N
GEO,2011-2016,FALSE,CONS,b40,6.629868,2017,N
GEO,2011-2016,FALSE,CONS,tot,4.59654,2017,N
GEO,2011-2016,FALSE,CONS,m50,5.07878,2017,N
GEO,2011-2016,FALSE,CONS,premium,2.033328,2017,N
GEO,2012-2017,FALSE,CONS,b40,4.480509,2017,N
GEO,2012-2017,FALSE,CONS,tot,3.757171,2017,N
GEO,2012-2017,FALSE,CONS,m50,3.83378,2017,N
GEO,2012-2017,FALSE,CONS,premium,.7233381,2017,N
GEO,2013-2018,FALSE,CONS,b40,2.647714,2017,N
GEO,2013-2018,FALSE,CONS,tot,1.41937,2017,N
GEO,2013-2018,FALSE,CONS,m50,2.348969,2017,N
GEO,2013-2018,FALSE,CONS,premium,1.228344,2017,N
GEO,2014-2019,FALSE,CONS,b40,1.589964,2017,N
GEO,2014-2019,FALSE,CONS,tot,.5562857,2017,N
GEO,2014-2019,FALSE,CONS,m50,.9950919,2017,N
GEO,2014-2019,FALSE,CONS,premium,1.033679,2017,N
GEO,2015-2020,FALSE,CONS,b40,-.5758638,2017,N
GEO,2015-2020,FALSE,CONS,tot,-1.50257,2017,N
GEO,2015-2020,FALSE,CONS,m50,-.4942692,2017,N
GEO,2015-2020,FALSE,CONS,premium,.9267065,2017,N
GEO,2016-2021,FALSE,CONS,b40,.1962311,2017,N
GEO,2016-2021,FALSE,CONS,tot,-.8876162,2017,N
GEO,2016-2021,FALSE,CONS,m50,.3312689,2017,N
GEO,2016-2021,FALSE,CONS,premium,1.083847,2017,N
GHA,2012-2016,FALSE,CONS,b40,-.2043181,2017,N
GHA,2012-2016,FALSE,CONS,tot,1.266781,2017,N
GHA,2012-2016,FALSE,CONS,m50,1.483672,2017,N
GHA,2012-2016,FALSE,CONS,premium,-1.471099,2017,N
GIN,2007-2012,FALSE,CONS,b40,8.215486,2017,N
GIN,2007-2012,FALSE,CONS,tot,5.016915,2017,N
GIN,2007-2012,FALSE,CONS,m50,7.221597,2017,N
GIN,2007-2012,FALSE,CONS,premium,3.19857,2017,N
GMB,2010-2015,FALSE,CONS,b40,4.421893,2017,N
GMB,2010-2015,FALSE,CONS,tot,-.4569166,2017,N
GMB,2010-2015,FALSE,CONS,m50,1.14818,2017,N
GMB,2010-2015,FALSE,CONS,premium,4.87881,2017,N
GMB,2015-2020,FALSE,CONS,b40,-1.766153,2017,N
GMB,2015-2020,FALSE,CONS,tot,-.0631003,2017,N
GMB,2015-2020,FALSE,CONS,m50,-.7135923,2017,N
GMB,2015-2020,FALSE,CONS,premium,-1.703053,2017,N
GNB,2018-2021,FALSE,CONS,b40,-1.773361,2017,N
GNB,2018-2021,FALSE,CONS,tot,-2.347083,2017,N
GNB,2018-2021,FALSE,CONS,m50,-1.87238,2017,N
GNB,2018-2021,FALSE,CONS,premium,.5737216,2017,N
GRC,2007-2012,FALSE,INC,b40,-10.02453,2017,N
GRC,2007-2012,FALSE,INC,tot,-8.40326,2017,N
GRC,2007-2012,FALSE,INC,m50,-8.234286,2017,N
GRC,2007-2012,FALSE,INC,premium,-1.621269,2017,N
GRC,2009-2014,FALSE,INC,b40,-11.73021,2017,N
GRC,2009-2014,FALSE,INC,tot,-9.949887,2017,N
GRC,2009-2014,FALSE,INC,m50,-10.041,2017,N
GRC,2009-2014,FALSE,INC,premium,-1.780327,2017,N
GRC,2010-2015,FALSE,INC,b40,-8.349398,2017,N
GRC,2010-2015,FALSE,INC,tot,-6.975529,2017,N
GRC,2010-2015,FALSE,INC,m50,-7.102937,2017,N
GRC,2010-2015,FALSE,INC,premium,-1.373868,2017,N
GRC,2012-2017,FALSE,INC,b40,1.801411,2017,N
GRC,2012-2017,FALSE,INC,tot,.1118998,2017,N
GRC,2012-2017,FALSE,INC,m50,-.0252929,2017,N
GRC,2012-2017,FALSE,INC,premium,1.689511,2017,N
GRC,2013-2018,FALSE,INC,b40,3.450433,2017,N
GRC,2013-2018,FALSE,INC,tot,1.564155,2017,N
GRC,2013-2018,FALSE,INC,m50,1.86747,2017,N
GRC,2013-2018,FALSE,INC,premium,1.886278,2017,N
GRC,2014-2019,FALSE,INC,b40,5.080023,2017,N
GRC,2014-2019,FALSE,INC,tot,3.04421,2017,N
GRC,2014-2019,FALSE,INC,m50,3.430371,2017,N
GRC,2014-2019,FALSE,INC,premium,2.035813,2017,N
GRC,2015-2020,FALSE,INC,b40,4.204305,2017,N
GRC,2015-2020,FALSE,INC,tot,2.755407,2017,N
GRC,2015-2020,FALSE,INC,m50,3.239475,2017,N
GRC,2015-2020,FALSE,INC,premium,1.448897,2017,N
GRC,2016-2021,FALSE,INC,b40,5.181747,2017,N
GRC,2016-2021,FALSE,INC,tot,3.816614,2017,N
GRC,2016-2021,FALSE,INC,m50,4.091857,2017,N
GRC,2016-2021,FALSE,INC,premium,1.365133,2017,N
HND,2006-2011,FALSE,INC,b40,5.81964,2017,N
HND,2006-2011,FALSE,INC,tot,.9457901,2017,N
HND,2006-2011,FALSE,INC,m50,3.048002,2017,N
HND,2006-2011,FALSE,INC,premium,4.873849,2017,N
HND,2007-2012,FALSE,INC,b40,-1.546816,2017,N
HND,2007-2012,FALSE,INC,tot,-2.849932,2017,N
HND,2007-2012,FALSE,INC,m50,-1.215224,2017,N
HND,2007-2012,FALSE,INC,premium,1.303116,2017,N
HND,2009-2014,FALSE,INC,b40,-1.714221,2017,N
HND,2009-2014,FALSE,INC,tot,-2.742898,2017,N
HND,2009-2014,FALSE,INC,m50,-2.299247,2017,N
HND,2009-2014,FALSE,INC,premium,1.028677,2017,N
HND,2010-2015,FALSE,INC,b40,-.2251157,2017,N
HND,2010-2015,FALSE,INC,tot,-2.754816,2017,N
HND,2010-2015,FALSE,INC,m50,-.7523423,2017,N
HND,2010-2015,FALSE,INC,premium,2.5297,2017,N
HND,2011-2016,FALSE,INC,b40,.0085848,2017,N
HND,2011-2016,FALSE,INC,tot,-1.024606,2017,N
HND,2011-2016,FALSE,INC,m50,.4217162,2017,N
HND,2011-2016,FALSE,INC,premium,1.033191,2017,N
HND,2012-2017,FALSE,INC,b40,3.610894,2017,N
HND,2012-2017,FALSE,INC,tot,.9135307,2017,N
HND,2012-2017,FALSE,INC,m50,2.8643,2017,N
HND,2012-2017,FALSE,INC,premium,2.697363,2017,N
HND,2013-2018,FALSE,INC,b40,1.113047,2017,N
HND,2013-2018,FALSE,INC,tot,.8942552,2017,N
HND,2013-2018,FALSE,INC,m50,1.543241,2017,N
HND,2013-2018,FALSE,INC,premium,.2187923,2017,N
HND,2014-2019,FALSE,INC,b40,.9979678,2017,N
HND,2014-2019,FALSE,INC,tot,.6435411,2017,N
HND,2014-2019,FALSE,INC,m50,1.75961,2017,N
HND,2014-2019,FALSE,INC,premium,.3544267,2017,N
HRV,2004-2010,FALSE,CONS,b40,-2.393834,2017,N
HRV,2004-2010,FALSE,CONS,tot,-3.367073,2017,N
HRV,2004-2010,FALSE,CONS,m50,-2.798857,2017,N
HRV,2004-2010,FALSE,CONS,premium,.9732385,2017,N
HRV,2009-2012,FALSE,INC,b40,-5.400397,2017,N
HRV,2009-2012,FALSE,INC,tot,-5.349159,2017,N
HRV,2009-2012,FALSE,INC,m50,-5.562158,2017,N
HRV,2009-2012,FALSE,INC,premium,-.0512385,2017,N
HRV,2009-2014,FALSE,INC,b40,-2.269186,2017,N
HRV,2009-2014,FALSE,INC,tot,-2.489241,2017,N
HRV,2009-2014,FALSE,INC,m50,-2.253132,2017,N
HRV,2009-2014,FALSE,INC,premium,.2200551,2017,N
HRV,2010-2015,FALSE,INC,b40,.4667424,2017,N
HRV,2010-2015,FALSE,INC,tot,-.1176424,2017,N
HRV,2010-2015,FALSE,INC,m50,.6237875,2017,N
HRV,2010-2015,FALSE,INC,premium,.5843848,2017,N
HRV,2012-2017,FALSE,INC,b40,5.46965,2017,N
HRV,2012-2017,FALSE,INC,tot,4.276868,2017,N
HRV,2012-2017,FALSE,INC,m50,5.272362,2017,N
HRV,2012-2017,FALSE,INC,premium,1.192782,2017,N
HRV,2013-2018,FALSE,INC,b40,7.634137,2017,N
HRV,2013-2018,FALSE,INC,tot,6.095948,2017,N
HRV,2013-2018,FALSE,INC,m50,6.369226,2017,N
HRV,2013-2018,FALSE,INC,premium,1.538189,2017,N
HRV,2014-2019,FALSE,INC,b40,8.082808,2017,N
HRV,2014-2019,FALSE,INC,tot,6.211279,2017,N
HRV,2014-2019,FALSE,INC,m50,6.81544,2017,N
HRV,2014-2019,FALSE,INC,premium,1.871529,2017,N
HRV,2015-2020,FALSE,INC,b40,7.116517,2017,N
HRV,2015-2020,FALSE,INC,tot,6.175496,2017,N
HRV,2015-2020,FALSE,INC,m50,6.136059,2017,N
HRV,2015-2020,FALSE,INC,premium,.9410214,2017,N
HRV,2016-2021,FALSE,INC,b40,7.132921,2017,N
HRV,2016-2021,FALSE,INC,tot,5.816114,2017,N
HRV,2016-2021,FALSE,INC,m50,5.857329,2017,N
HRV,2016-2021,FALSE,INC,premium,1.316807,2017,N
HUN,2006-2011,FALSE,INC,b40,-.5211518,2017,N
HUN,2006-2011,FALSE,INC,tot,-.0043032,2017,N
HUN,2006-2011,FALSE,INC,m50,.1068567,2017,N
HUN,2006-2011,FALSE,INC,premium,-.5168486,2017,N
HUN,2007-2012,FALSE,INC,b40,-2.129061,2017,N
HUN,2007-2012,FALSE,INC,tot,-.6022593,2017,N
HUN,2007-2012,FALSE,INC,m50,-.8384491,2017,N
HUN,2007-2012,FALSE,INC,premium,-1.526801,2017,N
HUN,2009-2014,FALSE,INC,b40,-.3698436,2017,N
HUN,2009-2014,FALSE,INC,tot,1.602637,2017,N
HUN,2009-2014,FALSE,INC,m50,.8372732,2017,N
HUN,2009-2014,FALSE,INC,premium,-1.972481,2017,N
HUN,2010-2015,FALSE,INC,b40,1.190707,2017,N
HUN,2010-2015,FALSE,INC,tot,1.731758,2017,N
HUN,2010-2015,FALSE,INC,m50,1.596136,2017,N
HUN,2010-2015,FALSE,INC,premium,-.5410506,2017,N
HUN,2012-2017,FALSE,INC,b40,4.837653,2017,N
HUN,2012-2017,FALSE,INC,tot,4.601487,2017,N
HUN,2012-2017,FALSE,INC,m50,4.48751,2017,N
HUN,2012-2017,FALSE,INC,premium,.2361655,2017,N
HUN,2013-2018,FALSE,INC,b40,6.273925,2017,N
HUN,2013-2018,FALSE,INC,tot,5.309478,2017,N
HUN,2013-2018,FALSE,INC,m50,5.763935,2017,N
HUN,2013-2018,FALSE,INC,premium,.9644475,2017,N
HUN,2014-2019,FALSE,INC,b40,6.754538,2017,N
HUN,2014-2019,FALSE,INC,tot,6.12253,2017,N
HUN,2014-2019,FALSE,INC,m50,6.065387,2017,N
HUN,2014-2019,FALSE,INC,premium,.6320081,2017,N
HUN,2015-2020,FALSE,INC,b40,6.811397,2017,N
HUN,2015-2020,FALSE,INC,tot,6.337238,2017,N
HUN,2015-2020,FALSE,INC,m50,6.474005,2017,N
HUN,2015-2020,FALSE,INC,premium,.4741588,2017,N
HUN,2016-2021,FALSE,INC,b40,7.603846,2017,N
HUN,2016-2021,FALSE,INC,tot,6.283744,2017,N
HUN,2016-2021,FALSE,INC,m50,7.400522,2017,N
HUN,2016-2021,FALSE,INC,premium,1.320101,2017,N
IDN,2011-2014,FALSE,CONS,b40,4.138062,2017,N
IDN,2011-2014,FALSE,CONS,tot,3.631112,2017,N
IDN,2011-2014,FALSE,CONS,m50,3.859783,2017,N
IDN,2011-2014,FALSE,CONS,premium,.5069501,2017,N
IDN,2014-2018,FALSE,CONS,b40,5.197559,2017,N
IDN,2014-2018,FALSE,CONS,tot,4.994786,2017,N
IDN,2014-2018,FALSE,CONS,m50,6.367619,2017,N
IDN,2014-2018,FALSE,CONS,premium,.2027731,2017,N
IDN,2015-2017,FALSE,CONS,b40,4.938149,2017,N
IDN,2015-2017,FALSE,CONS,tot,4.909718,2017,N
IDN,2015-2017,FALSE,CONS,m50,6.935192,2017,N
IDN,2015-2017,FALSE,CONS,premium,.0284319,2017,N
IDN,2015-2019,FALSE,CONS,b40,4.781422,2017,N
IDN,2015-2019,FALSE,CONS,tot,3.913703,2017,N
IDN,2015-2019,FALSE,CONS,m50,5.298827,2017,N
IDN,2015-2019,FALSE,CONS,premium,.8677185,2017,N
IDN,2017-2022,FALSE,CONS,b40,3.438024,2017,N
IDN,2017-2022,FALSE,CONS,tot,2.396569,2017,N
IDN,2017-2022,FALSE,CONS,m50,2.404351,2017,N
IDN,2017-2022,FALSE,CONS,premium,1.041454,2017,N
IDN,2018-2023,FALSE,CONS,b40,3.091172,2017,N
IDN,2018-2023,FALSE,CONS,tot,2.251045,2017,N
IDN,2018-2023,FALSE,CONS,m50,1.930876,2017,N
IDN,2018-2023,FALSE,CONS,premium,.8401268,2017,N
IND,2004-2011,FALSE,CONS,b40,3.200866,2017,N
IND,2004-2011,FALSE,CONS,tot,3.694811,2017,N
IND,2004-2011,FALSE,CONS,m50,3.466918,2017,N
IND,2004-2011,FALSE,CONS,premium,-.4939446,2017,N
IRL,2007-2012,FALSE,INC,b40,-3.938384,2017,N
IRL,2007-2012,FALSE,INC,tot,-3.045816,2017,N
IRL,2007-2012,FALSE,INC,m50,-2.81519,2017,N
IRL,2007-2012,FALSE,INC,premium,-.8925681,2017,N
IRL,2009-2014,FALSE,INC,b40,.2388275,2017,N
IRL,2009-2014,FALSE,INC,tot,-.2302043,2017,N
IRL,2009-2014,FALSE,INC,m50,-.3669221,2017,N
IRL,2009-2014,FALSE,INC,premium,.4690317,2017,N
IRL,2010-2015,FALSE,INC,b40,1.69312,2017,N
IRL,2010-2015,FALSE,INC,tot,1.146839,2017,N
IRL,2010-2015,FALSE,INC,m50,1.119824,2017,N
IRL,2010-2015,FALSE,INC,premium,.5462816,2017,N
IRL,2011-2016,FALSE,INC,b40,3.433009,2017,N
IRL,2011-2016,FALSE,INC,tot,3.052792,2017,N
IRL,2011-2016,FALSE,INC,m50,2.425819,2017,N
IRL,2011-2016,FALSE,INC,premium,.3802173,2017,N
IRL,2012-2017,FALSE,INC,b40,5.542373,2017,N
IRL,2012-2017,FALSE,INC,tot,4.162117,2017,N
IRL,2012-2017,FALSE,INC,m50,4.193071,2017,N
IRL,2012-2017,FALSE,INC,premium,1.380256,2017,N
IRL,2013-2018,FALSE,INC,b40,6.763479,2017,N
IRL,2013-2018,FALSE,INC,tot,4.700527,2017,N
IRL,2013-2018,FALSE,INC,m50,4.611341,2017,N
IRL,2013-2018,FALSE,INC,premium,2.062952,2017,N
IRL,2015-2020,FALSE,INC,b40,5.931841,2017,N
IRL,2015-2020,FALSE,INC,tot,4.52455,2017,N
IRL,2015-2020,FALSE,INC,m50,4.636541,2017,N
IRL,2015-2020,FALSE,INC,premium,1.407291,2017,N
IRL,2016-2021,FALSE,INC,b40,4.741022,2017,N
IRL,2016-2021,FALSE,INC,tot,3.471908,2017,N
IRL,2016-2021,FALSE,INC,m50,4.478281,2017,N
IRL,2016-2021,FALSE,INC,premium,1.269114,2017,N
IRN,2009-2013,FALSE,CONS,b40,1.243377,2017,N
IRN,2009-2013,FALSE,CONS,tot,-5.164382,2017,N
IRN,2009-2013,FALSE,CONS,m50,-2.852846,2017,N
IRN,2009-2013,FALSE,CONS,premium,6.40776,2017,N
IRN,2009-2014,FALSE,CONS,b40,-.1375771,2017,N
IRN,2009-2014,FALSE,CONS,tot,-4.753927,2017,N
IRN,2009-2014,FALSE,CONS,m50,-2.966235,2017,N
IRN,2009-2014,FALSE,CONS,premium,4.61635,2017,N
IRN,2013-2016,FALSE,CONS,b40,-1.554822,2017,N
IRN,2013-2016,FALSE,CONS,tot,.0501418,2017,N
IRN,2013-2016,FALSE,CONS,m50,-.8035379,2017,N
IRN,2013-2016,FALSE,CONS,premium,-1.604964,2017,N
IRN,2013-2018,FALSE,CONS,b40,-1.288643,2017,N
IRN,2013-2018,FALSE,CONS,tot,.4948999,2017,N
IRN,2013-2018,FALSE,CONS,m50,-.4833379,2017,N
IRN,2013-2018,FALSE,CONS,premium,-1.783543,2017,N
IRN,2014-2017,FALSE,CONS,b40,1.442804,2017,N
IRN,2014-2017,FALSE,CONS,tot,3.217871,2017,N
IRN,2014-2017,FALSE,CONS,m50,2.058946,2017,N
IRN,2014-2017,FALSE,CONS,premium,-1.775067,2017,N
IRN,2014-2019,FALSE,CONS,b40,-1.919295,2017,N
IRN,2014-2019,FALSE,CONS,tot,-1.003166,2017,N
IRN,2014-2019,FALSE,CONS,m50,-1.373291,2017,N
IRN,2014-2019,FALSE,CONS,premium,-.9161292,2017,N
IRN,2017-2022,FALSE,CONS,b40,-.1193152,2017,N
IRN,2017-2022,FALSE,CONS,tot,-.9778858,2017,N
IRN,2017-2022,FALSE,CONS,m50,-.1759834,2017,N
IRN,2017-2022,FALSE,CONS,premium,.8585706,2017,N
IRQ,2006-2012,FALSE,CONS,b40,.4581285,2017,N
IRQ,2006-2012,FALSE,CONS,tot,1.111054,2017,N
IRQ,2006-2012,FALSE,CONS,m50,1.061796,2017,N
IRQ,2006-2012,FALSE,CONS,premium,-.6529257,2017,N
ISL,2007-2012,FALSE,INC,b40,-3.85623,2017,N
ISL,2007-2012,FALSE,INC,tot,-4.565843,2017,N
ISL,2007-2012,FALSE,INC,m50,-3.50263,2017,N
ISL,2007-2012,FALSE,INC,premium,.7096121,2017,N
ISL,2009-2014,FALSE,INC,b40,-.1329052,2017,N
ISL,2009-2014,FALSE,INC,tot,-.4747448,2017,N
ISL,2009-2014,FALSE,INC,m50,-.1699061,2017,N
ISL,2009-2014,FALSE,INC,premium,.3418396,2017,N
ISL,2010-2015,FALSE,INC,b40,3.151056,2017,N
ISL,2010-2015,FALSE,INC,tot,3.308566,2017,N
ISL,2010-2015,FALSE,INC,m50,2.933839,2017,N
ISL,2010-2015,FALSE,INC,premium,-.1575103,2017,N
ISL,2012-2017,FALSE,INC,b40,5.654946,2017,N
ISL,2012-2017,FALSE,INC,tot,5.263474,2017,N
ISL,2012-2017,FALSE,INC,m50,5.488472,2017,N
ISL,2012-2017,FALSE,INC,premium,.3914723,2017,N
ISR,2010-2016,FALSE,INC,b40,4.192273,2017,N
ISR,2010-2016,FALSE,INC,tot,2.553897,2017,N
ISR,2010-2016,FALSE,INC,m50,3.541703,2017,N
ISR,2010-2016,FALSE,INC,premium,1.638376,2017,N
ISR,2012-2016,FALSE,INC,b40,4.350231,2017,N
ISR,2012-2016,FALSE,INC,tot,2.560208,2017,N
ISR,2012-2016,FALSE,INC,m50,3.509202,2017,N
ISR,2012-2016,FALSE,INC,premium,1.790022,2017,N
ISR,2013-2018,FALSE,INC,b40,3.559821,2017,N
ISR,2013-2018,FALSE,INC,tot,2.906527,2017,N
ISR,2013-2018,FALSE,INC,m50,3.508649,2017,N
ISR,2013-2018,FALSE,INC,premium,.6532941,2017,N
ISR,2016-2021,FALSE,INC,b40,1.840548,2017,N
ISR,2016-2021,FALSE,INC,tot,1.02571,2017,N
ISR,2016-2021,FALSE,INC,m50,1.237986,2017,N
ISR,2016-2021,FALSE,INC,premium,.8148385,2017,N
ITA,2007-2012,FALSE,INC,b40,-2.827556,2017,N
ITA,2007-2012,FALSE,INC,tot,-1.654883,2017,N
ITA,2007-2012,FALSE,INC,m50,-2.098904,2017,N
ITA,2007-2012,FALSE,INC,premium,-1.172673,2017,N
ITA,2009-2014,FALSE,INC,b40,-2.60494,2017,N
ITA,2009-2014,FALSE,INC,tot,-1.905787,2017,N
ITA,2009-2014,FALSE,INC,m50,-1.800207,2017,N
ITA,2009-2014,FALSE,INC,premium,-.6991531,2017,N
ITA,2010-2015,FALSE,INC,b40,-2.137635,2017,N
ITA,2010-2015,FALSE,INC,tot,-1.090383,2017,N
ITA,2010-2015,FALSE,INC,m50,-.8298222,2017,N
ITA,2010-2015,FALSE,INC,premium,-1.047251,2017,N
ITA,2012-2017,FALSE,INC,b40,.484762,2017,N
ITA,2012-2017,FALSE,INC,tot,1.044041,2017,N
ITA,2012-2017,FALSE,INC,m50,1.124167,2017,N
ITA,2012-2017,FALSE,INC,premium,-.5592786,2017,N
ITA,2013-2018,FALSE,INC,b40,1.024808,2017,N
ITA,2013-2018,FALSE,INC,tot,1.32598,2017,N
ITA,2013-2018,FALSE,INC,m50,1.293657,2017,N
ITA,2013-2018,FALSE,INC,premium,-.3011727,2017,N
ITA,2015-2020,FALSE,INC,b40,2.190503,2017,N
ITA,2015-2020,FALSE,INC,tot,1.666934,2017,N
ITA,2015-2020,FALSE,INC,m50,1.204648,2017,N
ITA,2015-2020,FALSE,INC,premium,.5235684,2017,N
ITA,2016-2021,FALSE,INC,b40,2.367649,2017,N
ITA,2016-2021,FALSE,INC,tot,1.860757,2017,N
ITA,2016-2021,FALSE,INC,m50,1.467345,2017,N
ITA,2016-2021,FALSE,INC,premium,.5068922,2017,N
JAM,2018-2021,FALSE,CONS,b40,-3.301522,2017,N
JAM,2018-2021,FALSE,CONS,tot,2.137149,2017,N
JAM,2018-2021,FALSE,CONS,m50,.1793016,2017,N
JAM,2018-2021,FALSE,CONS,premium,-5.438671,2017,N
JOR,2006-2010,FALSE,CONS,b40,2.971997,2017,N
JOR,2006-2010,FALSE,CONS,tot,2.844532,2017,N
JOR,2006-2010,FALSE,CONS,m50,2.881549,2017,N
JOR,2006-2010,FALSE,CONS,premium,.1274643,2017,N
JOR,2008-2010,FALSE,CONS,b40,4.563439,2017,N
JOR,2008-2010,FALSE,CONS,tot,5.770057,2017,N
JOR,2008-2010,FALSE,CONS,m50,5.115337,2017,N
JOR,2008-2010,FALSE,CONS,premium,-1.206618,2017,N
KAZ,2006-2010,FALSE,CONS,b40,6.02802,2017,N
KAZ,2006-2010,FALSE,CONS,tot,4.859413,2017,N
KAZ,2006-2010,FALSE,CONS,m50,5.544861,2017,N
KAZ,2006-2010,FALSE,CONS,premium,1.168607,2017,N
KAZ,2008-2013,FALSE,CONS,b40,6.400453,2017,N
KAZ,2008-2013,FALSE,CONS,tot,5.851016,2017,N
KAZ,2008-2013,FALSE,CONS,m50,6.355556,2017,N
KAZ,2008-2013,FALSE,CONS,premium,.549437,2017,N
KAZ,2009-2013,FALSE,CONS,b40,8.421227,2017,N
KAZ,2009-2013,FALSE,CONS,tot,7.720675,2017,N
KAZ,2009-2013,FALSE,CONS,m50,8.008352,2017,N
KAZ,2009-2013,FALSE,CONS,premium,.7005525,2017,N
KAZ,2010-2015,FALSE,CONS,b40,3.996863,2017,N
KAZ,2010-2015,FALSE,CONS,tot,3.381342,2017,N
KAZ,2010-2015,FALSE,CONS,m50,3.60013,2017,N
KAZ,2010-2015,FALSE,CONS,premium,.6155207,2017,N
KAZ,2012-2017,FALSE,CONS,b40,-.0003933,2017,N
KAZ,2012-2017,FALSE,CONS,tot,-.5491996,2017,N
KAZ,2012-2017,FALSE,CONS,m50,-.6511975,2017,N
KAZ,2012-2017,FALSE,CONS,premium,.5488063,2017,N
KAZ,2013-2018,FALSE,CONS,b40,-.2983895,2017,N
KAZ,2013-2018,FALSE,CONS,tot,-.2303412,2017,N
KAZ,2013-2018,FALSE,CONS,m50,-.7585698,2017,N
KAZ,2013-2018,FALSE,CONS,premium,-.0680483,2017,N
KAZ,2016-2021,FALSE,CONS,b40,3.715536,2017,N
KAZ,2016-2021,FALSE,CONS,tot,4.216081,2017,N
KAZ,2016-2021,FALSE,CONS,m50,3.075969,2017,N
KAZ,2016-2021,FALSE,CONS,premium,-.5005445,2017,N
KEN,2015-2020,FALSE,CONS,b40,-1.39644,2017,N
KEN,2015-2020,FALSE,CONS,tot,-4.333529,2017,N
KEN,2015-2020,FALSE,CONS,m50,-3.253433,2017,N
KEN,2015-2020,FALSE,CONS,premium,2.937088,2017,N
KEN,2015-2021,FALSE,CONS,b40,-1.18498,2017,N
KEN,2015-2021,FALSE,CONS,tot,-3.09048,2017,N
KEN,2015-2021,FALSE,CONS,m50,-3.145519,2017,N
KEN,2015-2021,FALSE,CONS,premium,1.905501,2017,N
KGZ,2006-2011,FALSE,CONS,b40,5.679728,2017,N
KGZ,2006-2011,FALSE,CONS,tot,.6897194,2017,N
KGZ,2006-2011,FALSE,CONS,m50,3.495917,2017,N
KGZ,2006-2011,FALSE,CONS,premium,4.990008,2017,N
KGZ,2008-2012,FALSE,CONS,b40,1.168806,2017,N
KGZ,2008-2012,FALSE,CONS,tot,-1.627213,2017,N
KGZ,2008-2012,FALSE,CONS,m50,-.9858759,2017,N
KGZ,2008-2012,FALSE,CONS,premium,2.79602,2017,N
KGZ,2009-2014,FALSE,CONS,b40,.366771,2017,N
KGZ,2009-2014,FALSE,CONS,tot,-1.127945,2017,N
KGZ,2009-2014,FALSE,CONS,m50,-.5896086,2017,N
KGZ,2009-2014,FALSE,CONS,premium,1.494716,2017,N
KGZ,2010-2015,FALSE,CONS,b40,.3893009,2017,N
KGZ,2010-2015,FALSE,CONS,tot,-.4955279,2017,N
KGZ,2010-2015,FALSE,CONS,m50,-.6707132,2017,N
KGZ,2010-2015,FALSE,CONS,premium,.8848289,2017,N
KGZ,2011-2016,FALSE,CONS,b40,.5782737,2017,N
KGZ,2011-2016,FALSE,CONS,tot,-.0454955,2017,N
KGZ,2011-2016,FALSE,CONS,m50,-.1198642,2017,N
KGZ,2011-2016,FALSE,CONS,premium,.6237692,2017,N
KGZ,2012-2017,FALSE,CONS,b40,.859212,2017,N
KGZ,2012-2017,FALSE,CONS,tot,.7942213,2017,N
KGZ,2012-2017,FALSE,CONS,m50,.5202475,2017,N
KGZ,2012-2017,FALSE,CONS,premium,.0649908,2017,N
KGZ,2013-2018,FALSE,CONS,b40,3.153743,2017,N
KGZ,2013-2018,FALSE,CONS,tot,2.439254,2017,N
KGZ,2013-2018,FALSE,CONS,m50,2.523468,2017,N
KGZ,2013-2018,FALSE,CONS,premium,.7144892,2017,N
KGZ,2014-2019,FALSE,CONS,b40,1.796106,2017,N
KGZ,2014-2019,FALSE,CONS,tot,2.718969,2017,N
KGZ,2014-2019,FALSE,CONS,m50,1.955203,2017,N
KGZ,2014-2019,FALSE,CONS,premium,-.9228634,2017,N
KGZ,2015-2020,FALSE,CONS,b40,.7641646,2017,N
KGZ,2015-2020,FALSE,CONS,tot,1.1353,2017,N
KGZ,2015-2020,FALSE,CONS,m50,1.297354,2017,N
