xyzDMxyzCountry,xyzDMxyzYearRange,xyzDMxyzInterpolation,xyzDCxyzWelfareType,xyzDCxyzDistribution,xyzDPxyzSI_SPR_PCAP_ZG,xyzDCxyzPPPYear,xyzDMxyzCoverage
COL,2010-2015,FALSE,INC,m50,4.460821,2017,N
COL,2010-2015,FALSE,INC,premium,2.522316,2017,N
COL,2011-2016,FALSE,INC,b40,3.535938,2017,N
COL,2011-2016,FALSE,INC,tot,1.467813,2017,N
COL,2011-2016,FALSE,INC,m50,3.102681,2017,N
COL,2011-2016,FALSE,INC,premium,2.068124,2017,N
COL,2012-2017,FALSE,INC,b40,3.368288,2017,N
COL,2012-2017,FALSE,INC,tot,1.034666,2017,N
COL,2012-2017,FALSE,INC,m50,2.347019,2017,N
COL,2012-2017,FALSE,INC,premium,2.333622,2017,N
COL,2013-2018,FALSE,INC,b40,2.187347,2017,N
COL,2013-2018,FALSE,INC,tot,.3909714,2017,N
COL,2013-2018,FALSE,INC,m50,1.326423,2017,N
COL,2013-2018,FALSE,INC,premium,1.796376,2017,N
COL,2014-2019,FALSE,INC,b40,.3674358,2017,N
COL,2014-2019,FALSE,INC,tot,-.481512,2017,N
COL,2014-2019,FALSE,INC,m50,.1927286,2017,N
COL,2014-2019,FALSE,INC,premium,.8489478,2017,N
COL,2015-2020,FALSE,INC,b40,-4.648187,2017,N
COL,2015-2020,FALSE,INC,tot,-2.656186,2017,N
COL,2015-2020,FALSE,INC,m50,-3.403962,2017,N
COL,2015-2020,FALSE,INC,premium,-1.992001,2017,N
COL,2016-2021,FALSE,INC,b40,-2.596617,2017,N
COL,2016-2021,FALSE,INC,tot,.7266771,2017,N
COL,2016-2021,FALSE,INC,m50,-1.572769,2017,N
COL,2016-2021,FALSE,INC,premium,-3.323294,2017,N
CRI,2004-2009,FALSE,INC,b40,4.890772,2017,N
CRI,2004-2009,FALSE,INC,tot,5.80489,2017,N
CRI,2004-2009,FALSE,INC,m50,4.634628,2017,N
CRI,2004-2009,FALSE,INC,premium,-.9141183,2017,N
CRI,2010-2013,FALSE,INC,b40,1.176307,2017,N
CRI,2010-2013,FALSE,INC,tot,3.171205,2017,N
CRI,2010-2013,FALSE,INC,m50,1.967317,2017,N
CRI,2010-2013,FALSE,INC,premium,-1.994898,2017,N
CRI,2010-2014,FALSE,INC,b40,.8245042,2017,N
CRI,2010-2014,FALSE,INC,tot,1.780281,2017,N
CRI,2010-2014,FALSE,INC,m50,1.610403,2017,N
CRI,2010-2014,FALSE,INC,premium,-.9557768,2017,N
CRI,2010-2015,FALSE,INC,b40,1.032014,2017,N
CRI,2010-2015,FALSE,INC,tot,1.435125,2017,N
CRI,2010-2015,FALSE,INC,m50,1.188519,2017,N
CRI,2010-2015,FALSE,INC,premium,-.4031112,2017,N
CRI,2011-2016,FALSE,INC,b40,1.751414,2017,N
CRI,2011-2016,FALSE,INC,tot,1.566964,2017,N
CRI,2011-2016,FALSE,INC,m50,1.374723,2017,N
CRI,2011-2016,FALSE,INC,premium,.1844501,2017,N
CRI,2012-2017,FALSE,INC,b40,1.607522,2017,N
CRI,2012-2017,FALSE,INC,tot,1.230899,2017,N
CRI,2012-2017,FALSE,INC,m50,.8922499,2017,N
CRI,2012-2017,FALSE,INC,premium,.3766228,2017,N
CRI,2013-2018,FALSE,INC,b40,1.066987,2017,N
CRI,2013-2018,FALSE,INC,tot,.1466542,2017,N
CRI,2013-2018,FALSE,INC,m50,1.05628,2017,N
CRI,2013-2018,FALSE,INC,premium,.9203331,2017,N
CRI,2014-2019,FALSE,INC,b40,1.002829,2017,N
CRI,2014-2019,FALSE,INC,tot,.5204831,2017,N
CRI,2014-2019,FALSE,INC,m50,.4979975,2017,N
CRI,2014-2019,FALSE,INC,premium,.4823455,2017,N
CRI,2015-2020,FALSE,INC,b40,-3.230086,2017,N
CRI,2015-2020,FALSE,INC,tot,-2.310465,2017,N
CRI,2015-2020,FALSE,INC,m50,-2.501528,2017,N
CRI,2015-2020,FALSE,INC,premium,-.9196215,2017,N
CRI,2016-2021,FALSE,INC,b40,-.4765798,2017,N
CRI,2016-2021,FALSE,INC,tot,-.5171373,2017,N
CRI,2016-2021,FALSE,INC,m50,-.5964444,2017,N
CRI,2016-2021,FALSE,INC,premium,.0405575,2017,N
CRI,2017-2022,FALSE,INC,b40,-.8456734,2017,N
CRI,2017-2022,FALSE,INC,tot,-1.404581,2017,N
CRI,2017-2022,FALSE,INC,m50,-.8688286,2017,N
CRI,2017-2022,FALSE,INC,premium,.5589075,2017,N
CYP,2007-2012,FALSE,INC,b40,-2.469069,2017,N
CYP,2007-2012,FALSE,INC,tot,-1.289614,2017,N
CYP,2007-2012,FALSE,INC,m50,-2.36669,2017,N
CYP,2007-2012,FALSE,INC,premium,-1.179456,2017,N
CYP,2009-2014,FALSE,INC,b40,-4.656645,2017,N
CYP,2009-2014,FALSE,INC,tot,-3.10465,2017,N
CYP,2009-2014,FALSE,INC,m50,-3.865087,2017,N
CYP,2009-2014,FALSE,INC,premium,-1.551995,2017,N
CYP,2010-2015,FALSE,INC,b40,-4.342192,2017,N
CYP,2010-2015,FALSE,INC,tot,-3.043531,2017,N
CYP,2010-2015,FALSE,INC,m50,-3.467896,2017,N
CYP,2010-2015,FALSE,INC,premium,-1.29866,2017,N
CYP,2012-2017,FALSE,INC,b40,.2911004,2017,N
CYP,2012-2017,FALSE,INC,tot,-.7832628,2017,N
CYP,2012-2017,FALSE,INC,m50,.2835903,2017,N
CYP,2012-2017,FALSE,INC,premium,1.074363,2017,N
CYP,2013-2018,FALSE,INC,b40,3.376096,2017,N
CYP,2013-2018,FALSE,INC,tot,1.524286,2017,N
CYP,2013-2018,FALSE,INC,m50,2.901341,2017,N
CYP,2013-2018,FALSE,INC,premium,1.85181,2017,N
CYP,2014-2019,FALSE,INC,b40,5.170501,2017,N
CYP,2014-2019,FALSE,INC,tot,3.109672,2017,N
CYP,2014-2019,FALSE,INC,m50,4.402519,2017,N
CYP,2014-2019,FALSE,INC,premium,2.060828,2017,N
CYP,2015-2020,FALSE,INC,b40,4.637362,2017,N
CYP,2015-2020,FALSE,INC,tot,3.257813,2017,N
CYP,2015-2020,FALSE,INC,m50,3.713305,2017,N
CYP,2015-2020,FALSE,INC,premium,1.379548,2017,N
CYP,2016-2021,FALSE,INC,b40,3.839189,2017,N
CYP,2016-2021,FALSE,INC,tot,3.110057,2017,N
CYP,2016-2021,FALSE,INC,m50,3.878046,2017,N
CYP,2016-2021,FALSE,INC,premium,.7291324,2017,N
CZE,2006-2011,FALSE,INC,b40,1.854872,2017,N
CZE,2006-2011,FALSE,INC,tot,1.759992,2017,N
CZE,2006-2011,FALSE,INC,m50,2.012783,2017,N
CZE,2006-2011,FALSE,INC,premium,.0948793,2017,N
CZE,2007-2012,FALSE,INC,b40,.1478294,2017,N
CZE,2007-2012,FALSE,INC,tot,.3709787,2017,N
CZE,2007-2012,FALSE,INC,m50,.6484012,2017,N
CZE,2007-2012,FALSE,INC,premium,-.2231493,2017,N
CZE,2009-2014,FALSE,INC,b40,.2221433,2017,N
CZE,2009-2014,FALSE,INC,tot,.1866078,2017,N
CZE,2009-2014,FALSE,INC,m50,.2041549,2017,N
CZE,2009-2014,FALSE,INC,premium,.0355355,2017,N
CZE,2010-2015,FALSE,INC,b40,1.424258,2017,N
CZE,2010-2015,FALSE,INC,tot,1.038777,2017,N
CZE,2010-2015,FALSE,INC,m50,1.08781,2017,N
CZE,2010-2015,FALSE,INC,premium,.3854805,2017,N
CZE,2012-2017,FALSE,INC,b40,3.526539,2017,N
CZE,2012-2017,FALSE,INC,tot,2.821775,2017,N
CZE,2012-2017,FALSE,INC,m50,2.551385,2017,N
CZE,2012-2017,FALSE,INC,premium,.7047639,2017,N
CZE,2013-2018,FALSE,INC,b40,4.396511,2017,N
CZE,2013-2018,FALSE,INC,tot,3.650666,2017,N
CZE,2013-2018,FALSE,INC,m50,3.379135,2017,N
CZE,2013-2018,FALSE,INC,premium,.7458446,2017,N
CZE,2014-2019,FALSE,INC,b40,4.397671,2017,N
CZE,2014-2019,FALSE,INC,tot,4.125237,2017,N
CZE,2014-2019,FALSE,INC,m50,3.95503,2017,N
CZE,2014-2019,FALSE,INC,premium,.2724342,2017,N
CZE,2015-2020,FALSE,INC,b40,3.501095,2017,N
CZE,2015-2020,FALSE,INC,tot,3.623816,2017,N
CZE,2015-2020,FALSE,INC,m50,3.419029,2017,N
CZE,2015-2020,FALSE,INC,premium,-.122721,2017,N
CZE,2016-2021,FALSE,INC,b40,3.519127,2017,N
CZE,2016-2021,FALSE,INC,tot,3.971618,2017,N
CZE,2016-2021,FALSE,INC,m50,3.694221,2017,N
CZE,2016-2021,FALSE,INC,premium,-.452491,2017,N
DEU,2006-2011,FALSE,INC,b40,.6259862,2017,N
DEU,2006-2011,FALSE,INC,tot,.4397199,2017,N
DEU,2006-2011,FALSE,INC,m50,.5716312,2017,N
DEU,2006-2011,FALSE,INC,premium,.1862663,2017,N
DEU,2007-2011,FALSE,INC,b40,.412241,2017,N
DEU,2007-2011,FALSE,INC,tot,.2060336,2017,N
DEU,2007-2011,FALSE,INC,m50,.3800529,2017,N
DEU,2007-2011,FALSE,INC,premium,.2062073,2017,N
DEU,2010-2015,FALSE,INC,b40,.3293546,2017,N
DEU,2010-2015,FALSE,INC,tot,.8949535,2017,N
DEU,2010-2015,FALSE,INC,m50,.7894762,2017,N
DEU,2010-2015,FALSE,INC,premium,-.5655988,2017,N
DEU,2011-2016,FALSE,INC,b40,.5892119,2017,N
DEU,2011-2016,FALSE,INC,tot,1.19099,2017,N
DEU,2011-2016,FALSE,INC,m50,1.415831,2017,N
DEU,2011-2016,FALSE,INC,premium,-.6017786,2017,N
DEU,2013-2018,FALSE,INC,b40,1.762682,2017,N
DEU,2013-2018,FALSE,INC,tot,1.896843,2017,N
DEU,2013-2018,FALSE,INC,m50,2.015891,2017,N
DEU,2013-2018,FALSE,INC,premium,-.134161,2017,N
DEU,2014-2019,FALSE,INC,b40,2.137908,2017,N
DEU,2014-2019,FALSE,INC,tot,2.343359,2017,N
DEU,2014-2019,FALSE,INC,m50,2.184987,2017,N
DEU,2014-2019,FALSE,INC,premium,-.205451,2017,N
DEU,2015-2019,FALSE,INC,b40,2.010543,2017,N
DEU,2015-2019,FALSE,INC,tot,2.049793,2017,N
DEU,2015-2019,FALSE,INC,m50,1.994665,2017,N
DEU,2015-2019,FALSE,INC,premium,-.0392497,2017,N
DNK,2007-2012,FALSE,INC,b40,-.2087157,2017,N
DNK,2007-2012,FALSE,INC,tot,.5901896,2017,N
DNK,2007-2012,FALSE,INC,m50,.3073229,2017,N
DNK,2007-2012,FALSE,INC,premium,-.7989053,2017,N
DNK,2009-2014,FALSE,INC,b40,1.918998,2017,N
DNK,2009-2014,FALSE,INC,tot,1.4508,2017,N
DNK,2009-2014,FALSE,INC,m50,.50278,2017,N
DNK,2009-2014,FALSE,INC,premium,.4681981,2017,N
DNK,2010-2015,FALSE,INC,b40,.5628458,2017,N
DNK,2010-2015,FALSE,INC,tot,.4548294,2017,N
DNK,2010-2015,FALSE,INC,m50,-.1039371,2017,N
DNK,2010-2015,FALSE,INC,premium,.1080164,2017,N
DNK,2012-2017,FALSE,INC,b40,1.338004,2017,N
DNK,2012-2017,FALSE,INC,tot,1.67848,2017,N
DNK,2012-2017,FALSE,INC,m50,1.457919,2017,N
DNK,2012-2017,FALSE,INC,premium,-.3404764,2017,N
DNK,2013-2018,FALSE,INC,b40,1.488646,2017,N
DNK,2013-2018,FALSE,INC,tot,1.3521,2017,N
DNK,2013-2018,FALSE,INC,m50,1.522806,2017,N
DNK,2013-2018,FALSE,INC,premium,.1365465,2017,N
DNK,2014-2019,FALSE,INC,b40,1.663043,2017,N
DNK,2014-2019,FALSE,INC,tot,1.229343,2017,N
DNK,2014-2019,FALSE,INC,m50,1.19589,2017,N
DNK,2014-2019,FALSE,INC,premium,.4336995,2017,N
DNK,2015-2020,FALSE,INC,b40,1.692457,2017,N
DNK,2015-2020,FALSE,INC,tot,1.594359,2017,N
DNK,2015-2020,FALSE,INC,m50,1.994045,2017,N
DNK,2015-2020,FALSE,INC,premium,.0980985,2017,N
DNK,2016-2021,FALSE,INC,b40,1.899325,2017,N
DNK,2016-2021,FALSE,INC,tot,1.797477,2017,N
DNK,2016-2021,FALSE,INC,m50,1.668185,2017,N
DNK,2016-2021,FALSE,INC,premium,.1018475,2017,N
DOM,2006-2011,FALSE,INC,b40,2.270508,2017,N
DOM,2006-2011,FALSE,INC,tot,-.4773115,2017,N
DOM,2006-2011,FALSE,INC,m50,1.051675,2017,N
DOM,2006-2011,FALSE,INC,premium,2.747819,2017,N
DOM,2007-2012,FALSE,INC,b40,2.098257,2017,N
DOM,2007-2012,FALSE,INC,tot,.3964682,2017,N
DOM,2007-2012,FALSE,INC,m50,1.151479,2017,N
DOM,2007-2012,FALSE,INC,premium,1.701789,2017,N
DOM,2009-2013,FALSE,INC,b40,2.022045,2017,N
DOM,2009-2013,FALSE,INC,tot,.8199288,2017,N
DOM,2009-2013,FALSE,INC,m50,1.219835,2017,N
DOM,2009-2013,FALSE,INC,premium,1.202117,2017,N
DOM,2010-2015,FALSE,INC,b40,5.287713,2017,N
DOM,2010-2015,FALSE,INC,tot,3.589957,2017,N
DOM,2010-2015,FALSE,INC,m50,4.447667,2017,N
DOM,2010-2015,FALSE,INC,premium,1.697756,2017,N
DOM,2011-2016,FALSE,INC,b40,5.191949,2017,N
DOM,2011-2016,FALSE,INC,tot,4.251822,2017,N
DOM,2011-2016,FALSE,INC,m50,5.564363,2017,N
DOM,2011-2016,FALSE,INC,premium,.9401274,2017,N
DOM,2017-2021,FALSE,INC,b40,.942562,2017,N
DOM,2017-2021,FALSE,INC,tot,-1.283247,2017,N
DOM,2017-2021,FALSE,INC,m50,.094365,2017,N
DOM,2017-2021,FALSE,INC,premium,2.225809,2017,N
DOM,2017-2022,FALSE,INC,b40,1.63214,2017,N
DOM,2017-2022,FALSE,INC,tot,-.5678328,2017,N
DOM,2017-2022,FALSE,INC,m50,1.493468,2017,N
DOM,2017-2022,FALSE,INC,premium,2.199973,2017,N
ECU,2007-2011,FALSE,INC,b40,6.666198,2017,N
ECU,2007-2011,FALSE,INC,tot,1.29717,2017,N
ECU,2007-2011,FALSE,INC,m50,5.704354,2017,N
ECU,2007-2011,FALSE,INC,premium,5.369028,2017,N
ECU,2007-2012,FALSE,INC,b40,6.508765,2017,N
ECU,2007-2012,FALSE,INC,tot,2.325222,2017,N
ECU,2007-2012,FALSE,INC,m50,6.175817,2017,N
ECU,2007-2012,FALSE,INC,premium,4.183544,2017,N
ECU,2009-2014,FALSE,INC,b40,7.450967,2017,N
ECU,2009-2014,FALSE,INC,tot,4.973997,2017,N
ECU,2009-2014,FALSE,INC,m50,6.478455,2017,N
ECU,2009-2014,FALSE,INC,premium,2.47697,2017,N
ECU,2010-2015,FALSE,INC,b40,4.782225,2017,N
ECU,2010-2015,FALSE,INC,tot,3.010163,2017,N
ECU,2010-2015,FALSE,INC,m50,4.264894,2017,N
ECU,2010-2015,FALSE,INC,premium,1.772062,2017,N
ECU,2011-2016,FALSE,INC,b40,2.951987,2017,N
ECU,2011-2016,FALSE,INC,tot,1.918784,2017,N
ECU,2011-2016,FALSE,INC,m50,2.37246,2017,N
ECU,2011-2016,FALSE,INC,premium,1.033203,2017,N
ECU,2012-2017,FALSE,INC,b40,2.408936,2017,N
ECU,2012-2017,FALSE,INC,tot,1.203642,2017,N
ECU,2012-2017,FALSE,INC,m50,1.623552,2017,N
ECU,2012-2017,FALSE,INC,premium,1.205294,2017,N
ECU,2013-2018,FALSE,INC,b40,1.255476,2017,N
ECU,2013-2018,FALSE,INC,tot,.4657048,2017,N
ECU,2013-2018,FALSE,INC,m50,1.331248,2017,N
ECU,2013-2018,FALSE,INC,premium,.7897717,2017,N
ECU,2014-2019,FALSE,INC,b40,-.9029373,2017,N
ECU,2014-2019,FALSE,INC,tot,-.1176703,2017,N
ECU,2014-2019,FALSE,INC,m50,-.1712757,2017,N
ECU,2014-2019,FALSE,INC,premium,-.785267,2017,N
ECU,2015-2020,FALSE,INC,b40,-3.491601,2017,N
ECU,2015-2020,FALSE,INC,tot,-2.571893,2017,N
ECU,2015-2020,FALSE,INC,m50,-2.994077,2017,N
ECU,2015-2020,FALSE,INC,premium,-.9197078,2017,N
ECU,2016-2021,FALSE,INC,b40,-1.363052,2017,N
ECU,2016-2021,FALSE,INC,tot,-.7660454,2017,N
ECU,2016-2021,FALSE,INC,m50,-1.192945,2017,N
ECU,2016-2021,FALSE,INC,premium,-.5970069,2017,N
ECU,2017-2022,FALSE,INC,b40,-1.13528,2017,N
ECU,2017-2022,FALSE,INC,tot,-.6347661,2017,N
ECU,2017-2022,FALSE,INC,m50,-.9473661,2017,N
ECU,2017-2022,FALSE,INC,premium,-.5005138,2017,N
EGY,2010-2012,FALSE,CONS,b40,3.196644,2017,N
EGY,2010-2012,FALSE,CONS,tot,1.083196,2017,N
EGY,2010-2012,FALSE,CONS,m50,2.273494,2017,N
EGY,2010-2012,FALSE,CONS,premium,2.113448,2017,N
EGY,2012-2015,FALSE,CONS,b40,.4967184,2017,N
EGY,2012-2015,FALSE,CONS,tot,3.253741,2017,N
EGY,2012-2015,FALSE,CONS,m50,1.542467,2017,N
EGY,2012-2015,FALSE,CONS,premium,-2.757023,2017,N
EGY,2012-2017,FALSE,CONS,b40,-2.50441,2017,N
EGY,2012-2017,FALSE,CONS,tot,-1.130973,2017,N
EGY,2012-2017,FALSE,CONS,m50,-1.845326,2017,N
EGY,2012-2017,FALSE,CONS,premium,-1.373436,2017,N
EGY,2015-2019,FALSE,CONS,b40,-1.748337,2017,N
EGY,2015-2019,FALSE,CONS,tot,-1.569081,2017,N
EGY,2015-2019,FALSE,CONS,m50,-1.529082,2017,N
EGY,2015-2019,FALSE,CONS,premium,-.1792557,2017,N
ESP,2007-2012,FALSE,INC,b40,-3.754265,2017,N
ESP,2007-2012,FALSE,INC,tot,-2.56454,2017,N
ESP,2007-2012,FALSE,INC,m50,-2.41798,2017,N
ESP,2007-2012,FALSE,INC,premium,-1.189725,2017,N
ESP,2008-2014,FALSE,INC,b40,-3.890708,2017,N
ESP,2008-2014,FALSE,INC,tot,-2.725404,2017,N
ESP,2008-2014,FALSE,INC,m50,-2.748878,2017,N
ESP,2008-2014,FALSE,INC,premium,-1.165303,2017,N
ESP,2010-2015,FALSE,INC,b40,-2.161923,2017,N
ESP,2010-2015,FALSE,INC,tot,-1.528348,2017,N
ESP,2010-2015,FALSE,INC,m50,-1.344195,2017,N
ESP,2010-2015,FALSE,INC,premium,-.6335753,2017,N
ESP,2012-2017,FALSE,INC,b40,1.754606,2017,N
ESP,2012-2017,FALSE,INC,tot,1.115323,2017,N
ESP,2012-2017,FALSE,INC,m50,1.198875,2017,N
ESP,2012-2017,FALSE,INC,premium,.6392827,2017,N
ESP,2013-2018,FALSE,INC,b40,3.214502,2017,N
ESP,2013-2018,FALSE,INC,tot,1.806415,2017,N
ESP,2013-2018,FALSE,INC,m50,1.661994,2017,N
ESP,2013-2018,FALSE,INC,premium,1.408087,2017,N
ESP,2014-2019,FALSE,INC,b40,4.026632,2017,N
ESP,2014-2019,FALSE,INC,tot,2.621267,2017,N
ESP,2014-2019,FALSE,INC,m50,2.842963,2017,N
ESP,2014-2019,FALSE,INC,premium,1.405365,2017,N
ESP,2015-2020,FALSE,INC,b40,2.676743,2017,N
ESP,2015-2020,FALSE,INC,tot,1.988677,2017,N
ESP,2015-2020,FALSE,INC,m50,2.28796,2017,N
ESP,2015-2020,FALSE,INC,premium,.6880656,2017,N
ESP,2016-2021,FALSE,INC,b40,3.073196,2017,N
ESP,2016-2021,FALSE,INC,tot,1.832552,2017,N
ESP,2016-2021,FALSE,INC,m50,1.981752,2017,N
ESP,2016-2021,FALSE,INC,premium,1.240644,2017,N
EST,2005-2010,FALSE,INC,b40,4.082884,2017,N
EST,2005-2010,FALSE,INC,tot,3.712994,2017,N
EST,2005-2010,FALSE,INC,m50,4.74789,2017,N
EST,2005-2010,FALSE,INC,premium,.3698905,2017,N
EST,2007-2012,FALSE,INC,b40,-.8381075,2017,N
EST,2007-2012,FALSE,INC,tot,.0280382,2017,N
EST,2007-2012,FALSE,INC,m50,-.3515857,2017,N
EST,2007-2012,FALSE,INC,premium,-.8661457,2017,N
EST,2009-2014,FALSE,INC,b40,2.039991,2017,N
EST,2009-2014,FALSE,INC,tot,3.890401,2017,N
EST,2009-2014,FALSE,INC,m50,2.819943,2017,N
EST,2009-2014,FALSE,INC,premium,-1.85041,2017,N
EST,2010-2015,FALSE,INC,b40,6.148415,2017,N
EST,2010-2015,FALSE,INC,tot,6.625207,2017,N
EST,2010-2015,FALSE,INC,m50,5.799629,2017,N
EST,2010-2015,FALSE,INC,premium,-.4767919,2017,N
EST,2012-2017,FALSE,INC,b40,7.980216,2017,N
EST,2012-2017,FALSE,INC,tot,7.197443,2017,N
EST,2012-2017,FALSE,INC,m50,8.002497,2017,N
EST,2012-2017,FALSE,INC,premium,.7827735,2017,N
EST,2013-2018,FALSE,INC,b40,8.62688,2017,N
EST,2013-2018,FALSE,INC,tot,6.607658,2017,N
EST,2013-2018,FALSE,INC,m50,8.286234,2017,N
EST,2013-2018,FALSE,INC,premium,2.019221,2017,N
EST,2014-2019,FALSE,INC,b40,8.025347,2017,N
EST,2014-2019,FALSE,INC,tot,6.099408,2017,N
EST,2014-2019,FALSE,INC,m50,7.293766,2017,N
EST,2014-2019,FALSE,INC,premium,1.925939,2017,N
EST,2015-2020,FALSE,INC,b40,6.62666,2017,N
EST,2015-2020,FALSE,INC,tot,5.558719,2017,N
EST,2015-2020,FALSE,INC,m50,6.241671,2017,N
EST,2015-2020,FALSE,INC,premium,1.067942,2017,N
EST,2016-2021,FALSE,INC,b40,7.042679,2017,N
EST,2016-2021,FALSE,INC,tot,6.979911,2017,N
EST,2016-2021,FALSE,INC,m50,6.69972,2017,N
EST,2016-2021,FALSE,INC,premium,.062768,2017,N
ETH,2004-2010,FALSE,CONS,b40,-.045065,2017,N
ETH,2004-2010,FALSE,CONS,tot,1.344104,2017,N
ETH,2004-2010,FALSE,CONS,m50,.7803346,2017,N
ETH,2004-2010,FALSE,CONS,premium,-1.389169,2017,N
ETH,2010-2015,FALSE,CONS,b40,.8024249,2017,N
ETH,2010-2015,FALSE,CONS,tot,2.018436,2017,N
ETH,2010-2015,FALSE,CONS,m50,2.09466,2017,N
ETH,2010-2015,FALSE,CONS,premium,-1.216011,2017,N
FIN,2007-2012,FALSE,INC,b40,1.558021,2017,N
FIN,2007-2012,FALSE,INC,tot,1.077896,2017,N
FIN,2007-2012,FALSE,INC,m50,1.358218,2017,N
FIN,2007-2012,FALSE,INC,premium,.4801255,2017,N
FIN,2009-2014,FALSE,INC,b40,.5838079,2017,N
FIN,2009-2014,FALSE,INC,tot,.2820952,2017,N
FIN,2009-2014,FALSE,INC,m50,.3748248,2017,N
FIN,2009-2014,FALSE,INC,premium,.3017127,2017,N
FIN,2010-2015,FALSE,INC,b40,.5345417,2017,N
FIN,2010-2015,FALSE,INC,tot,.1696624,2017,N
FIN,2010-2015,FALSE,INC,m50,.2794812,2017,N
FIN,2010-2015,FALSE,INC,premium,.3648793,2017,N
FIN,2012-2017,FALSE,INC,b40,.5795345,2017,N
FIN,2012-2017,FALSE,INC,tot,.6450995,2017,N
FIN,2012-2017,FALSE,INC,m50,.672241,2017,N
FIN,2012-2017,FALSE,INC,premium,-.065565,2017,N
FIN,2013-2018,FALSE,INC,b40,1.076794,2017,N
FIN,2013-2018,FALSE,INC,tot,1.031851,2017,N
FIN,2013-2018,FALSE,INC,m50,1.019433,2017,N
FIN,2013-2018,FALSE,INC,premium,.0449432,2017,N
FIN,2014-2019,FALSE,INC,b40,1.125364,2017,N
FIN,2014-2019,FALSE,INC,tot,1.490322,2017,N
FIN,2014-2019,FALSE,INC,m50,1.394317,2017,N
FIN,2014-2019,FALSE,INC,premium,-.3649582,2017,N
FIN,2015-2020,FALSE,INC,b40,1.381052,2017,N
FIN,2015-2020,FALSE,INC,tot,1.297025,2017,N
FIN,2015-2020,FALSE,INC,m50,1.283133,2017,N
FIN,2015-2020,FALSE,INC,premium,.0840274,2017,N
FIN,2016-2021,FALSE,INC,b40,1.237844,2017,N
FIN,2016-2021,FALSE,INC,tot,1.480824,2017,N
FIN,2016-2021,FALSE,INC,m50,1.298697,2017,N
FIN,2016-2021,FALSE,INC,premium,-.2429805,2017,N
FJI,2008-2013,FALSE,CONS,b40,1.176863,2017,N
FJI,2008-2013,FALSE,CONS,tot,-.5076993,2017,N
FJI,2008-2013,FALSE,CONS,m50,.7321037,2017,N
FJI,2008-2013,FALSE,CONS,premium,1.684563,2017,N
FRA,2007-2012,FALSE,INC,b40,.1171926,2017,N
FRA,2007-2012,FALSE,INC,tot,.3703367,2017,N
FRA,2007-2012,FALSE,INC,m50,.4721682,2017,N
FRA,2007-2012,FALSE,INC,premium,-.2531441,2017,N
FRA,2009-2014,FALSE,INC,b40,.3091288,2017,N
FRA,2009-2014,FALSE,INC,tot,.0483597,2017,N
FRA,2009-2014,FALSE,INC,m50,.1620853,2017,N
FRA,2009-2014,FALSE,INC,premium,.2607691,2017,N
FRA,2010-2015,FALSE,INC,b40,.737758,2017,N
FRA,2010-2015,FALSE,INC,tot,.2096164,2017,N
FRA,2010-2015,FALSE,INC,m50,.7124155,2017,N
FRA,2010-2015,FALSE,INC,premium,.5281416,2017,N
FRA,2012-2017,FALSE,INC,b40,.6126003,2017,N
FRA,2012-2017,FALSE,INC,tot,.1891108,2017,N
FRA,2012-2017,FALSE,INC,m50,.7980712,2017,N
FRA,2012-2017,FALSE,INC,premium,.4234895,2017,N
FRA,2013-2018,FALSE,INC,b40,.9723765,2017,N
FRA,2013-2018,FALSE,INC,tot,.7697811,2017,N
FRA,2013-2018,FALSE,INC,m50,.9057354,2017,N
FRA,2013-2018,FALSE,INC,premium,.2025954,2017,N
FRA,2015-2020,FALSE,INC,b40,-.1063615,2017,N
FRA,2015-2020,FALSE,INC,tot,-.5167831,2017,N
FRA,2015-2020,FALSE,INC,m50,.4053072,2017,N
FRA,2015-2020,FALSE,INC,premium,.4104216,2017,N
FRA,2016-2021,FALSE,INC,b40,-.5631546,2017,N
FRA,2016-2021,FALSE,INC,tot,-.4711039,2017,N
FRA,2016-2021,FALSE,INC,m50,-.0125088,2017,N
FRA,2016-2021,FALSE,INC,premium,-.0920507,2017,N
GBR,2007-2012,FALSE,INC,b40,-.0806641,2017,N
GBR,2007-2012,FALSE,INC,tot,-.8539091,2017,N
GBR,2007-2012,FALSE,INC,m50,-.7026743,2017,N
GBR,2007-2012,FALSE,INC,premium,.7732451,2017,N
GBR,2009-2014,FALSE,INC,b40,.4182357,2017,N
GBR,2009-2014,FALSE,INC,tot,-.3389388,2017,N
GBR,2009-2014,FALSE,INC,m50,.3582526,2017,N
GBR,2009-2014,FALSE,INC,premium,.7571745,2017,N
GBR,2010-2015,FALSE,INC,b40,.4472871,2017,N
GBR,2010-2015,FALSE,INC,tot,.4848174,2017,N
GBR,2010-2015,FALSE,INC,m50,.6715668,2017,N
GBR,2010-2015,FALSE,INC,premium,-.0375303,2017,N
GBR,2011-2016,FALSE,INC,b40,.9285692,2017,N
GBR,2011-2016,FALSE,INC,tot,1.054705,2017,N
GBR,2011-2016,FALSE,INC,m50,1.274221,2017,N
GBR,2011-2016,FALSE,INC,premium,-.1261362,2017,N
GBR,2012-2017,FALSE,INC,b40,.9930264,2017,N
GBR,2012-2017,FALSE,INC,tot,1.001626,2017,N
GBR,2012-2017,FALSE,INC,m50,1.474694,2017,N
