xyzdmxyzcountry,xyzdmxyzyearrange,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzdistribution,xyzdpxyzsi_spr_pcap_zg,xyzdcxyzpppyear,xyzdmxyzcoverage,survey_coverage
ROU,2015-2020,FALSE,INC,b40,15.54901,2021,N,N
ROU,2015-2020,FALSE,INC,premium,1.256354,2021,N,N
ROU,2015-2020,FALSE,INC,m50,14.17727,2021,N,N
ROU,2015-2020,FALSE,INC,tot,14.29265,2021,N,N
ROU,2015-2020,FALSE,INC,premium,1.256352,2017,N,N
ROU,2015-2020,FALSE,INC,tot,14.29266,2017,N,N
ROU,2016-2021,FALSE,INC,tot,13.4636,2017,N,N
ROU,2016-2021,FALSE,INC,premium,1.049868,2021,N,N
ROU,2016-2021,FALSE,INC,b40,14.51348,2017,N,N
ROU,2016-2021,FALSE,INC,m50,13.09843,2017,N,N
ROU,2016-2021,FALSE,INC,premium,1.049878,2017,N,N
ROU,2016-2021,FALSE,INC,tot,13.46361,2021,N,N
ROU,2016-2021,FALSE,INC,b40,14.51348,2021,N,N
ROU,2016-2021,FALSE,INC,m50,13.09842,2021,N,N
ROU,2017-2022,FALSE,INC,premium,2.57038,2021,N,N
ROU,2017-2022,FALSE,INC,m50,9.830916,2017,N,N
ROU,2017-2022,FALSE,INC,b40,11.41997,2017,N,N
ROU,2017-2022,FALSE,INC,premium,2.57035,2017,N,N
ROU,2017-2022,FALSE,INC,tot,8.849618,2017,N,N
ROU,2017-2022,FALSE,INC,m50,9.830913,2021,N,N
ROU,2017-2022,FALSE,INC,b40,11.42,2021,N,N
ROU,2017-2022,FALSE,INC,tot,8.849625,2021,N,N
ROU,2018-2023,FALSE,INC,b40,11.95107,2021,N,N
ROU,2018-2023,FALSE,INC,b40,11.95104,2017,N,N
ROU,2018-2023,FALSE,INC,m50,9.407679,2017,N,N
ROU,2018-2023,FALSE,INC,tot,7.874703,2017,N,N
ROU,2018-2023,FALSE,INC,premium,4.076341,2017,N,N
ROU,2018-2023,FALSE,INC,tot,7.874711,2021,N,N
ROU,2018-2023,FALSE,INC,m50,9.407679,2021,N,N
ROU,2018-2023,FALSE,INC,premium,4.076356,2021,N,N
RUS,2004-2009,FALSE,CONS,tot,7.952612,2017,N,N
RUS,2004-2009,FALSE,CONS,tot,7.952615,2021,N,N
RUS,2004-2009,FALSE,CONS,premium,.9269252,2017,N,N
RUS,2004-2009,FALSE,CONS,b40,8.879538,2017,N,N
RUS,2004-2009,FALSE,CONS,m50,7.763071,2021,N,N
RUS,2004-2009,FALSE,CONS,premium,.9269209,2021,N,N
RUS,2004-2009,FALSE,CONS,m50,7.763074,2017,N,N
RUS,2004-2009,FALSE,CONS,b40,8.879536,2021,N,N
RUS,2007-2012,FALSE,CONS,m50,4.830373,2021,N,N
RUS,2007-2012,FALSE,CONS,b40,5.698356,2017,N,N
RUS,2007-2012,FALSE,CONS,b40,5.698351,2021,N,N
RUS,2007-2012,FALSE,CONS,m50,4.830374,2017,N,N
RUS,2007-2012,FALSE,CONS,premium,1.277196,2017,N,N
RUS,2007-2012,FALSE,CONS,tot,4.421159,2017,N,N
RUS,2007-2012,FALSE,CONS,premium,1.277192,2021,N,N
RUS,2007-2012,FALSE,CONS,tot,4.421159,2021,N,N
RUS,2015-2020,FALSE,CONS,b40,.5925801,2021,N,N
RUS,2015-2020,FALSE,CONS,premium,1.072654,2017,N,N
RUS,2015-2020,FALSE,CONS,m50,.0142843,2017,N,N
RUS,2015-2020,FALSE,CONS,tot,-.4800907,2021,N,N
RUS,2015-2020,FALSE,CONS,tot,-.4800853,2017,N,N
RUS,2015-2020,FALSE,CONS,m50,.0142777,2021,N,N
RUS,2015-2020,FALSE,CONS,premium,1.072671,2021,N,N
RUS,2015-2020,FALSE,CONS,b40,.5925688,2017,N,N
RUS,2016-2021,FALSE,INC,b40,1.604964,2021,N,N
RUS,2016-2021,FALSE,INC,tot,.3752933,2017,N,N
RUS,2016-2021,FALSE,INC,m50,.4433949,2017,N,N
RUS,2016-2021,FALSE,INC,tot,.3752907,2021,N,N
RUS,2016-2021,FALSE,INC,b40,1.604958,2017,N,N
RUS,2016-2021,FALSE,INC,premium,1.229674,2021,N,N
RUS,2016-2021,FALSE,INC,m50,.4434007,2021,N,N
RUS,2016-2021,FALSE,INC,premium,1.229664,2017,N,N
RUS,2018-2023,FALSE,INC,m50,1.948174,2017,N,N
RUS,2018-2023,FALSE,INC,premium,1.483024,2021,N,N
RUS,2018-2023,FALSE,INC,b40,3.406774,2017,N,N
RUS,2018-2023,FALSE,INC,m50,1.948181,2021,N,N
RUS,2018-2023,FALSE,INC,premium,1.483024,2017,N,N
RUS,2018-2023,FALSE,INC,tot,1.92375,2021,N,N
RUS,2018-2023,FALSE,INC,b40,3.406774,2021,N,N
RUS,2018-2023,FALSE,INC,tot,1.92375,2017,N,N
RWA,2005-2010,FALSE,CONS,m50,2.93307,2021,N,N
RWA,2005-2010,FALSE,CONS,tot,1.210672,2017,N,N
RWA,2005-2010,FALSE,CONS,b40,4.258663,2017,N,N
RWA,2005-2010,FALSE,CONS,b40,4.259953,2021,N,N
RWA,2005-2010,FALSE,CONS,premium,3.047991,2017,N,N
RWA,2005-2010,FALSE,CONS,m50,2.933074,2017,N,N
RWA,2005-2010,FALSE,CONS,tot,1.210826,2021,N,N
RWA,2005-2010,FALSE,CONS,premium,3.049127,2021,N,N
RWA,2010-2013,FALSE,CONS,m50,3.66652,2017,N,N
RWA,2010-2013,FALSE,CONS,tot,2.209402,2017,N,N
RWA,2010-2013,FALSE,CONS,premium,2.025709,2017,N,N
RWA,2010-2013,FALSE,CONS,b40,4.235149,2021,N,N
RWA,2010-2013,FALSE,CONS,tot,2.20941,2021,N,N
RWA,2010-2013,FALSE,CONS,m50,3.666528,2021,N,N
RWA,2010-2013,FALSE,CONS,premium,2.025739,2021,N,N
RWA,2010-2013,FALSE,CONS,b40,4.235111,2017,N,N
RWA,2013-2016,FALSE,CONS,b40,.3050016,2017,N,N
RWA,2013-2016,FALSE,CONS,m50,.5494193,2017,N,N
RWA,2013-2016,FALSE,CONS,tot,-.1627916,2021,N,N
RWA,2013-2016,FALSE,CONS,m50,.5494152,2021,N,N
RWA,2013-2016,FALSE,CONS,b40,.3050188,2021,N,N
RWA,2013-2016,FALSE,CONS,premium,.4677987,2017,N,N
RWA,2013-2016,FALSE,CONS,premium,.4678104,2021,N,N
RWA,2013-2016,FALSE,CONS,tot,-.1627971,2017,N,N
SEN,2005-2011,FALSE,CONS,m50,-.0339954,2017,N,N
SEN,2005-2011,FALSE,CONS,b40,-.276973,2017,N,N
SEN,2005-2011,FALSE,CONS,tot,.2652476,2021,N,N
SEN,2005-2011,FALSE,CONS,tot,.2652573,2017,N,N
SEN,2005-2011,FALSE,CONS,premium,-.5422302,2017,N,N
SEN,2005-2011,FALSE,CONS,b40,-.2770194,2021,N,N
SEN,2005-2011,FALSE,CONS,premium,-.542267,2021,N,N
SEN,2005-2011,FALSE,CONS,m50,-.0339948,2021,N,N
SEN,2018-2021,FALSE,CONS,premium,1.503421,2021,N,N
SEN,2018-2021,FALSE,CONS,m50,.2180303,2021,N,N
SEN,2018-2021,FALSE,CONS,premium,1.503421,2017,N,N
SEN,2018-2021,FALSE,CONS,m50,.2180354,2017,N,N
SEN,2018-2021,FALSE,CONS,b40,.4110073,2021,N,N
SEN,2018-2021,FALSE,CONS,tot,-1.092412,2017,N,N
SEN,2018-2021,FALSE,CONS,b40,.4110096,2017,N,N
SEN,2018-2021,FALSE,CONS,tot,-1.092414,2021,N,N
SLE,2011-2018,FALSE,CONS,m50,2.377183,2021,N,N
SLE,2011-2018,FALSE,CONS,b40,2.666842,2021,N,N
SLE,2011-2018,FALSE,CONS,tot,2.864052,2017,N,N
SLE,2011-2018,FALSE,CONS,premium,-.1972146,2021,N,N
SLE,2011-2018,FALSE,CONS,tot,2.864057,2021,N,N
SLE,2011-2018,FALSE,CONS,m50,2.377184,2017,N,N
SLE,2011-2018,FALSE,CONS,b40,2.666826,2017,N,N
SLE,2011-2018,FALSE,CONS,premium,-.1972268,2017,N,N
SLV,2006-2011,FALSE,INC,premium,2.080076,2017,N,N
SLV,2006-2011,FALSE,INC,premium,2.079973,2021,N,N
SLV,2006-2011,FALSE,INC,m50,.1756311,2021,N,N
SLV,2006-2011,FALSE,INC,tot,-.7474141,2017,N,N
SLV,2006-2011,FALSE,INC,b40,1.332548,2021,N,N
SLV,2006-2011,FALSE,INC,b40,1.332661,2017,N,N
SLV,2006-2011,FALSE,INC,tot,-.7474253,2021,N,N
SLV,2006-2011,FALSE,INC,m50,.1756323,2017,N,N
SLV,2007-2012,FALSE,INC,premium,1.725788,2017,N,N
SLV,2007-2012,FALSE,INC,b40,.3144092,2021,N,N
SLV,2007-2012,FALSE,INC,premium,1.725775,2021,N,N
SLV,2007-2012,FALSE,INC,b40,.3144364,2017,N,N
SLV,2007-2012,FALSE,INC,m50,.0092933,2017,N,N
SLV,2007-2012,FALSE,INC,tot,-1.411352,2017,N,N
SLV,2007-2012,FALSE,INC,m50,.0092935,2021,N,N
SLV,2007-2012,FALSE,INC,tot,-1.411366,2021,N,N
SLV,2009-2014,FALSE,INC,m50,2.606105,2017,N,N
SLV,2009-2014,FALSE,INC,premium,2.518915,2017,N,N
SLV,2009-2014,FALSE,INC,m50,2.606106,2021,N,N
SLV,2009-2014,FALSE,INC,b40,4.004498,2017,N,N
SLV,2009-2014,FALSE,INC,tot,1.485583,2017,N,N
SLV,2009-2014,FALSE,INC,b40,4.004504,2021,N,N
SLV,2009-2014,FALSE,INC,tot,1.48558,2021,N,N
SLV,2009-2014,FALSE,INC,premium,2.518924,2021,N,N
SLV,2010-2015,FALSE,INC,m50,2.995079,2017,N,N
SLV,2010-2015,FALSE,INC,premium,2.385687,2017,N,N
SLV,2010-2015,FALSE,INC,m50,2.995078,2021,N,N
SLV,2010-2015,FALSE,INC,b40,4.659775,2017,N,N
SLV,2010-2015,FALSE,INC,b40,4.659747,2021,N,N
SLV,2010-2015,FALSE,INC,tot,2.274088,2017,N,N
SLV,2010-2015,FALSE,INC,tot,2.274086,2021,N,N
SLV,2010-2015,FALSE,INC,premium,2.38566,2021,N,N
SLV,2011-2016,FALSE,INC,premium,1.152796,2021,N,N
SLV,2011-2016,FALSE,INC,m50,4.12367,2021,N,N
SLV,2011-2016,FALSE,INC,m50,4.123668,2017,N,N
SLV,2011-2016,FALSE,INC,tot,2.927779,2017,N,N
SLV,2011-2016,FALSE,INC,premium,1.152794,2017,N,N
SLV,2011-2016,FALSE,INC,tot,2.92777,2021,N,N
SLV,2011-2016,FALSE,INC,b40,4.080566,2021,N,N
SLV,2011-2016,FALSE,INC,b40,4.080574,2017,N,N
SLV,2012-2017,FALSE,INC,premium,1.848583,2021,N,N
SLV,2012-2017,FALSE,INC,premium,1.848591,2017,N,N
SLV,2012-2017,FALSE,INC,b40,4.15673,2021,N,N
SLV,2012-2017,FALSE,INC,tot,2.308147,2021,N,N
SLV,2012-2017,FALSE,INC,tot,2.308144,2017,N,N
SLV,2012-2017,FALSE,INC,m50,3.6755,2017,N,N
SLV,2012-2017,FALSE,INC,b40,4.156735,2017,N,N
SLV,2012-2017,FALSE,INC,m50,3.675498,2021,N,N
SLV,2013-2018,FALSE,INC,tot,1.791741,2021,N,N
SLV,2013-2018,FALSE,INC,tot,1.791748,2017,N,N
SLV,2013-2018,FALSE,INC,premium,2.133997,2017,N,N
SLV,2013-2018,FALSE,INC,b40,3.925745,2017,N,N
SLV,2013-2018,FALSE,INC,m50,3.524288,2017,N,N
SLV,2013-2018,FALSE,INC,premium,2.133995,2021,N,N
SLV,2013-2018,FALSE,INC,m50,3.524292,2021,N,N
SLV,2013-2018,FALSE,INC,b40,3.925735,2021,N,N
SLV,2014-2019,FALSE,INC,m50,5.035274,2017,N,N
SLV,2014-2019,FALSE,INC,b40,5.544393,2021,N,N
SLV,2014-2019,FALSE,INC,m50,5.03528,2021,N,N
SLV,2014-2019,FALSE,INC,b40,5.544405,2017,N,N
SLV,2014-2019,FALSE,INC,tot,4.023987,2017,N,N
SLV,2014-2019,FALSE,INC,premium,1.520408,2021,N,N
SLV,2014-2019,FALSE,INC,premium,1.520418,2017,N,N
SLV,2014-2019,FALSE,INC,tot,4.023985,2021,N,N
SLV,2016-2021,FALSE,INC,b40,3.358598,2021,N,N
SLV,2016-2021,FALSE,INC,premium,-.0187001,2017,N,N
SLV,2016-2021,FALSE,INC,tot,3.377222,2021,N,N
SLV,2016-2021,FALSE,INC,m50,4.119534,2021,N,N
SLV,2016-2021,FALSE,INC,tot,3.3772,2017,N,N
SLV,2016-2021,FALSE,INC,m50,4.119534,2017,N,N
SLV,2016-2021,FALSE,INC,b40,3.3585,2017,N,N
SLV,2016-2021,FALSE,INC,premium,-.0186241,2021,N,N
SLV,2017-2022,FALSE,INC,premium,-.9101589,2017,N,N
SLV,2017-2022,FALSE,INC,tot,3.427294,2017,N,N
SLV,2017-2022,FALSE,INC,m50,3.71257,2017,N,N
SLV,2017-2022,FALSE,INC,premium,-.9100261,2021,N,N
SLV,2017-2022,FALSE,INC,tot,3.427311,2021,N,N
SLV,2017-2022,FALSE,INC,b40,2.517135,2017,N,N
SLV,2017-2022,FALSE,INC,b40,2.517285,2021,N,N
SLV,2017-2022,FALSE,INC,m50,3.712573,2021,N,N
SLV,2018-2023,FALSE,INC,b40,2.69004,2017,N,N
SLV,2018-2023,FALSE,INC,m50,3.437864,2017,N,N
SLV,2018-2023,FALSE,INC,premium,-.9291487,2017,N,N
SLV,2018-2023,FALSE,INC,m50,3.437863,2021,N,N
SLV,2018-2023,FALSE,INC,b40,2.690159,2021,N,N
SLV,2018-2023,FALSE,INC,tot,3.619217,2021,N,N
SLV,2018-2023,FALSE,INC,premium,-.9290576,2021,N,N
SLV,2018-2023,FALSE,INC,tot,3.619189,2017,N,N
SRB,2007-2010,FALSE,CONS,premium,-.5566502,2021,N,N
SRB,2007-2010,FALSE,CONS,tot,-.996459,2017,N,N
SRB,2007-2010,FALSE,CONS,m50,-1.026567,2021,N,N
SRB,2007-2010,FALSE,CONS,b40,-1.553128,2017,N,N
SRB,2007-2010,FALSE,CONS,tot,-.9964793,2021,N,N
SRB,2007-2010,FALSE,CONS,premium,-.5566685,2017,N,N
SRB,2007-2010,FALSE,CONS,m50,-1.026574,2017,N,N
SRB,2007-2010,FALSE,CONS,b40,-1.55313,2021,N,N
SRB,2008-2013,FALSE,CONS,b40,-1.982438,2017,N,N
SRB,2008-2013,FALSE,CONS,premium,-.8456904,2021,N,N
SRB,2008-2013,FALSE,CONS,m50,-1.121105,2021,N,N
SRB,2008-2013,FALSE,CONS,m50,-1.121083,2017,N,N
SRB,2008-2013,FALSE,CONS,tot,-1.136747,2021,N,N
SRB,2008-2013,FALSE,CONS,premium,-.8456823,2017,N,N
SRB,2008-2013,FALSE,CONS,b40,-1.982437,2021,N,N
SRB,2008-2013,FALSE,CONS,tot,-1.136755,2017,N,N
SRB,2012-2014,FALSE,INC,tot,-3.920779,2021,N,N
SRB,2012-2014,FALSE,INC,premium,-1.667268,2017,N,N
SRB,2012-2014,FALSE,INC,m50,-3.062798,2021,N,N
SRB,2012-2014,FALSE,INC,tot,-3.92102,2017,N,N
SRB,2012-2015,FALSE,INC,premium,-.6260535,2021,N,N
SRB,2012-2015,FALSE,INC,m50,-1.667454,2017,N,N
SRB,2012-2014,FALSE,INC,b40,-5.588288,2017,N,N
SRB,2012-2015,FALSE,INC,b40,-2.40764,2017,N,N
SRB,2012-2015,FALSE,INC,b40,-2.406696,2021,N,N
SRB,2012-2014,FALSE,INC,premium,-1.666072,2021,N,N
SRB,2012-2015,FALSE,INC,m50,-1.667481,2021,N,N
SRB,2012-2014,FALSE,INC,m50,-3.062783,2017,N,N
SRB,2012-2014,FALSE,INC,b40,-5.58685,2021,N,N
SRB,2012-2015,FALSE,INC,tot,-1.780795,2017,N,N
SRB,2012-2015,FALSE,INC,tot,-1.780642,2021,N,N
SRB,2012-2015,FALSE,INC,premium,-.6268446,2017,N,N
SRB,2013-2017,FALSE,INC,b40,4.139512,2021,N,N
SRB,2013-2017,FALSE,INC,tot,1.539133,2021,N,N
SRB,2013-2017,FALSE,INC,tot,1.539137,2017,N,N
SRB,2013-2017,FALSE,INC,m50,2.702192,2021,N,N
SRB,2013-2017,FALSE,INC,b40,4.139622,2017,N,N
SRB,2013-2017,FALSE,INC,premium,2.600379,2021,N,N
SRB,2013-2017,FALSE,INC,m50,2.70219,2017,N,N
SRB,2013-2017,FALSE,INC,premium,2.600485,2017,N,N
SRB,2015-2020,FALSE,INC,b40,12.09321,2017,N,N
SRB,2015-2020,FALSE,INC,m50,8.140495,2021,N,N
SRB,2015-2020,FALSE,INC,m50,8.140482,2017,N,N
SRB,2015-2020,FALSE,INC,tot,7.387783,2017,N,N
SRB,2015-2020,FALSE,INC,b40,12.09157,2021,N,N
SRB,2015-2020,FALSE,INC,premium,4.704028,2021,N,N
SRB,2015-2020,FALSE,INC,tot,7.387539,2021,N,N
SRB,2015-2020,FALSE,INC,premium,4.705429,2017,N,N
SRB,2016-2021,FALSE,INC,premium,5.03996,2017,N,N
SRB,2016-2021,FALSE,INC,b40,12.86666,2021,N,N
SRB,2016-2021,FALSE,INC,tot,7.828062,2021,N,N
SRB,2016-2021,FALSE,INC,b40,12.86825,2017,N,N
SRB,2016-2021,FALSE,INC,m50,7.82825,2021,N,N
SRB,2016-2021,FALSE,INC,m50,7.828244,2017,N,N
SRB,2016-2021,FALSE,INC,tot,7.828292,2017,N,N
SRB,2016-2021,FALSE,INC,premium,5.038603,2021,N,N
SRB,2017-2022,FALSE,INC,b40,10.49373,2017,N,N
SRB,2017-2022,FALSE,INC,m50,7.895775,2017,N,N
SRB,2017-2022,FALSE,INC,m50,7.89579,2021,N,N
SRB,2017-2022,FALSE,INC,tot,7.768501,2021,N,N
SRB,2017-2022,FALSE,INC,b40,10.49265,2021,N,N
SRB,2017-2022,FALSE,INC,tot,7.768677,2017,N,N
SRB,2017-2022,FALSE,INC,premium,2.72415,2021,N,N
SRB,2017-2022,FALSE,INC,premium,2.725055,2017,N,N
SRB,2018-2023,FALSE,INC,b40,8.688669,2021,N,N
SRB,2018-2023,FALSE,INC,tot,6.972467,2021,N,N
SRB,2018-2023,FALSE,INC,premium,1.716202,2021,N,N
SRB,2018-2023,FALSE,INC,m50,7.37289,2021,N,N
SRB,2018-2023,FALSE,INC,b40,8.68897,2017,N,N
SRB,2018-2023,FALSE,INC,m50,7.372895,2017,N,N
SRB,2018-2023,FALSE,INC,tot,6.972524,2017,N,N
SRB,2018-2023,FALSE,INC,premium,1.716446,2017,N,N
SVK,2006-2011,FALSE,INC,b40,3.144264,2017,N,N
SVK,2006-2011,FALSE,INC,m50,4.205527,2017,N,N
SVK,2006-2011,FALSE,INC,b40,3.144253,2021,N,N
SVK,2006-2011,FALSE,INC,tot,4.008708,2017,N,N
SVK,2006-2011,FALSE,INC,premium,-.8644435,2017,N,N
SVK,2006-2011,FALSE,INC,tot,4.008703,2021,N,N
SVK,2006-2011,FALSE,INC,m50,4.205527,2021,N,N
SVK,2006-2011,FALSE,INC,premium,-.8644493,2021,N,N
SVK,2007-2012,FALSE,INC,premium,-1.171706,2017,N,N
SVK,2007-2012,FALSE,INC,tot,1.497442,2021,N,N
SVK,2007-2012,FALSE,INC,b40,.3257269,2021,N,N
SVK,2007-2012,FALSE,INC,tot,1.497436,2017,N,N
SVK,2007-2012,FALSE,INC,b40,.3257293,2017,N,N
SVK,2007-2012,FALSE,INC,m50,1.694549,2021,N,N
SVK,2007-2012,FALSE,INC,premium,-1.171715,2021,N,N
SVK,2007-2012,FALSE,INC,m50,1.694543,2017,N,N
SVK,2009-2014,FALSE,INC,b40,-.4363497,2021,N,N
SVK,2009-2014,FALSE,INC,premium,.0834307,2021,N,N
SVK,2009-2014,FALSE,INC,tot,-.5197804,2021,N,N
SVK,2009-2014,FALSE,INC,tot,-.5197741,2017,N,N
SVK,2009-2014,FALSE,INC,b40,-.4363299,2017,N,N
SVK,2009-2014,FALSE,INC,m50,.3888135,2021,N,N
SVK,2009-2014,FALSE,INC,m50,.3888085,2017,N,N
SVK,2009-2014,FALSE,INC,premium,.0834442,2017,N,N
SVK,2010-2015,FALSE,INC,b40,-.4310226,2017,N,N
SVK,2010-2015,FALSE,INC,premium,.1201052,2017,N,N
SVK,2010-2015,FALSE,INC,tot,-.5511279,2017,N,N
SVK,2010-2015,FALSE,INC,m50,-.0427511,2017,N,N
SVK,2010-2015,FALSE,INC,b40,-.4310348,2021,N,N
SVK,2010-2015,FALSE,INC,m50,-.042754,2021,N,N
SVK,2010-2015,FALSE,INC,premium,.1200972,2021,N,N
SVK,2010-2015,FALSE,INC,tot,-.551132,2021,N,N
SVK,2011-2016,FALSE,INC,b40,-.4960474,2021,N,N
SVK,2011-2016,FALSE,INC,b40,-.4960176,2017,N,N
SVK,2011-2016,FALSE,INC,m50,-.505253,2021,N,N
SVK,2011-2016,FALSE,INC,tot,-1.059335,2021,N,N
SVK,2011-2016,FALSE,INC,premium,.5633134,2017,N,N
SVK,2011-2016,FALSE,INC,tot,-1.059331,2017,N,N
SVK,2011-2016,FALSE,INC,premium,.5632877,2021,N,N
SVK,2011-2016,FALSE,INC,m50,-.5052504,2017,N,N
SVK,2013-2018,FALSE,INC,premium,1.327988,2021,N,N
SVK,2013-2018,FALSE,INC,m50,2.428323,2021,N,N
SVK,2013-2018,FALSE,INC,premium,1.327994,2017,N,N
SVK,2013-2018,FALSE,INC,tot,1.873091,2021,N,N
SVK,2013-2018,FALSE,INC,m50,2.428323,2017,N,N
SVK,2013-2018,FALSE,INC,tot,1.873095,2017,N,N
SVK,2013-2018,FALSE,INC,b40,3.201079,2021,N,N
SVK,2013-2018,FALSE,INC,b40,3.201088,2017,N,N
SVK,2014-2019,FALSE,INC,premium,1.57124,2021,N,N
SVK,2014-2019,FALSE,INC,b40,4.477504,2017,N,N
SVK,2014-2019,FALSE,INC,b40,4.47752,2021,N,N
SVK,2014-2019,FALSE,INC,tot,2.90627,2017,N,N
SVK,2014-2019,FALSE,INC,premium,1.571234,2017,N,N
SVK,2014-2019,FALSE,INC,m50,2.989123,2021,N,N
SVK,2014-2019,FALSE,INC,m50,2.989115,2017,N,N
SVK,2014-2019,FALSE,INC,tot,2.90628,2021,N,N
SVK,2016-2021,FALSE,INC,m50,1.172569,2017,N,N
SVK,2016-2021,FALSE,INC,tot,1.286115,2021,N,N
SVK,2016-2021,FALSE,INC,premium,.3988764,2021,N,N
SVK,2016-2021,FALSE,INC,b40,1.684991,2021,N,N
SVK,2016-2021,FALSE,INC,premium,.3988688,2017,N,N
SVK,2016-2021,FALSE,INC,tot,1.286102,2017,N,N
SVK,2016-2021,FALSE,INC,b40,1.684971,2017,N,N
SVK,2016-2021,FALSE,INC,m50,1.17257,2021,N,N
SVK,2017-2022,FALSE,INC,tot,-1.306707,2017,N,N
SVK,2017-2022,FALSE,INC,b40,-2.009108,2017,N,N
SVK,2017-2022,FALSE,INC,m50,-.8887061,2017,N,N
SVK,2017-2022,FALSE,INC,premium,-.7024254,2021,N,N
SVK,2017-2022,FALSE,INC,m50,-.8887123,2021,N,N
SVK,2017-2022,FALSE,INC,premium,-.7024009,2017,N,N
SVK,2017-2022,FALSE,INC,b40,-2.009129,2021,N,N
SVK,2017-2022,FALSE,INC,tot,-1.306704,2021,N,N
SVK,2018-2023,FALSE,INC,premium,.4005055,2021,N,N
SVK,2018-2023,FALSE,INC,m50,-1.856833,2017,N,N
SVK,2018-2023,FALSE,INC,tot,-2.275205,2017,N,N
SVK,2018-2023,FALSE,INC,m50,-1.856838,2021,N,N
SVK,2018-2023,FALSE,INC,b40,-1.874696,2021,N,N
SVK,2018-2023,FALSE,INC,tot,-2.275202,2021,N,N
SVK,2018-2023,FALSE,INC,b40,-1.874694,2017,N,N
SVK,2018-2023,FALSE,INC,premium,.4005111,2017,N,N
SVN,2006-2011,FALSE,INC,m50,1.642479,2017,N,N
SVN,2006-2011,FALSE,INC,b40,1.402465,2021,N,N
SVN,2006-2011,FALSE,INC,tot,1.603483,2017,N,N
SVN,2006-2011,FALSE,INC,m50,1.642479,2021,N,N
SVN,2006-2011,FALSE,INC,tot,1.603482,2021,N,N
SVN,2006-2011,FALSE,INC,b40,1.402467,2017,N,N
SVN,2006-2011,FALSE,INC,premium,-.2010161,2017,N,N
SVN,2006-2011,FALSE,INC,premium,-.2010174,2021,N,N
SVN,2007-2012,FALSE,INC,premium,-.5633286,2021,N,N
SVN,2007-2012,FALSE,INC,m50,-.326369,2017,N,N
SVN,2007-2012,FALSE,INC,tot,-.2688585,2017,N,N
SVN,2007-2012,FALSE,INC,b40,-.832186,2021,N,N
SVN,2007-2012,FALSE,INC,b40,-.8321953,2017,N,N
SVN,2007-2012,FALSE,INC,tot,-.2688575,2021,N,N
SVN,2007-2012,FALSE,INC,premium,-.5633368,2017,N,N
SVN,2007-2012,FALSE,INC,m50,-.3263632,2021,N,N
SVN,2009-2014,FALSE,INC,tot,-.6060286,2017,N,N
SVN,2009-2014,FALSE,INC,premium,-.3728137,2021,N,N
SVN,2009-2014,FALSE,INC,b40,-.9788408,2021,N,N
SVN,2009-2014,FALSE,INC,m50,-.6202611,2017,N,N
SVN,2009-2014,FALSE,INC,m50,-.6202612,2021,N,N
SVN,2009-2014,FALSE,INC,premium,-.3728193,2017,N,N
SVN,2009-2014,FALSE,INC,tot,-.6060271,2021,N,N
SVN,2009-2014,FALSE,INC,b40,-.9788479,2017,N,N
SVN,2010-2015,FALSE,INC,tot,-.5591897,2021,N,N
SVN,2010-2015,FALSE,INC,b40,-.7786865,2021,N,N
SVN,2010-2015,FALSE,INC,tot,-.559185,2017,N,N
SVN,2010-2015,FALSE,INC,b40,-.7786933,2017,N,N
SVN,2010-2015,FALSE,INC,premium,-.2195083,2017,N,N
SVN,2010-2015,FALSE,INC,m50,-.5107654,2021,N,N
SVN,2010-2015,FALSE,INC,m50,-.5107676,2017,N,N
SVN,2010-2015,FALSE,INC,premium,-.2194967,2021,N,N
SVN,2012-2017,FALSE,INC,m50,1.566202,2017,N,N
SVN,2012-2017,FALSE,INC,tot,1.521961,2017,N,N
SVN,2012-2017,FALSE,INC,b40,2.201214,2017,N,N
SVN,2012-2017,FALSE,INC,premium,.6792533,2017,N,N
SVN,2012-2017,FALSE,INC,b40,2.201206,2021,N,N
SVN,2012-2017,FALSE,INC,premium,.6792449,2021,N,N
SVN,2012-2017,FALSE,INC,m50,1.566201,2021,N,N
SVN,2012-2017,FALSE,INC,tot,1.521961,2021,N,N
SVN,2013-2018,FALSE,INC,premium,.9518771,2021,N,N
SVN,2013-2018,FALSE,INC,m50,2.803048,2017,N,N
SVN,2013-2018,FALSE,INC,tot,2.879809,2021,N,N
SVN,2013-2018,FALSE,INC,tot,2.879812,2017,N,N
SVN,2013-2018,FALSE,INC,b40,3.831683,2017,N,N
SVN,2013-2018,FALSE,INC,premium,.9518712,2017,N,N
SVN,2013-2018,FALSE,INC,b40,3.831686,2021,N,N
SVN,2013-2018,FALSE,INC,m50,2.803044,2021,N,N
SVN,2014-2019,FALSE,INC,premium,.6897042,2017,N,N
SVN,2014-2019,FALSE,INC,m50,2.896106,2017,N,N
SVN,2014-2019,FALSE,INC,b40,3.506105,2017,N,N
SVN,2014-2019,FALSE,INC,premium,.6897032,2021,N,N
SVN,2014-2019,FALSE,INC,tot,2.816401,2017,N,N
SVN,2014-2019,FALSE,INC,b40,3.506102,2021,N,N
SVN,2014-2019,FALSE,INC,m50,2.896104,2021,N,N
SVN,2014-2019,FALSE,INC,tot,2.816399,2021,N,N
