xyzdmxyzcountry,xyzdmxyzyearrange,xyzdmxyzinterpolation,xyzdcxyzwelfaretype,xyzdcxyzdistribution,xyzdpxyzsi_spr_pcap_zg,xyzdcxyzpppyear,xyzdmxyzcoverage,survey_coverage
ECU,2012-2017,FALSE,INC,m50,1.623569,2021,N,N
ECU,2012-2017,FALSE,INC,b40,2.408944,2017,N,N
ECU,2012-2017,FALSE,INC,premium,1.205274,2017,N,N
ECU,2013-2018,FALSE,INC,b40,1.255249,2017,N,N
ECU,2013-2018,FALSE,INC,m50,1.331248,2017,N,N
ECU,2013-2018,FALSE,INC,tot,.4656838,2017,N,N
ECU,2013-2018,FALSE,INC,b40,1.255267,2021,N,N
ECU,2013-2018,FALSE,INC,m50,1.331233,2021,N,N
ECU,2013-2018,FALSE,INC,premium,.7895839,2021,N,N
ECU,2013-2018,FALSE,INC,tot,.4656834,2021,N,N
ECU,2013-2018,FALSE,INC,premium,.7895651,2017,N,N
ECU,2014-2019,FALSE,INC,tot,-.1178084,2021,N,N
ECU,2014-2019,FALSE,INC,tot,-.1178111,2017,N,N
ECU,2014-2019,FALSE,INC,m50,-.1712757,2017,N,N
ECU,2014-2019,FALSE,INC,b40,-.9037331,2021,N,N
ECU,2014-2019,FALSE,INC,m50,-.1712848,2021,N,N
ECU,2014-2019,FALSE,INC,b40,-.9037642,2017,N,N
ECU,2014-2019,FALSE,INC,premium,-.7859532,2017,N,N
ECU,2014-2019,FALSE,INC,premium,-.7859247,2021,N,N
ECU,2015-2020,FALSE,INC,premium,-.9210494,2021,N,N
ECU,2015-2020,FALSE,INC,tot,-2.572128,2017,N,N
ECU,2015-2020,FALSE,INC,b40,-3.493173,2021,N,N
ECU,2015-2020,FALSE,INC,m50,-2.994077,2021,N,N
ECU,2015-2020,FALSE,INC,premium,-.921124,2017,N,N
ECU,2015-2020,FALSE,INC,tot,-2.572124,2021,N,N
ECU,2015-2020,FALSE,INC,m50,-2.994077,2017,N,N
ECU,2015-2020,FALSE,INC,b40,-3.493252,2017,N,N
ECU,2016-2021,FALSE,INC,premium,-.5976647,2017,N,N
ECU,2016-2021,FALSE,INC,m50,-1.192933,2021,N,N
ECU,2016-2021,FALSE,INC,premium,-.5976011,2021,N,N
ECU,2016-2021,FALSE,INC,b40,-1.363756,2021,N,N
ECU,2016-2021,FALSE,INC,tot,-.7661549,2021,N,N
ECU,2016-2021,FALSE,INC,m50,-1.192945,2017,N,N
ECU,2016-2021,FALSE,INC,b40,-1.363838,2017,N,N
ECU,2016-2021,FALSE,INC,tot,-.7661732,2017,N,N
ECU,2017-2022,FALSE,INC,m50,-.9473755,2021,N,N
ECU,2017-2022,FALSE,INC,premium,-.5019084,2021,N,N
ECU,2017-2022,FALSE,INC,tot,-.6350267,2017,N,N
ECU,2017-2022,FALSE,INC,m50,-.9473661,2017,N,N
ECU,2017-2022,FALSE,INC,tot,-.6350139,2021,N,N
ECU,2017-2022,FALSE,INC,premium,-.5020087,2017,N,N
ECU,2017-2022,FALSE,INC,b40,-1.136922,2021,N,N
ECU,2017-2022,FALSE,INC,b40,-1.137035,2017,N,N
ECU,2018-2023,FALSE,INC,b40,-.8028041,2021,N,N
ECU,2018-2023,FALSE,INC,b40,-.8028791,2017,N,N
ECU,2018-2023,FALSE,INC,m50,-.8149925,2021,N,N
ECU,2018-2023,FALSE,INC,m50,-.8149914,2017,N,N
ECU,2018-2023,FALSE,INC,tot,-.9619972,2021,N,N
ECU,2018-2023,FALSE,INC,premium,.1591367,2017,N,N
ECU,2018-2023,FALSE,INC,premium,.1591931,2021,N,N
ECU,2018-2023,FALSE,INC,tot,-.9620157,2017,N,N
ECU,2019-2024,FALSE,INC,tot,-1.410844,2017,N,N
ECU,2019-2024,FALSE,INC,b40,-1.678242,2017,N,N
ECU,2019-2024,FALSE,INC,m50,-.8527426,2021,N,N
ECU,2019-2024,FALSE,INC,b40,-1.678232,2021,N,N
ECU,2019-2024,FALSE,INC,tot,-1.410849,2021,N,N
ECU,2019-2024,FALSE,INC,premium,-.267398,2017,N,N
ECU,2019-2024,FALSE,INC,m50,-.8527608,2017,N,N
ECU,2019-2024,FALSE,INC,premium,-.2673829,2021,N,N
ECU,2020-2025,FALSE,INC,premium,.9462206,2021,N,N
ECU,2020-2025,FALSE,INC,premium,.9461257,2017,N,N
ECU,2020-2025,FALSE,INC,tot,3.25158,2017,N,N
ECU,2020-2025,FALSE,INC,m50,3.239187,2021,N,N
ECU,2020-2025,FALSE,INC,tot,3.251595,2021,N,N
ECU,2020-2025,FALSE,INC,b40,4.197816,2021,N,N
ECU,2020-2025,FALSE,INC,b40,4.197705,2017,N,N
ECU,2020-2025,FALSE,INC,m50,3.239203,2017,N,N
EGY,2010-2012,FALSE,CONS,premium,2.113452,2021,N,N
EGY,2010-2012,FALSE,CONS,m50,2.273494,2017,N,N
EGY,2010-2012,FALSE,CONS,tot,1.083196,2017,N,N
EGY,2010-2012,FALSE,CONS,b40,3.196647,2021,N,N
EGY,2010-2012,FALSE,CONS,premium,2.113448,2017,N,N
EGY,2010-2012,FALSE,CONS,tot,1.083195,2021,N,N
EGY,2010-2012,FALSE,CONS,b40,3.196644,2017,N,N
EGY,2010-2012,FALSE,CONS,m50,2.273495,2021,N,N
EGY,2012-2015,FALSE,CONS,premium,-2.757023,2017,N,N
EGY,2012-2017,FALSE,CONS,premium,-1.373436,2017,N,N
EGY,2012-2015,FALSE,CONS,b40,.4967184,2017,N,N
EGY,2012-2017,FALSE,CONS,m50,-1.845328,2021,N,N
EGY,2012-2017,FALSE,CONS,b40,-2.504409,2021,N,N
EGY,2012-2015,FALSE,CONS,b40,.4967186,2021,N,N
EGY,2012-2015,FALSE,CONS,tot,3.253741,2017,N,N
EGY,2012-2015,FALSE,CONS,m50,1.542467,2017,N,N
EGY,2012-2017,FALSE,CONS,b40,-2.50441,2017,N,N
EGY,2012-2017,FALSE,CONS,premium,-1.373436,2021,N,N
EGY,2012-2015,FALSE,CONS,tot,3.253746,2021,N,N
EGY,2012-2017,FALSE,CONS,tot,-1.130973,2021,N,N
EGY,2012-2015,FALSE,CONS,m50,1.542467,2021,N,N
EGY,2012-2015,FALSE,CONS,premium,-2.757027,2021,N,N
EGY,2012-2017,FALSE,CONS,m50,-1.845326,2017,N,N
EGY,2012-2017,FALSE,CONS,tot,-1.130973,2017,N,N
EGY,2017-2021,FALSE,CONS,b40,3.575449,2017,N,N
EGY,2017-2021,FALSE,CONS,tot,1.952089,2021,N,N
EGY,2017-2021,FALSE,CONS,b40,3.57545,2021,N,N
EGY,2017-2021,FALSE,CONS,m50,3.163097,2021,N,N
EGY,2017-2021,FALSE,CONS,tot,1.95209,2017,N,N
EGY,2017-2021,FALSE,CONS,m50,3.163098,2017,N,N
EGY,2017-2021,FALSE,CONS,premium,1.623361,2021,N,N
EGY,2017-2021,FALSE,CONS,premium,1.623358,2017,N,N
ESP,2007-2012,FALSE,INC,b40,-3.499685,2017,N,N
ESP,2007-2012,FALSE,INC,m50,-2.397321,2017,N,N
ESP,2007-2012,FALSE,INC,tot,-2.506438,2021,N,N
ESP,2007-2012,FALSE,INC,b40,-3.499676,2021,N,N
ESP,2007-2012,FALSE,INC,premium,-.993238,2021,N,N
ESP,2007-2012,FALSE,INC,premium,-.9932485,2017,N,N
ESP,2007-2012,FALSE,INC,tot,-2.506437,2017,N,N
ESP,2007-2012,FALSE,INC,m50,-2.397321,2021,N,N
ESP,2008-2014,FALSE,INC,premium,-1.188139,2017,N,N
ESP,2008-2014,FALSE,INC,tot,-2.732975,2021,N,N
ESP,2008-2014,FALSE,INC,b40,-3.921115,2021,N,N
ESP,2008-2014,FALSE,INC,m50,-2.779678,2017,N,N
ESP,2008-2014,FALSE,INC,premium,-1.18814,2021,N,N
ESP,2008-2014,FALSE,INC,m50,-2.779677,2021,N,N
ESP,2008-2014,FALSE,INC,tot,-2.732974,2017,N,N
ESP,2008-2014,FALSE,INC,b40,-3.921113,2017,N,N
ESP,2010-2015,FALSE,INC,b40,-2.481738,2017,N,N
ESP,2010-2015,FALSE,INC,m50,-1.351322,2021,N,N
ESP,2010-2015,FALSE,INC,m50,-1.351321,2017,N,N
ESP,2010-2015,FALSE,INC,premium,-.8786274,2017,N,N
ESP,2010-2015,FALSE,INC,b40,-2.481741,2021,N,N
ESP,2010-2015,FALSE,INC,tot,-1.603114,2021,N,N
ESP,2010-2015,FALSE,INC,premium,-.8786275,2021,N,N
ESP,2010-2015,FALSE,INC,tot,-1.603111,2017,N,N
ESP,2012-2017,FALSE,INC,tot,1.053235,2021,N,N
ESP,2012-2017,FALSE,INC,m50,1.182357,2021,N,N
ESP,2012-2017,FALSE,INC,m50,1.182359,2017,N,N
ESP,2012-2017,FALSE,INC,premium,.4404428,2017,N,N
ESP,2012-2017,FALSE,INC,premium,.4404308,2021,N,N
ESP,2012-2017,FALSE,INC,b40,1.493665,2021,N,N
ESP,2012-2017,FALSE,INC,b40,1.493673,2017,N,N
ESP,2012-2017,FALSE,INC,tot,1.05323,2017,N,N
ESP,2013-2018,FALSE,INC,premium,1.17102,2017,N,N
ESP,2013-2018,FALSE,INC,tot,1.729182,2017,N,N
ESP,2013-2018,FALSE,INC,b40,2.900202,2017,N,N
ESP,2013-2018,FALSE,INC,m50,1.616459,2017,N,N
ESP,2013-2018,FALSE,INC,b40,2.900201,2021,N,N
ESP,2013-2018,FALSE,INC,tot,1.729179,2021,N,N
ESP,2013-2018,FALSE,INC,m50,1.616464,2021,N,N
ESP,2013-2018,FALSE,INC,premium,1.171022,2021,N,N
ESP,2014-2019,FALSE,INC,premium,1.115339,2017,N,N
ESP,2014-2019,FALSE,INC,b40,3.638098,2021,N,N
ESP,2014-2019,FALSE,INC,tot,2.522764,2017,N,N
ESP,2014-2019,FALSE,INC,m50,2.832654,2017,N,N
ESP,2014-2019,FALSE,INC,tot,2.522761,2021,N,N
ESP,2014-2019,FALSE,INC,m50,2.832654,2021,N,N
ESP,2014-2019,FALSE,INC,b40,3.638103,2017,N,N
ESP,2014-2019,FALSE,INC,premium,1.115337,2021,N,N
ESP,2015-2020,FALSE,INC,m50,2.286958,2017,N,N
ESP,2015-2020,FALSE,INC,b40,2.720165,2017,N,N
ESP,2015-2020,FALSE,INC,b40,2.720174,2021,N,N
ESP,2015-2020,FALSE,INC,premium,.7197082,2021,N,N
ESP,2015-2020,FALSE,INC,premium,.7197011,2017,N,N
ESP,2015-2020,FALSE,INC,tot,2.000464,2017,N,N
ESP,2015-2020,FALSE,INC,tot,2.000466,2021,N,N
ESP,2015-2020,FALSE,INC,m50,2.286958,2021,N,N
ESP,2016-2021,FALSE,INC,premium,1.192088,2021,N,N
ESP,2016-2021,FALSE,INC,tot,1.82015,2021,N,N
ESP,2016-2021,FALSE,INC,premium,1.192089,2017,N,N
ESP,2016-2021,FALSE,INC,b40,3.012238,2021,N,N
ESP,2016-2021,FALSE,INC,m50,1.968602,2017,N,N
ESP,2016-2021,FALSE,INC,m50,1.968606,2021,N,N
ESP,2016-2021,FALSE,INC,tot,1.820152,2017,N,N
ESP,2016-2021,FALSE,INC,b40,3.012241,2017,N,N
ESP,2017-2022,FALSE,INC,tot,1.596818,2021,N,N
ESP,2017-2022,FALSE,INC,b40,2.353784,2017,N,N
ESP,2017-2022,FALSE,INC,b40,2.353785,2021,N,N
ESP,2017-2022,FALSE,INC,premium,.7569668,2021,N,N
ESP,2017-2022,FALSE,INC,premium,.7569625,2017,N,N
ESP,2017-2022,FALSE,INC,m50,1.708008,2021,N,N
ESP,2017-2022,FALSE,INC,tot,1.596821,2017,N,N
ESP,2017-2022,FALSE,INC,m50,1.708012,2017,N,N
ESP,2018-2023,FALSE,INC,m50,2.228084,2021,N,N
ESP,2018-2023,FALSE,INC,tot,1.782879,2017,N,N
ESP,2018-2023,FALSE,INC,tot,1.782883,2021,N,N
ESP,2018-2023,FALSE,INC,b40,2.58198,2021,N,N
ESP,2018-2023,FALSE,INC,m50,2.228088,2017,N,N
ESP,2018-2023,FALSE,INC,premium,.7990988,2017,N,N
ESP,2018-2023,FALSE,INC,b40,2.581978,2017,N,N
ESP,2018-2023,FALSE,INC,premium,.7990967,2021,N,N
EST,2005-2010,FALSE,INC,b40,4.058008,2017,N,N
EST,2005-2010,FALSE,INC,premium,.3520153,2017,N,N
EST,2005-2010,FALSE,INC,premium,.3520052,2021,N,N
EST,2005-2010,FALSE,INC,m50,4.746808,2021,N,N
EST,2005-2010,FALSE,INC,tot,3.705992,2017,N,N
EST,2005-2010,FALSE,INC,tot,3.70599,2021,N,N
EST,2005-2010,FALSE,INC,m50,4.746819,2017,N,N
EST,2005-2010,FALSE,INC,b40,4.057995,2021,N,N
EST,2007-2012,FALSE,INC,tot,.0705042,2021,N,N
EST,2007-2012,FALSE,INC,premium,-.7653796,2021,N,N
EST,2007-2012,FALSE,INC,b40,-.6948984,2017,N,N
EST,2007-2012,FALSE,INC,m50,-.3293421,2021,N,N
EST,2007-2012,FALSE,INC,m50,-.3293415,2017,N,N
EST,2007-2012,FALSE,INC,tot,.0704939,2017,N,N
EST,2007-2012,FALSE,INC,premium,-.7653923,2017,N,N
EST,2007-2012,FALSE,INC,b40,-.6948754,2021,N,N
EST,2009-2014,FALSE,INC,premium,-1.708082,2021,N,N
EST,2009-2014,FALSE,INC,tot,3.929063,2017,N,N
EST,2009-2014,FALSE,INC,tot,3.929077,2021,N,N
EST,2009-2014,FALSE,INC,b40,2.220899,2017,N,N
EST,2009-2014,FALSE,INC,premium,-1.708163,2017,N,N
EST,2009-2014,FALSE,INC,b40,2.220995,2021,N,N
EST,2009-2014,FALSE,INC,m50,2.864071,2017,N,N
EST,2009-2014,FALSE,INC,m50,2.864067,2021,N,N
EST,2010-2015,FALSE,INC,premium,-.4497371,2017,N,N
EST,2010-2015,FALSE,INC,m50,5.838542,2017,N,N
EST,2010-2015,FALSE,INC,tot,6.640996,2017,N,N
EST,2010-2015,FALSE,INC,b40,6.191296,2021,N,N
EST,2010-2015,FALSE,INC,b40,6.191259,2017,N,N
EST,2010-2015,FALSE,INC,tot,6.640998,2021,N,N
EST,2010-2015,FALSE,INC,m50,5.838548,2021,N,N
EST,2010-2015,FALSE,INC,premium,-.4497023,2021,N,N
EST,2012-2017,FALSE,INC,premium,.7552981,2017,N,N
EST,2012-2017,FALSE,INC,b40,7.940566,2017,N,N
EST,2012-2017,FALSE,INC,tot,7.185254,2021,N,N
EST,2012-2017,FALSE,INC,tot,7.185268,2017,N,N
EST,2012-2017,FALSE,INC,m50,8.000102,2017,N,N
EST,2012-2017,FALSE,INC,m50,8.000105,2021,N,N
EST,2012-2017,FALSE,INC,premium,.7552505,2021,N,N
EST,2012-2017,FALSE,INC,b40,7.940504,2021,N,N
EST,2013-2018,FALSE,INC,premium,1.967362,2017,N,N
EST,2013-2018,FALSE,INC,premium,1.967278,2021,N,N
EST,2013-2018,FALSE,INC,b40,8.569183,2017,N,N
EST,2013-2018,FALSE,INC,b40,8.569076,2021,N,N
EST,2013-2018,FALSE,INC,tot,6.601798,2021,N,N
EST,2013-2018,FALSE,INC,tot,6.601821,2017,N,N
EST,2013-2018,FALSE,INC,m50,8.283646,2021,N,N
EST,2013-2018,FALSE,INC,m50,8.283635,2017,N,N
EST,2014-2019,FALSE,INC,tot,6.05432,2017,N,N
EST,2014-2019,FALSE,INC,m50,7.284661,2021,N,N
EST,2014-2019,FALSE,INC,premium,1.758462,2017,N,N
EST,2014-2019,FALSE,INC,m50,7.284653,2017,N,N
EST,2014-2019,FALSE,INC,premium,1.758408,2021,N,N
EST,2014-2019,FALSE,INC,b40,7.812782,2017,N,N
EST,2014-2019,FALSE,INC,tot,6.054311,2021,N,N
EST,2014-2019,FALSE,INC,b40,7.812719,2021,N,N
EST,2015-2020,FALSE,INC,m50,6.190459,2017,N,N
EST,2015-2020,FALSE,INC,m50,6.190461,2021,N,N
EST,2015-2020,FALSE,INC,b40,6.666121,2021,N,N
EST,2015-2020,FALSE,INC,b40,6.666185,2017,N,N
EST,2015-2020,FALSE,INC,tot,5.564508,2017,N,N
EST,2015-2020,FALSE,INC,premium,1.101625,2021,N,N
EST,2015-2020,FALSE,INC,tot,5.564495,2021,N,N
EST,2015-2020,FALSE,INC,premium,1.101677,2017,N,N
EST,2016-2021,FALSE,INC,premium,-.2123604,2017,N,N
EST,2016-2021,FALSE,INC,b40,6.692184,2017,N,N
EST,2016-2021,FALSE,INC,b40,6.692129,2021,N,N
EST,2016-2021,FALSE,INC,m50,6.621669,2017,N,N
EST,2016-2021,FALSE,INC,tot,6.904544,2017,N,N
EST,2016-2021,FALSE,INC,tot,6.904533,2021,N,N
EST,2016-2021,FALSE,INC,premium,-.2124047,2021,N,N
EST,2016-2021,FALSE,INC,m50,6.62167,2021,N,N
EST,2017-2022,FALSE,INC,tot,2.339113,2021,N,N
EST,2017-2022,FALSE,INC,m50,1.965219,2017,N,N
EST,2017-2022,FALSE,INC,m50,1.965221,2021,N,N
EST,2017-2022,FALSE,INC,tot,2.339113,2017,N,N
EST,2017-2022,FALSE,INC,premium,-.808699,2017,N,N
EST,2017-2022,FALSE,INC,premium,-.8086896,2021,N,N
EST,2017-2022,FALSE,INC,b40,1.530424,2021,N,N
EST,2017-2022,FALSE,INC,b40,1.530414,2017,N,N
EST,2018-2023,FALSE,INC,b40,1.301636,2017,N,N
EST,2018-2023,FALSE,INC,tot,.9646157,2017,N,N
EST,2018-2023,FALSE,INC,premium,.3370206,2017,N,N
EST,2018-2023,FALSE,INC,b40,1.301605,2021,N,N
EST,2018-2023,FALSE,INC,m50,.4984977,2017,N,N
EST,2018-2023,FALSE,INC,premium,.3369955,2021,N,N
EST,2018-2023,FALSE,INC,m50,.4984953,2021,N,N
EST,2018-2023,FALSE,INC,tot,.9646099,2021,N,N
ETH,2004-2010,FALSE,CONS,m50,.7803346,2017,N,N
ETH,2004-2010,FALSE,CONS,b40,-.045065,2017,N,N
ETH,2004-2010,FALSE,CONS,m50,.7803308,2021,N,N
ETH,2004-2010,FALSE,CONS,premium,-1.389169,2017,N,N
ETH,2004-2010,FALSE,CONS,premium,-1.389165,2021,N,N
ETH,2004-2010,FALSE,CONS,b40,-.0450621,2021,N,N
ETH,2004-2010,FALSE,CONS,tot,1.344104,2017,N,N
ETH,2004-2010,FALSE,CONS,tot,1.344103,2021,N,N
ETH,2010-2015,FALSE,CONS,b40,.8024249,2017,N,N
ETH,2010-2015,FALSE,CONS,m50,2.09466,2017,N,N
ETH,2010-2015,FALSE,CONS,premium,-1.216011,2017,N,N
ETH,2010-2015,FALSE,CONS,tot,2.018437,2021,N,N
ETH,2010-2015,FALSE,CONS,b40,.8024239,2021,N,N
ETH,2010-2015,FALSE,CONS,tot,2.018436,2017,N,N
ETH,2010-2015,FALSE,CONS,premium,-1.216013,2021,N,N
ETH,2010-2015,FALSE,CONS,m50,2.094663,2021,N,N
ETH,2015-2021,FALSE,CONS,premium,1.456011,2017,N,N
ETH,2015-2021,FALSE,CONS,b40,-.9429376,2017,N,N
ETH,2015-2021,FALSE,CONS,m50,-1.999296,2017,N,N
ETH,2015-2021,FALSE,CONS,tot,-2.39895,2021,N,N
ETH,2015-2021,FALSE,CONS,tot,-2.398949,2017,N,N
ETH,2015-2021,FALSE,CONS,m50,-1.999294,2021,N,N
ETH,2015-2021,FALSE,CONS,b40,-.9429398,2021,N,N
ETH,2015-2021,FALSE,CONS,premium,1.45601,2021,N,N
FIN,2007-2012,FALSE,INC,m50,1.358991,2017,N,N
FIN,2007-2012,FALSE,INC,premium,.4885658,2021,N,N
FIN,2007-2012,FALSE,INC,b40,1.570627,2017,N,N
FIN,2007-2012,FALSE,INC,b40,1.570623,2021,N,N
FIN,2007-2012,FALSE,INC,tot,1.082057,2021,N,N
FIN,2007-2012,FALSE,INC,m50,1.358986,2021,N,N
FIN,2007-2012,FALSE,INC,tot,1.08206,2017,N,N
FIN,2007-2012,FALSE,INC,premium,.4885669,2017,N,N
FIN,2009-2014,FALSE,INC,m50,.3709863,2021,N,N
FIN,2009-2014,FALSE,INC,m50,.3709853,2017,N,N
FIN,2009-2014,FALSE,INC,b40,.5743723,2017,N,N
FIN,2009-2014,FALSE,INC,b40,.5743715,2021,N,N
FIN,2009-2014,FALSE,INC,tot,.2790248,2021,N,N
FIN,2009-2014,FALSE,INC,premium,.2953466,2021,N,N
FIN,2009-2014,FALSE,INC,premium,.2953481,2017,N,N
FIN,2009-2014,FALSE,INC,tot,.2790242,2017,N,N
FIN,2010-2015,FALSE,INC,b40,.5101312,2017,N,N
FIN,2010-2015,FALSE,INC,tot,.1615705,2021,N,N
FIN,2010-2015,FALSE,INC,m50,.2712798,2017,N,N
FIN,2010-2015,FALSE,INC,b40,.5101327,2021,N,N
FIN,2010-2015,FALSE,INC,tot,.1615745,2017,N,N
FIN,2010-2015,FALSE,INC,premium,.3485622,2021,N,N
FIN,2010-2015,FALSE,INC,m50,.2712815,2021,N,N
FIN,2010-2015,FALSE,INC,premium,.3485566,2017,N,N
FIN,2012-2017,FALSE,INC,m50,.671473,2017,N,N
FIN,2012-2017,FALSE,INC,b40,.5672238,2017,N,N
FIN,2012-2017,FALSE,INC,premium,-.0737549,2021,N,N
FIN,2012-2017,FALSE,INC,b40,.5672214,2021,N,N
FIN,2012-2017,FALSE,INC,premium,-.0737498,2017,N,N
FIN,2012-2017,FALSE,INC,tot,.6409736,2017,N,N
FIN,2012-2017,FALSE,INC,m50,.6714778,2021,N,N
FIN,2012-2017,FALSE,INC,tot,.6409763,2021,N,N
FIN,2013-2018,FALSE,INC,tot,1.035018,2017,N,N
FIN,2013-2018,FALSE,INC,premium,.0520144,2021,N,N
FIN,2013-2018,FALSE,INC,b40,1.087037,2017,N,N
FIN,2013-2018,FALSE,INC,tot,1.035022,2021,N,N
FIN,2013-2018,FALSE,INC,b40,1.087036,2021,N,N
FIN,2013-2018,FALSE,INC,m50,1.019433,2021,N,N
FIN,2013-2018,FALSE,INC,premium,.052019,2017,N,N
FIN,2013-2018,FALSE,INC,m50,1.019433,2017,N,N
FIN,2014-2019,FALSE,INC,b40,1.12985,2017,N,N
FIN,2014-2019,FALSE,INC,b40,1.129851,2021,N,N
FIN,2014-2019,FALSE,INC,tot,1.492067,2021,N,N
FIN,2014-2019,FALSE,INC,tot,1.492065,2017,N,N
FIN,2014-2019,FALSE,INC,m50,1.394317,2021,N,N
FIN,2014-2019,FALSE,INC,m50,1.394317,2017,N,N
FIN,2014-2019,FALSE,INC,premium,-.362215,2021,N,N
FIN,2014-2019,FALSE,INC,premium,-.3622148,2017,N,N
FIN,2015-2020,FALSE,INC,tot,1.298932,2021,N,N
FIN,2015-2020,FALSE,INC,m50,1.283133,2017,N,N
FIN,2015-2020,FALSE,INC,b40,1.38964,2017,N,N
FIN,2015-2020,FALSE,INC,tot,1.298927,2017,N,N
FIN,2015-2020,FALSE,INC,b40,1.389639,2021,N,N
FIN,2015-2020,FALSE,INC,premium,.0907133,2017,N,N
FIN,2015-2020,FALSE,INC,m50,1.283133,2021,N,N
FIN,2015-2020,FALSE,INC,premium,.0907077,2021,N,N
FIN,2016-2021,FALSE,INC,tot,1.482744,2017,N,N
FIN,2016-2021,FALSE,INC,tot,1.482742,2021,N,N
FIN,2016-2021,FALSE,INC,premium,-.2381546,2017,N,N
FIN,2016-2021,FALSE,INC,premium,-.2381556,2021,N,N
FIN,2016-2021,FALSE,INC,m50,1.298697,2017,N,N
FIN,2016-2021,FALSE,INC,m50,1.298698,2021,N,N
FIN,2016-2021,FALSE,INC,b40,1.244587,2021,N,N
FIN,2016-2021,FALSE,INC,b40,1.244589,2017,N,N
FIN,2017-2022,FALSE,INC,b40,.3220359,2017,N,N
FIN,2017-2022,FALSE,INC,m50,.2445952,2017,N,N
FIN,2017-2022,FALSE,INC,m50,.2445941,2021,N,N
FIN,2017-2022,FALSE,INC,tot,.5333682,2021,N,N
FIN,2017-2022,FALSE,INC,b40,.3220385,2021,N,N
FIN,2017-2022,FALSE,INC,premium,-.2113297,2021,N,N
FIN,2017-2022,FALSE,INC,tot,.5333676,2017,N,N
FIN,2017-2022,FALSE,INC,premium,-.2113318,2017,N,N
FIN,2018-2023,FALSE,INC,b40,-.3083108,2017,N,N
FIN,2018-2023,FALSE,INC,b40,-.3083156,2021,N,N
FIN,2018-2023,FALSE,INC,tot,-.2044305,2017,N,N
FIN,2018-2023,FALSE,INC,premium,-.1038803,2017,N,N
FIN,2018-2023,FALSE,INC,premium,-.1038825,2021,N,N
FIN,2018-2023,FALSE,INC,m50,-.0932169,2021,N,N
FIN,2018-2023,FALSE,INC,m50,-.0932193,2017,N,N
FIN,2018-2023,FALSE,INC,tot,-.2044331,2021,N,N
FJI,2008-2013,FALSE,CONS,premium,1.684574,2021,N,N
FJI,2008-2013,FALSE,CONS,premium,1.684563,2017,N,N
FJI,2008-2013,FALSE,CONS,tot,-.5077091,2021,N,N
FJI,2008-2013,FALSE,CONS,tot,-.5076993,2017,N,N
FJI,2008-2013,FALSE,CONS,b40,1.176863,2017,N,N
FJI,2008-2013,FALSE,CONS,b40,1.176865,2021,N,N
FJI,2008-2013,FALSE,CONS,m50,.732103,2021,N,N
FJI,2008-2013,FALSE,CONS,m50,.7321037,2017,N,N
FRA,2007-2012,FALSE,INC,b40,.0568889,2017,N,N
FRA,2007-2012,FALSE,INC,m50,.4795592,2021,N,N
FRA,2007-2012,FALSE,INC,m50,.4795628,2017,N,N
FRA,2007-2012,FALSE,INC,premium,-.305015,2017,N,N
FRA,2007-2012,FALSE,INC,premium,-.3050132,2021,N,N
FRA,2007-2012,FALSE,INC,tot,.3619034,2021,N,N
FRA,2007-2012,FALSE,INC,tot,.3619039,2017,N,N
FRA,2007-2012,FALSE,INC,b40,.0568902,2021,N,N
FRA,2009-2014,FALSE,INC,m50,.1345585,2017,N,N
FRA,2009-2014,FALSE,INC,m50,.1345562,2021,N,N
FRA,2009-2014,FALSE,INC,premium,.2666079,2021,N,N
FRA,2009-2014,FALSE,INC,premium,.2666144,2017,N,N
FRA,2009-2014,FALSE,INC,tot,.0466094,2021,N,N
FRA,2009-2014,FALSE,INC,b40,.3132219,2017,N,N
FRA,2009-2014,FALSE,INC,tot,.0466076,2017,N,N
FRA,2009-2014,FALSE,INC,b40,.3132173,2021,N,N
FRA,2010-2015,FALSE,INC,b40,.7714249,2017,N,N
FRA,2010-2015,FALSE,INC,tot,.2171313,2021,N,N
FRA,2010-2015,FALSE,INC,premium,.5542939,2021,N,N
FRA,2010-2015,FALSE,INC,m50,.7321105,2021,N,N
FRA,2010-2015,FALSE,INC,tot,.2171336,2017,N,N
FRA,2010-2015,FALSE,INC,b40,.7714252,2021,N,N
FRA,2010-2015,FALSE,INC,m50,.7321098,2017,N,N
FRA,2010-2015,FALSE,INC,premium,.5542912,2017,N,N
FRA,2012-2017,FALSE,INC,tot,.2449825,2017,N,N
FRA,2012-2017,FALSE,INC,b40,.8745061,2021,N,N
FRA,2012-2017,FALSE,INC,premium,.6295243,2021,N,N
FRA,2012-2017,FALSE,INC,m50,.7986975,2021,N,N
FRA,2012-2017,FALSE,INC,m50,.7986955,2017,N,N
FRA,2012-2017,FALSE,INC,b40,.8745073,2017,N,N
FRA,2012-2017,FALSE,INC,tot,.2449818,2021,N,N
FRA,2012-2017,FALSE,INC,premium,.6295248,2017,N,N
FRA,2013-2018,FALSE,INC,b40,.9686356,2017,N,N
FRA,2013-2018,FALSE,INC,tot,.7703486,2017,N,N
FRA,2013-2018,FALSE,INC,b40,.9686388,2021,N,N
FRA,2013-2018,FALSE,INC,tot,.7703496,2021,N,N
FRA,2013-2018,FALSE,INC,m50,.9054579,2021,N,N
FRA,2013-2018,FALSE,INC,premium,.198287,2017,N,N
